model,dom,scenario,year,agc_TgC_anchored,agc_TgC_anchored_se
CEM,06,reserve,2035,841.33,47.217
CEM,06,reserve,2040,787.15,44.176
CEM,06,reserve,2045,739.076,41.478
CEM,06,reserve,2050,695.814,39.05
CEM,06,reserve,2055,660.636,37.076
CEM,06,reserve,2060,627.51,35.217
CEM,06,reserve,2065,597.18,33.515
CEM,06,reserve,2070,573.161,32.167
CEM,06,reserve,2075,556.274,31.219
CEM,06,reserve,2080,543.928,30.526
CEM,06,reserve,2085,530.682,29.783
CEM,06,reserve,2090,521.281,29.255
CEM,06,reserve,2095,512.887,28.784
CEM,06,reserve,2100,506.449,28.423
CEM,08,reserve,2025,271.63,15.662
CEM,08,reserve,2030,247.081,14.246
CEM,08,reserve,2035,228.625,13.182
CEM,08,reserve,2040,213.386,12.304
CEM,08,reserve,2045,200.34,11.551
CEM,08,reserve,2050,188.637,10.877
CEM,08,reserve,2055,178.714,10.305
CEM,08,reserve,2060,170.007,9.802
CEM,08,reserve,2065,162.23,9.354
CEM,08,reserve,2070,155.402,8.96
CEM,08,reserve,2075,149.441,8.617
CEM,08,reserve,2080,144.034,8.305
CEM,08,reserve,2085,139.29,8.031
CEM,08,reserve,2090,135.192,7.795
CEM,08,reserve,2095,131.41,7.577
CEM,08,reserve,2100,128.071,7.384
CEM,09,reserve,2025,64.47,7.041
CEM,09,reserve,2030,59.04,6.448
CEM,09,reserve,2035,56.572,6.178
CEM,09,reserve,2040,54.983,6.004
CEM,09,reserve,2045,53.567,5.85
CEM,09,reserve,2050,52.322,5.714
CEM,09,reserve,2055,51.179,5.589
CEM,09,reserve,2060,50.224,5.485
CEM,09,reserve,2065,49.444,5.4
CEM,09,reserve,2070,48.933,5.344
CEM,09,reserve,2075,48.192,5.263
CEM,09,reserve,2080,47.632,5.202
CEM,09,reserve,2085,47.083,5.142
CEM,09,reserve,2090,46.698,5.1
CEM,09,reserve,2095,46.355,5.062
CEM,09,reserve,2100,45.95,5.018
CEM,10,reserve,2025,12.66,2.067
CEM,10,reserve,2030,11.556,1.887
CEM,10,reserve,2035,11.327,1.849
CEM,10,reserve,2040,11.073,1.808
CEM,10,reserve,2045,11.005,1.797
CEM,10,reserve,2050,10.962,1.79
CEM,10,reserve,2055,10.934,1.785
CEM,10,reserve,2060,10.911,1.781
CEM,10,reserve,2065,10.919,1.783
CEM,10,reserve,2070,10.921,1.783
CEM,10,reserve,2075,10.897,1.779
CEM,10,reserve,2080,10.874,1.775
CEM,10,reserve,2085,10.811,1.765
CEM,10,reserve,2090,10.773,1.759
CEM,10,reserve,2095,10.75,1.755
CEM,10,reserve,2100,10.743,1.754
CEM,12,reserve,2025,320.05,19.98
CEM,12,reserve,2030,293.858,18.345
CEM,12,reserve,2035,284.209,17.742
CEM,12,reserve,2040,279.396,17.442
CEM,12,reserve,2045,277.064,17.296
CEM,12,reserve,2050,276.281,17.248
CEM,12,reserve,2055,275.524,17.2
CEM,12,reserve,2060,275.285,17.185
CEM,12,reserve,2065,275.515,17.2
CEM,12,reserve,2070,274.536,17.139
CEM,12,reserve,2075,274.187,17.117
CEM,12,reserve,2080,273.715,17.087
CEM,12,reserve,2085,273.737,17.089
CEM,12,reserve,2090,273.898,17.099
CEM,12,reserve,2095,273.629,17.082
CEM,12,reserve,2100,273.574,17.079
CEM,13,reserve,2025,590.06,13.739
CEM,13,reserve,2030,536.009,12.48
CEM,13,reserve,2035,510.677,11.891
CEM,13,reserve,2040,487.614,11.354
CEM,13,reserve,2045,467.385,10.883
CEM,13,reserve,2050,450.259,10.484
CEM,13,reserve,2055,436.984,10.175
CEM,13,reserve,2060,425.546,9.908
CEM,13,reserve,2065,415.857,9.683
CEM,13,reserve,2070,408.217,9.505
CEM,13,reserve,2075,401.479,9.348
CEM,13,reserve,2080,396.101,9.223
CEM,13,reserve,2085,390.859,9.101
CEM,13,reserve,2090,386.409,8.997
CEM,13,reserve,2095,382.686,8.91
CEM,13,reserve,2100,379.375,8.833
CEM,16,reserve,2025,417.43,42.754
CEM,16,reserve,2030,391.805,40.13
CEM,16,reserve,2035,374.31,38.338
CEM,16,reserve,2040,355.993,36.462
CEM,16,reserve,2045,337.746,34.593
CEM,16,reserve,2050,319.42,32.716
CEM,16,reserve,2055,280.879,28.768
CEM,16,reserve,2060,261.79,26.813
CEM,16,reserve,2065,248.21,25.422
CEM,16,reserve,2070,236.751,24.249
CEM,16,reserve,2075,229.284,23.484
CEM,16,reserve,2080,222.026,22.741
CEM,16,reserve,2085,215.958,22.119
CEM,16,reserve,2090,211.907,21.704
CEM,16,reserve,2095,208.737,21.38
CEM,16,reserve,2100,205.518,21.05
CEM,17,reserve,2025,150.46,9.738
CEM,17,reserve,2030,142.707,9.236
CEM,17,reserve,2035,139.183,9.008
CEM,17,reserve,2040,136.249,8.818
CEM,17,reserve,2045,133.418,8.635
CEM,17,reserve,2050,130.464,8.444
CEM,17,reserve,2055,127.581,8.257
CEM,17,reserve,2060,124.534,8.06
CEM,17,reserve,2065,122.336,7.918
CEM,17,reserve,2070,120.283,7.785
CEM,17,reserve,2075,118.501,7.67
CEM,17,reserve,2080,116.837,7.562
CEM,17,reserve,2085,115.396,7.469
CEM,17,reserve,2090,114.078,7.383
CEM,17,reserve,2095,112.866,7.305
CEM,17,reserve,2100,111.761,7.233
CEM,18,reserve,2025,178.8,12.444
CEM,18,reserve,2030,162.361,11.3
CEM,18,reserve,2035,155.081,10.794
CEM,18,reserve,2040,150.089,10.446
CEM,18,reserve,2045,145.938,10.157
CEM,18,reserve,2050,142.539,9.921
CEM,18,reserve,2055,139.488,9.708
CEM,18,reserve,2060,136.722,9.516
CEM,18,reserve,2065,134.385,9.353
CEM,18,reserve,2070,132.241,9.204
CEM,18,reserve,2075,130.962,9.115
CEM,18,reserve,2080,129.458,9.01
CEM,18,reserve,2085,128.266,8.927
CEM,18,reserve,2090,127.338,8.863
CEM,18,reserve,2095,126.434,8.8
CEM,18,reserve,2100,125.834,8.758
CEM,19,reserve,2025,72.67,6.134
CEM,19,reserve,2030,70.705,5.968
CEM,19,reserve,2035,68.923,5.818
CEM,19,reserve,2040,68.245,5.76
CEM,19,reserve,2045,67.232,5.675
CEM,19,reserve,2050,66.249,5.592
CEM,19,reserve,2055,65.021,5.488
CEM,19,reserve,2060,63.686,5.376
CEM,19,reserve,2065,62.219,5.252
CEM,19,reserve,2070,60.657,5.12
CEM,19,reserve,2075,59.411,5.015
CEM,19,reserve,2080,58.092,4.903
CEM,19,reserve,2085,57.034,4.814
CEM,19,reserve,2090,55.872,4.716
CEM,19,reserve,2095,54.923,4.636
CEM,19,reserve,2100,54.106,4.567
CEM,20,reserve,2025,48.76,4.552
CEM,20,reserve,2030,48.482,4.526
CEM,20,reserve,2035,48.214,4.501
CEM,20,reserve,2040,47.986,4.48
CEM,20,reserve,2045,47.571,4.441
CEM,20,reserve,2050,47.293,4.415
CEM,20,reserve,2055,46.652,4.356
CEM,20,reserve,2060,46.208,4.314
CEM,20,reserve,2065,45.547,4.252
CEM,20,reserve,2070,44.833,4.186
CEM,20,reserve,2075,44.095,4.117
CEM,20,reserve,2080,43.428,4.055
CEM,20,reserve,2085,43.031,4.018
CEM,20,reserve,2090,42.646,3.982
CEM,20,reserve,2095,42.216,3.941
CEM,20,reserve,2100,41.848,3.907
CEM,21,reserve,2025,393.71,20.562
CEM,21,reserve,2030,378.857,19.787
CEM,21,reserve,2035,362.784,18.947
CEM,21,reserve,2040,345.625,18.051
CEM,21,reserve,2045,327.065,17.082
CEM,21,reserve,2050,307.874,16.079
CEM,21,reserve,2055,289.136,15.101
CEM,21,reserve,2060,273.318,14.275
CEM,21,reserve,2065,259.671,13.562
CEM,21,reserve,2070,247.031,12.902
CEM,21,reserve,2075,236.615,12.358
CEM,21,reserve,2080,227.588,11.886
CEM,21,reserve,2085,219.455,11.461
CEM,21,reserve,2090,212.743,11.111
CEM,21,reserve,2095,207.441,10.834
CEM,21,reserve,2100,202.634,10.583
CEM,22,reserve,2025,339.71,17.895
CEM,22,reserve,2030,300.553,15.832
CEM,22,reserve,2035,289.538,15.252
CEM,22,reserve,2040,284.307,14.976
CEM,22,reserve,2045,281.371,14.822
CEM,22,reserve,2050,279.982,14.749
CEM,22,reserve,2055,277.621,14.624
CEM,22,reserve,2060,276.448,14.562
CEM,22,reserve,2065,277.099,14.597
CEM,22,reserve,2070,277.539,14.62
CEM,22,reserve,2075,276.241,14.552
CEM,22,reserve,2080,276.054,14.542
CEM,22,reserve,2085,276.895,14.586
CEM,22,reserve,2090,276.781,14.58
CEM,22,reserve,2095,276.45,14.563
CEM,22,reserve,2100,275.514,14.513
CEM,23,reserve,2025,374.02,8.481
CEM,23,reserve,2030,336.27,7.625
CEM,23,reserve,2035,311.741,7.069
CEM,23,reserve,2040,291.946,6.62
CEM,23,reserve,2045,275.195,6.24
CEM,23,reserve,2050,261.498,5.929
CEM,23,reserve,2055,249.992,5.668
CEM,23,reserve,2060,240.038,5.443
CEM,23,reserve,2065,231.306,5.245
CEM,23,reserve,2070,223.82,5.075
CEM,23,reserve,2075,217.38,4.929
CEM,23,reserve,2080,211.724,4.801
CEM,23,reserve,2085,206.846,4.69
CEM,23,reserve,2090,202.482,4.591
CEM,23,reserve,2095,198.635,4.504
CEM,23,reserve,2100,195.195,4.426
CEM,24,reserve,2025,96.25,9.164
CEM,24,reserve,2030,87.738,8.353
CEM,24,reserve,2035,83.181,7.919
CEM,24,reserve,2040,80.801,7.693
CEM,24,reserve,2045,78.931,7.515
CEM,24,reserve,2050,77.671,7.395
CEM,24,reserve,2055,76.483,7.282
CEM,24,reserve,2060,75.375,7.176
CEM,24,reserve,2065,74.515,7.094
CEM,24,reserve,2070,73.706,7.017
CEM,24,reserve,2075,72.843,6.935
CEM,24,reserve,2080,72.157,6.87
CEM,24,reserve,2085,71.612,6.818
CEM,24,reserve,2090,71.216,6.78
CEM,24,reserve,2095,70.844,6.745
CEM,24,reserve,2100,70.522,6.714
CEM,25,reserve,2025,112.19,10.236
CEM,25,reserve,2030,99.855,9.111
CEM,25,reserve,2035,95.282,8.694
CEM,25,reserve,2040,91.753,8.372
CEM,25,reserve,2045,88.798,8.102
CEM,25,reserve,2050,86.349,7.879
CEM,25,reserve,2055,84.007,7.665
CEM,25,reserve,2060,81.695,7.454
CEM,25,reserve,2065,79.941,7.294
CEM,25,reserve,2070,78.39,7.152
CEM,25,reserve,2075,77.456,7.067
CEM,25,reserve,2080,76.424,6.973
CEM,25,reserve,2085,75.401,6.88
CEM,25,reserve,2090,74.652,6.811
CEM,25,reserve,2095,73.909,6.744
CEM,25,reserve,2100,73.219,6.681
CEM,26,reserve,2025,512.45,14.001
CEM,26,reserve,2030,463.275,12.658
CEM,26,reserve,2035,434.916,11.883
CEM,26,reserve,2040,412.35,11.266
CEM,26,reserve,2045,394.008,10.765
CEM,26,reserve,2050,377.832,10.323
CEM,26,reserve,2055,363.32,9.927
CEM,26,reserve,2060,351.293,9.598
CEM,26,reserve,2065,340.773,9.311
CEM,26,reserve,2070,332.228,9.077
CEM,26,reserve,2075,325.643,8.897
CEM,26,reserve,2080,319.725,8.736
CEM,26,reserve,2085,315.058,8.608
CEM,26,reserve,2090,310.447,8.482
CEM,26,reserve,2095,306.631,8.378
CEM,26,reserve,2100,303.742,8.299
CEM,27,reserve,2025,308.78,7.963
CEM,27,reserve,2030,268.395,6.922
CEM,27,reserve,2035,246.92,6.368
CEM,27,reserve,2040,231.447,5.969
CEM,27,reserve,2045,220.877,5.696
CEM,27,reserve,2050,212.271,5.474
CEM,27,reserve,2055,204.874,5.284
CEM,27,reserve,2060,198.87,5.129
CEM,27,reserve,2065,193.916,5.001
CEM,27,reserve,2070,189.782,4.894
CEM,27,reserve,2075,186.692,4.815
CEM,27,reserve,2080,184.066,4.747
CEM,27,reserve,2085,181.664,4.685
CEM,27,reserve,2090,179.698,4.634
CEM,27,reserve,2095,177.853,4.587
CEM,27,reserve,2100,176.283,4.546
CEM,28,reserve,2025,523.05,20.137
CEM,28,reserve,2030,455.831,17.549
CEM,28,reserve,2035,432.947,16.668
CEM,28,reserve,2040,418.891,16.127
CEM,28,reserve,2045,405.957,15.629
CEM,28,reserve,2050,398.316,15.335
CEM,28,reserve,2055,392.246,15.101
CEM,28,reserve,2060,387.109,14.903
CEM,28,reserve,2065,382.073,14.709
CEM,28,reserve,2070,378.71,14.58
CEM,28,reserve,2075,374.797,14.429
CEM,28,reserve,2080,371.958,14.32
CEM,28,reserve,2085,369.21,14.214
CEM,28,reserve,2090,365.223,14.061
CEM,28,reserve,2095,363.812,14.006
CEM,28,reserve,2100,361.286,13.909
CEM,29,reserve,2025,401.36,14.716
CEM,29,reserve,2030,377.819,13.853
CEM,29,reserve,2035,362.15,13.279
CEM,29,reserve,2040,347.084,12.726
CEM,29,reserve,2045,333.434,12.226
CEM,29,reserve,2050,320.776,11.762
CEM,29,reserve,2055,309.21,11.338
CEM,29,reserve,2060,298.079,10.929
CEM,29,reserve,2065,289.701,10.622
CEM,29,reserve,2070,281.636,10.327
CEM,29,reserve,2075,274.974,10.082
CEM,29,reserve,2080,268.563,9.847
CEM,29,reserve,2085,263.195,9.65
CEM,29,reserve,2090,258.139,9.465
CEM,29,reserve,2095,254.194,9.32
CEM,29,reserve,2100,250.59,9.188
CEM,30,reserve,2025,395.97,21.665
CEM,30,reserve,2030,378.886,20.73
CEM,30,reserve,2035,365.54,20
CEM,30,reserve,2040,353.604,19.347
CEM,30,reserve,2045,340.713,18.642
CEM,30,reserve,2050,325.219,17.794
CEM,30,reserve,2055,307.491,16.824
CEM,30,reserve,2060,288.617,15.791
CEM,30,reserve,2065,271.582,14.859
CEM,30,reserve,2070,258.692,14.154
CEM,30,reserve,2075,247.647,13.55
CEM,30,reserve,2080,237.796,13.011
CEM,30,reserve,2085,229.289,12.545
CEM,30,reserve,2090,221.378,12.112
CEM,30,reserve,2095,214.336,11.727
CEM,30,reserve,2100,208.004,11.381
CEM,31,reserve,2025,22.4,3.217
CEM,31,reserve,2030,22.161,3.182
CEM,31,reserve,2035,21.389,3.071
CEM,31,reserve,2040,21.025,3.019
CEM,31,reserve,2045,20.673,2.969
CEM,31,reserve,2050,20.448,2.936
CEM,31,reserve,2055,20.387,2.928
CEM,31,reserve,2060,20.22,2.904
CEM,31,reserve,2065,19.412,2.788
CEM,31,reserve,2070,19.011,2.73
CEM,31,reserve,2075,18.724,2.689
CEM,31,reserve,2080,18.43,2.647
CEM,31,reserve,2085,18.231,2.618
CEM,31,reserve,2090,18.152,2.607
CEM,31,reserve,2095,18.038,2.59
CEM,31,reserve,2100,17.83,2.56
CEM,32,reserve,2025,54.14,2.546
CEM,32,reserve,2030,53.902,2.535
CEM,32,reserve,2035,53.584,2.52
CEM,32,reserve,2040,53.242,2.504
CEM,32,reserve,2045,52.787,2.483
CEM,32,reserve,2050,52.34,2.462
CEM,32,reserve,2055,51.89,2.441
CEM,32,reserve,2060,51.362,2.416
CEM,32,reserve,2065,50.939,2.396
CEM,32,reserve,2070,50.446,2.373
CEM,32,reserve,2075,49.781,2.341
CEM,32,reserve,2080,49.223,2.315
CEM,32,reserve,2085,48.601,2.286
CEM,32,reserve,2090,47.977,2.257
CEM,32,reserve,2095,47.394,2.229
CEM,32,reserve,2100,46.715,2.197
CEM,33,reserve,2025,153.16,4.984
CEM,33,reserve,2030,136.701,4.448
CEM,33,reserve,2035,124.542,4.052
CEM,33,reserve,2040,114.817,3.736
CEM,33,reserve,2045,106.997,3.481
CEM,33,reserve,2050,100.593,3.273
CEM,33,reserve,2055,95.445,3.106
CEM,33,reserve,2060,91.206,2.968
CEM,33,reserve,2065,87.751,2.855
CEM,33,reserve,2070,84.854,2.761
CEM,33,reserve,2075,82.471,2.683
CEM,33,reserve,2080,80.473,2.618
CEM,33,reserve,2085,78.873,2.566
CEM,33,reserve,2090,77.475,2.521
CEM,33,reserve,2095,76.343,2.484
CEM,33,reserve,2100,75.371,2.452
CEM,34,reserve,2025,59.18,3.676
CEM,34,reserve,2030,55.444,3.444
CEM,34,reserve,2035,53.481,3.322
CEM,34,reserve,2040,52.015,3.231
CEM,34,reserve,2045,50.866,3.16
CEM,34,reserve,2050,49.842,3.096
CEM,34,reserve,2055,48.945,3.04
CEM,34,reserve,2060,48.18,2.993
CEM,34,reserve,2065,47.539,2.953
CEM,34,reserve,2070,47.078,2.924
CEM,34,reserve,2075,46.618,2.896
CEM,34,reserve,2080,46.259,2.874
CEM,34,reserve,2085,45.862,2.849
CEM,34,reserve,2090,45.532,2.828
CEM,34,reserve,2095,45.298,2.814
CEM,34,reserve,2100,45.034,2.797
CEM,35,reserve,2025,160.7,9.726
CEM,35,reserve,2030,141.542,8.567
CEM,35,reserve,2035,126.087,7.631
CEM,35,reserve,2040,114.061,6.904
CEM,35,reserve,2045,104.689,6.336
CEM,35,reserve,2050,97.316,5.89
CEM,35,reserve,2055,91.565,5.542
CEM,35,reserve,2060,87.146,5.275
CEM,35,reserve,2065,83.607,5.06
CEM,35,reserve,2070,80.888,4.896
CEM,35,reserve,2075,78.712,4.764
CEM,35,reserve,2080,76.792,4.648
CEM,35,reserve,2085,75.365,4.561
CEM,35,reserve,2090,74.167,4.489
CEM,35,reserve,2095,73.15,4.427
CEM,35,reserve,2100,72.369,4.38
CEM,36,reserve,2025,592.43,18.65
CEM,36,reserve,2030,538.107,16.94
CEM,36,reserve,2035,504.007,15.866
CEM,36,reserve,2040,474.737,14.945
CEM,36,reserve,2045,450.171,14.172
CEM,36,reserve,2050,427.208,13.449
CEM,36,reserve,2055,406.727,12.804
CEM,36,reserve,2060,388.778,12.239
CEM,36,reserve,2065,373.607,11.761
CEM,36,reserve,2070,360.755,11.357
CEM,36,reserve,2075,349.137,10.991
CEM,36,reserve,2080,339.658,10.693
CEM,36,reserve,2085,330.875,10.416
CEM,36,reserve,2090,323.618,10.188
CEM,36,reserve,2095,316.748,9.971
CEM,36,reserve,2100,311.047,9.792
CEM,37,reserve,2025,568.76,13.399
CEM,37,reserve,2030,543.495,12.804
CEM,37,reserve,2035,532.435,12.543
CEM,37,reserve,2040,518.656,12.219
CEM,37,reserve,2045,501.822,11.822
CEM,37,reserve,2050,485.435,11.436
CEM,37,reserve,2055,470.416,11.082
CEM,37,reserve,2060,455.975,10.742
CEM,37,reserve,2065,442.811,10.432
CEM,37,reserve,2070,430.144,10.133
CEM,37,reserve,2075,419.391,9.88
CEM,37,reserve,2080,409.084,9.637
CEM,37,reserve,2085,399.716,9.417
CEM,37,reserve,2090,392.141,9.238
CEM,37,reserve,2095,384.878,9.067
CEM,37,reserve,2100,378.423,8.915
CEM,38,reserve,2025,10.39,1.622
CEM,38,reserve,2030,9.85,1.538
CEM,38,reserve,2035,9.633,1.504
CEM,38,reserve,2040,9.623,1.503
CEM,38,reserve,2045,9.577,1.495
CEM,38,reserve,2050,9.556,1.492
CEM,38,reserve,2055,9.526,1.487
CEM,38,reserve,2060,9.399,1.468
CEM,38,reserve,2065,9.316,1.455
CEM,38,reserve,2070,9.179,1.433
CEM,38,reserve,2075,9.13,1.426
CEM,38,reserve,2080,9.073,1.417
CEM,38,reserve,2085,8.977,1.402
CEM,38,reserve,2090,8.914,1.392
CEM,38,reserve,2095,8.874,1.386
CEM,38,reserve,2100,8.821,1.377
CEM,39,reserve,2025,250.86,15.765
CEM,39,reserve,2030,235.978,14.83
CEM,39,reserve,2035,228.393,14.354
CEM,39,reserve,2040,221.616,13.928
CEM,39,reserve,2045,213.916,13.444
CEM,39,reserve,2050,206.252,12.962
CEM,39,reserve,2055,198.335,12.465
CEM,39,reserve,2060,190.363,11.963
CEM,39,reserve,2065,183.574,11.537
CEM,39,reserve,2070,177.17,11.134
CEM,39,reserve,2075,171.169,10.757
CEM,39,reserve,2080,166.246,10.448
CEM,39,reserve,2085,162.208,10.194
CEM,39,reserve,2090,158.807,9.98
CEM,39,reserve,2095,155.804,9.792
CEM,39,reserve,2100,152.807,9.603
CEM,40,reserve,2025,177.51,9.359
CEM,40,reserve,2030,175.41,9.249
CEM,40,reserve,2035,172.295,9.085
CEM,40,reserve,2040,167.643,8.839
CEM,40,reserve,2045,162.144,8.549
CEM,40,reserve,2050,156.255,8.239
CEM,40,reserve,2055,150,7.909
CEM,40,reserve,2060,143.978,7.591
CEM,40,reserve,2065,139.036,7.331
CEM,40,reserve,2070,134.161,7.074
CEM,40,reserve,2075,129.902,6.849
CEM,40,reserve,2080,126.155,6.652
CEM,40,reserve,2085,123.042,6.488
CEM,40,reserve,2090,120.252,6.34
CEM,40,reserve,2095,117.846,6.214
CEM,40,reserve,2100,115.819,6.107
CEM,41,reserve,2025,1022.66,43.613
CEM,41,reserve,2030,929.502,39.641
CEM,41,reserve,2035,873.726,37.262
CEM,41,reserve,2040,822.746,35.088
CEM,41,reserve,2045,773.384,32.983
CEM,41,reserve,2050,728.653,31.075
CEM,41,reserve,2055,691.586,29.494
CEM,41,reserve,2060,660.285,28.159
CEM,41,reserve,2065,631.469,26.93
CEM,41,reserve,2070,606.991,25.886
CEM,41,reserve,2075,586.024,24.992
CEM,41,reserve,2080,568.816,24.258
CEM,41,reserve,2085,553.23,23.594
CEM,41,reserve,2090,539.598,23.012
CEM,41,reserve,2095,525.559,22.414
CEM,41,reserve,2100,514.709,21.951
CEM,42,reserve,2025,551.02,13.802
CEM,42,reserve,2030,514.389,12.885
CEM,42,reserve,2035,490.611,12.289
CEM,42,reserve,2040,467.569,11.712
CEM,42,reserve,2045,444.633,11.137
CEM,42,reserve,2050,422.698,10.588
CEM,42,reserve,2055,401.549,10.058
CEM,42,reserve,2060,382.353,9.577
CEM,42,reserve,2065,364.265,9.124
CEM,42,reserve,2070,348.862,8.738
CEM,42,reserve,2075,334.975,8.391
CEM,42,reserve,2080,322.614,8.081
CEM,42,reserve,2085,311.789,7.81
CEM,42,reserve,2090,302.127,7.568
CEM,42,reserve,2095,294.15,7.368
CEM,42,reserve,2100,286.773,7.183
CEM,44,reserve,2025,12.75,1.926
CEM,44,reserve,2030,11.344,1.714
CEM,44,reserve,2035,10.888,1.645
CEM,44,reserve,2040,10.559,1.595
CEM,44,reserve,2045,10.32,1.559
CEM,44,reserve,2050,10.172,1.537
CEM,44,reserve,2055,10.038,1.517
CEM,44,reserve,2060,9.93,1.5
CEM,44,reserve,2065,9.861,1.49
CEM,44,reserve,2070,9.797,1.48
CEM,44,reserve,2075,9.747,1.473
CEM,44,reserve,2080,9.715,1.468
CEM,44,reserve,2085,9.674,1.462
CEM,44,reserve,2090,9.646,1.457
CEM,44,reserve,2095,9.624,1.454
CEM,44,reserve,2100,9.596,1.45
CEM,45,reserve,2025,325.11,10.137
CEM,45,reserve,2030,306.475,9.556
CEM,45,reserve,2035,302.82,9.442
CEM,45,reserve,2040,297.824,9.286
CEM,45,reserve,2045,291.998,9.105
CEM,45,reserve,2050,286.562,8.935
CEM,45,reserve,2055,281.862,8.789
CEM,45,reserve,2060,276.909,8.634
CEM,45,reserve,2065,272.748,8.504
CEM,45,reserve,2070,268.558,8.374
CEM,45,reserve,2075,265.26,8.271
CEM,45,reserve,2080,262.334,8.18
CEM,45,reserve,2085,259.09,8.079
CEM,45,reserve,2090,256.348,7.993
CEM,45,reserve,2095,253.796,7.914
CEM,45,reserve,2100,251.63,7.846
CEM,46,reserve,2025,22.21,2.793
CEM,46,reserve,2030,19.998,2.515
CEM,46,reserve,2035,18.17,2.285
CEM,46,reserve,2040,16.827,2.116
CEM,46,reserve,2045,15.677,1.971
CEM,46,reserve,2050,14.821,1.864
CEM,46,reserve,2055,13.974,1.757
CEM,46,reserve,2060,13.104,1.648
CEM,46,reserve,2065,12.554,1.579
CEM,46,reserve,2070,12.18,1.532
CEM,46,reserve,2075,11.942,1.502
CEM,46,reserve,2080,11.681,1.469
CEM,46,reserve,2085,11.49,1.445
CEM,46,reserve,2090,11.352,1.428
CEM,46,reserve,2095,11.177,1.405
CEM,46,reserve,2100,11.056,1.39
CEM,47,reserve,2025,461.09,22.417
CEM,47,reserve,2030,445.399,21.654
CEM,47,reserve,2035,430.712,20.94
CEM,47,reserve,2040,412.148,20.037
CEM,47,reserve,2045,392.345,19.074
CEM,47,reserve,2050,372.556,18.112
CEM,47,reserve,2055,355.761,17.296
CEM,47,reserve,2060,339.427,16.502
CEM,47,reserve,2065,323.186,15.712
CEM,47,reserve,2070,309.435,15.044
CEM,47,reserve,2075,297.255,14.451
CEM,47,reserve,2080,286.708,13.939
CEM,47,reserve,2085,277.477,13.49
CEM,47,reserve,2090,269.606,13.107
CEM,47,reserve,2095,262.919,12.782
CEM,47,reserve,2100,257.173,12.503
CEM,48,reserve,2025,479.11,19.627
CEM,48,reserve,2030,412.751,16.908
CEM,48,reserve,2035,388.048,15.896
CEM,48,reserve,2040,376.418,15.42
CEM,48,reserve,2045,369.936,15.154
CEM,48,reserve,2050,365.777,14.984
CEM,48,reserve,2055,362.944,14.868
CEM,48,reserve,2060,359.714,14.736
CEM,48,reserve,2065,355.968,14.582
CEM,48,reserve,2070,352.746,14.45
CEM,48,reserve,2075,350.907,14.375
CEM,48,reserve,2080,348.777,14.287
CEM,48,reserve,2085,346.967,14.213
CEM,48,reserve,2090,344.635,14.118
CEM,48,reserve,2095,341.877,14.005
CEM,48,reserve,2100,340.213,13.937
CEM,49,reserve,2025,133.07,6.322
CEM,49,reserve,2030,128.069,6.084
CEM,49,reserve,2035,123.541,5.869
CEM,49,reserve,2040,119.442,5.674
CEM,49,reserve,2045,116.02,5.512
CEM,49,reserve,2050,112.621,5.35
CEM,49,reserve,2055,109.402,5.197
