state,scenario,cycle,mean_ba_mean,mean_ba_lo,mean_ba_hi,mean_vol_mean,mean_vol_lo,mean_vol_hi,mean_carbon_mean,mean_carbon_lo,mean_carbon_hi,total_tpa_mean,total_tpa_lo,total_tpa_hi,harvest_rate_mean,harvest_rate_lo,harvest_rate_hi,plant_rate_mean,plant_rate_lo,plant_rate_hi,gr_ratio_mean,gr_ratio_lo,gr_ratio_hi,n_sims
AL,Harvest_m25_mill,1,53.14981340774311,51.326570554750575,54.852672288017914,1192.87719824233,1151.2379214759148,1237.2205090919642,29681.46801802999,28710.984567481548,30575.36120614268,408.02925981981133,394.06542232401296,424.42929052017564,0.45649709450485143,0.44161510388754044,0.47130125445877347,0.34478847680316493,0.327969693896496,0.35860787414615736,0.8516589748088286,0.7921874691672417,0.9174263053014182,100
AL,Harvest_m25_mill,2,47.87640058120939,46.049013520444554,49.59454112477012,1085.8422278426076,1039.20469751463,1137.1656975943233,27330.702186213133,26380.321097321044,28371.314571155453,397.7431337753933,376.81937566567626,417.48235097909026,0.31722821508589755,0.30169886575799443,0.333158620945282,0.23616597018127022,0.21984161263811525,0.25442100205302925,1.9010308513496796,1.6715715767794905,2.14122745343639,100
AL,Harvest_m25_mill,3,44.22391457361273,42.65822889988962,46.03551323569714,1000.6141578695867,958.2628210668574,1056.2875913832877,25584.1497616962,24765.85841829708,26701.304378750385,403.67038358093924,380.67449482235514,425.7812022543186,0.26701230528615866,0.2501226695822594,0.28304572907679026,0.20012348481920694,0.1850677917719892,0.21355294082465365,2.337813933391379,2.0500803063724864,2.616149556485591,100
AL,Harvest_m25_mill,4,41.800953028441775,39.86802240432959,43.42123877324076,924.0274141589064,874.4655667164186,993.8744797295772,24089.123823639886,22841.239249105718,25389.220014390718,416.78094872937334,391.7660552273908,445.83755696155106,0.23939740128774814,0.22511529833622645,0.25384030899406945,0.17912688569727633,0.1653462005993102,0.1951436983214136,2.5867707666827195,2.2473767528261765,2.977687639548781,100
AL,Harvest_m25_mill,5,40.04237994282649,38.270672353046336,41.57713459590714,858.8479651272061,814.1975769647726,899.8743250880186,22807.574591229768,21651.083113902027,23810.20335081304,432.5170572397957,400.8334627632543,467.7322486693907,0.21882853041420552,0.20274334950817857,0.23524924338326336,0.16472516338362705,0.1521270440643394,0.17865457973471327,2.7670612145820397,2.3014618688531194,3.2985063521677365,100
AL,Harvest_m25_mill,6,38.854460817109235,37.32884172198669,40.676265889488334,810.7663610080672,765.2999473140111,858.9277440132986,21921.50620560583,20902.812247624166,23098.857388218818,445.4120321390831,401.1936691462692,494.0592940708859,0.20243056010240063,0.18650203090557127,0.22147024840287366,0.15196903436430578,0.13862403371926268,0.16617712014134275,2.9285299540404006,2.533017277177911,3.442914221215362,100
AL,Harvest_m25_mill,7,38.06384314928779,36.215819973561395,39.77042283201783,779.9848945594626,732.6578234128431,823.8128131842974,21298.098136859713,20127.05212612215,22362.82214370415,458.0711583619995,411.63214575965196,508.0546556369759,0.18761742285500718,0.17584475503941568,0.20160017929179735,0.14180214225758597,0.12896017542930766,0.1535451734286513,3.0808248789607213,2.5906528885669875,3.6190182912410807,100
AL,Harvest_m25_mill,8,37.354972782002335,35.40037866907885,39.2860840419335,755.2291766214241,714.3260280379911,802.5645524158158,20738.50091382192,19647.550510442543,21901.33530441424,467.9394936693519,422.3472329338374,526.0251197774666,0.17801023141649247,0.16205874581007607,0.19259467365850436,0.13547985398353055,0.12125140047304866,0.14656678356952368,3.1344736071913375,2.7090835302759735,3.732424178952045,100
AL,Harvest_m25_mill,9,36.77405004241835,34.83029531567827,38.64942319519093,736.2148865151948,689.0654818929211,782.9369772518467,20288.972347867566,19155.28411642129,21363.423093040656,478.45445771053335,425.93467645581086,548.4842579356254,0.16963589455430547,0.15413594176098866,0.18460706150341682,0.1291974721854501,0.1155447749144829,0.1428637605563835,3.1874394416954885,2.7576741270802705,3.7611408567038227,100
AL,Harvest_m25_mill,10,36.32564009189876,34.54098102662283,38.23998113836953,723.2913119620175,680.6972437760232,770.4112373108934,19980.525263623185,18923.310252060466,21169.645111370777,492.26704493183854,430.21891460320114,582.9161332625719,0.1600714225752844,0.14720076679166336,0.17532165587050605,0.12176448399217725,0.10950927700941238,0.13535586680667636,3.2907647637511093,2.727575949066759,4.010705825896749,100
AL,Harvest_m25_mill,11,35.95488254395384,34.37507277479986,37.25392886767492,709.75650990085785,665.1491096983145,754.6125933467338,19697.82678197561,18728.259852579824,20643.18853256671,500.46939426322405,433.74590454089736,614.6974599918954,0.15276091924804489,0.13851789378970383,0.16806860485173508,0.11731606503131563,0.106262138755273,0.1309846103257191,3.2940733180126656,2.7453434490792086,3.854760194469103,100
AL,Harvest_m25_mill,12,35.7448357612044,34.209779621734114,37.454693993814516,702.4273192136367,665.489151779457,744.9878233748311,19590.370305507735,18597.967792041738,20710.343603995505,515.6963760052374,440.8201819895967,692.5869700827085,0.14344074082409275,0.1276874836179363,0.15675163702266787,0.10984403223784198,0.09458820012755487,0.12129890265306442,3.3843769218552198,2.839200108943661,4.0721284782112885,100
AL,Harvest_m25_mill,13,35.4515055993384,33.86080340758487,37.15925163787166,693.6305830522712,656.5474573299095,738.4942598134801,19410.003764684723,18453.973782419347,20493.355025472832,535.6402655524082,437.4798851422046,776.5425317368705,0.1376245168232183,0.12720946819574444,0.15121614704626607,0.10585281376503111,0.09578545296974027,0.11688025200327476,3.370260796988003,2.844018783222153,4.0306905109629625,100
AL,Harvest_m25_mill,14,35.3667447524922,33.47580085736455,37.38448183883693,686.8977833224978,640.5209591945436,736.7521222327024,19298.186936681825,18179.022006821535,20577.29323559173,559.8765800925439,440.68028791101005,862.7577576166341,0.13051205923623974,0.11965864031313328,0.1426947356220839,0.10049807399923281,0.08924290899731979,0.11272582725033595,3.389630686648,2.844715246951095,4.11652842863991,100
AL,Harvest_m25_mill,15,35.26495834619127,33.4137117492274,37.209224840534816,686.6702374084417,634.6959631845068,734.3734549621681,19262.08865648491,18047.99091301993,20679.239946062335,592.3750817358466,460.4244278349971,1012.8711503910718,0.12272047467860121,0.10900326180461023,0.13626036768547542,0.09460452256828239,0.08277569505328757,0.10612564937407554,3.503499818756583,2.853011256997843,4.317654038908657,100
AL,Harvest_m25_mill,16,35.157063177367796,33.32079963490906,36.88207268739098,682.0644974610628,638.3385070247085,723.6691967322904,19155.9497942994,18106.967574297778,20224.8690303489,630.118546907678,465.65240683498047,1255.9902746781286,0.11767304111506802,0.10348865344817229,0.13449479121276925,0.09053469850101939,0.07896284479945441,0.10381457128670052,3.457857333873316,2.705014649566812,4.522687189081381,100
AL,Harvest_p25_pulp,1,53.14981340774311,51.326570554750575,54.852672288017914,1192.87719824233,1151.2379214759148,1237.2205090919642,29681.46801802999,28710.984567481548,30575.36120614268,408.02925981981133,394.06542232401296,424.42929052017564,0.45649709450485143,0.44161510388754044,0.47130125445877347,0.34478847680316493,0.327969693896496,0.35860787414615736,0.8516589748088286,0.7921874691672417,0.9174263053014182,100
AL,Harvest_p25_pulp,2,47.87640058120939,46.049013520444554,49.59454112477012,1085.8422278426076,1039.20469751463,1137.1656975943233,27330.702186213133,26380.321097321044,28371.314571155453,397.7431337753933,376.81937566567626,417.48235097909026,0.31722821508589755,0.30169886575799443,0.333158620945282,0.23616597018127022,0.21984161263811525,0.25442100205302925,1.9010308513496796,1.6715715767794905,2.14122745343639,100
AL,Harvest_p25_pulp,3,44.22391457361273,42.65822889988962,46.03551323569714,1000.6141578695867,958.2628210668574,1056.2875913832877,25584.1497616962,24765.85841829708,26701.304378750385,403.67038358093924,380.67449482235514,425.7812022543186,0.26701230528615866,0.2501226695822594,0.28304572907679026,0.20012348481920694,0.1850677917719892,0.21355294082465365,2.337813933391379,2.0500803063724864,2.616149556485591,100
AL,Harvest_p25_pulp,4,41.800953028441775,39.86802240432959,43.42123877324076,924.0274141589064,874.4655667164186,993.8744797295772,24089.123823639886,22841.239249105718,25389.220014390718,416.78094872937334,391.7660552273908,445.83755696155106,0.23939740128774814,0.22511529833622645,0.25384030899406945,0.17912688569727633,0.1653462005993102,0.1951436983214136,2.5867707666827195,2.2473767528261765,2.977687639548781,100
AL,Harvest_p25_pulp,5,40.04237994282649,38.270672353046336,41.57713459590714,858.8479651272061,814.1975769647726,899.8743250880186,22807.574591229768,21651.083113902027,23810.20335081304,432.5170572397957,400.8334627632543,467.7322486693907,0.21882853041420552,0.20274334950817857,0.23524924338326336,0.16472516338362705,0.1521270440643394,0.17865457973471327,2.7670612145820397,2.3014618688531194,3.2985063521677365,100
AL,Harvest_p25_pulp,6,38.854460817109235,37.32884172198669,40.676265889488334,810.7663610080672,765.2999473140111,858.9277440132986,21921.50620560583,20902.812247624166,23098.857388218818,445.4120321390831,401.1936691462692,494.0592940708859,0.20243056010240063,0.18650203090557127,0.22147024840287366,0.15196903436430578,0.13862403371926268,0.16617712014134275,2.9285299540404006,2.533017277177911,3.442914221215362,100
AL,Harvest_p25_pulp,7,38.06384314928779,36.215819973561395,39.77042283201783,779.9848945594626,732.6578234128431,823.8128131842974,21298.098136859713,20127.05212612215,22362.82214370415,458.0711583619995,411.63214575965196,508.0546556369759,0.18761742285500718,0.17584475503941568,0.20160017929179735,0.14180214225758597,0.12896017542930766,0.1535451734286513,3.0808248789607213,2.5906528885669875,3.6190182912410807,100
AL,Harvest_p25_pulp,8,37.354972782002335,35.40037866907885,39.2860840419335,755.2291766214241,714.3260280379911,802.5645524158158,20738.50091382192,19647.550510442543,21901.33530441424,467.9394936693519,422.3472329338374,526.0251197774666,0.17801023141649247,0.16205874581007607,0.19259467365850436,0.13547985398353055,0.12125140047304866,0.14656678356952368,3.1344736071913375,2.7090835302759735,3.732424178952045,100
AL,Harvest_p25_pulp,9,36.77405004241835,34.83029531567827,38.64942319519093,736.2148865151948,689.0654818929211,782.9369772518467,20288.972347867566,19155.28411642129,21363.423093040656,478.45445771053335,425.93467645581086,548.4842579356254,0.16963589455430547,0.15413594176098866,0.18460706150341682,0.1291974721854501,0.1155447749144829,0.1428637605563835,3.1874394416954885,2.7576741270802705,3.7611408567038227,100
AL,Harvest_p25_pulp,10,36.32564009189876,34.54098102662283,38.23998113836953,723.2913119620175,680.6972437760232,770.4112373108934,19980.525263623185,18923.310252060466,21169.645111370777,492.26704493183854,430.21891460320114,582.9161332625719,0.1600714225752844,0.14720076679166336,0.17532165587050605,0.12176448399217725,0.10950927700941238,0.13535586680667636,3.2907647637511093,2.727575949066759,4.010705825896749,100
AL,Harvest_p25_pulp,11,35.95488254395384,34.37507277479986,37.25392886767492,709.75650990085785,665.1491096983145,754.6125933467338,19697.82678197561,18728.259852579824,20643.18853256671,500.46939426322405,433.74590454089736,614.6974599918954,0.15276091924804489,0.13851789378970383,0.16806860485173508,0.11731606503131563,0.106262138755273,0.1309846103257191,3.2940733180126656,2.7453434490792086,3.854760194469103,100
AL,Harvest_p25_pulp,12,35.7448357612044,34.209779621734114,37.454693993814516,702.4273192136367,665.489151779457,744.9878233748311,19590.370305507735,18597.967792041738,20710.343603995505,515.6963760052374,440.8201819895967,692.5869700827085,0.14344074082409275,0.1276874836179363,0.15675163702266787,0.10984403223784198,0.09458820012755487,0.12129890265306442,3.3843769218552198,2.839200108943661,4.0721284782112885,100
AL,Harvest_p25_pulp,13,35.4515055993384,33.86080340758487,37.15925163787166,693.6305830522712,656.5474573299095,738.4942598134801,19410.003764684723,18453.973782419347,20493.355025472832,535.6402655524082,437.4798851422046,776.5425317368705,0.1376245168232183,0.12720946819574444,0.15121614704626607,0.10585281376503111,0.09578545296974027,0.11688025200327476,3.370260796988003,2.844018783222153,4.0306905109629625,100
AL,Harvest_p25_pulp,14,35.3667447524922,33.47580085736455,37.38448183883693,686.8977833224978,640.5209591945436,736.7521222327024,19298.186936681825,18179.022006821535,20577.29323559173,559.8765800925439,440.68028791101005,862.7577576166341,0.13051205923623974,0.11965864031313328,0.1426947356220839,0.10049807399923281,0.08924290899731979,0.11272582725033595,3.389630686648,2.844715246951095,4.11652842863991,100
AL,Harvest_p25_pulp,15,35.26495834619127,33.4137117492274,37.209224840534816,686.6702374084417,634.6959631845068,734.3734549621681,19262.08865648491,18047.99091301993,20679.239946062335,592.3750817358466,460.4244278349971,1012.8711503910718,0.12272047467860121,0.10900326180461023,0.13626036768547542,0.09460452256828239,0.08277569505328757,0.10612564937407554,3.503499818756583,2.853011256997843,4.317654038908657,100
AL,Harvest_p25_pulp,16,35.157063177367796,33.32079963490906,36.88207268739098,682.0644974610628,638.3385070247085,723.6691967322904,19155.9497942994,18106.967574297778,20224.8690303489,630.118546907678,465.65240683498047,1255.9902746781286,0.11767304111506802,0.10348865344817229,0.13449479121276925,0.09053469850101939,0.07896284479945441,0.10381457128670052,3.457857333873316,2.705014649566812,4.522687189081381,100
AL,Harvest_p50_biomass,1,53.14981340774311,51.326570554750575,54.852672288017914,1192.87719824233,1151.2379214759148,1237.2205090919642,29681.46801802999,28710.984567481548,30575.36120614268,408.02925981981133,394.06542232401296,424.42929052017564,0.45649709450485143,0.44161510388754044,0.47130125445877347,0.34478847680316493,0.327969693896496,0.35860787414615736,0.8516589748088286,0.7921874691672417,0.9174263053014182,100
AL,Harvest_p50_biomass,2,47.87640058120939,46.049013520444554,49.59454112477012,1085.8422278426076,1039.20469751463,1137.1656975943233,27330.702186213133,26380.321097321044,28371.314571155453,397.7431337753933,376.81937566567626,417.48235097909026,0.31722821508589755,0.30169886575799443,0.333158620945282,0.23616597018127022,0.21984161263811525,0.25442100205302925,1.9010308513496796,1.6715715767794905,2.14122745343639,100
AL,Harvest_p50_biomass,3,44.22391457361273,42.65822889988962,46.03551323569714,1000.6141578695867,958.2628210668574,1056.2875913832877,25584.1497616962,24765.85841829708,26701.304378750385,403.67038358093924,380.67449482235514,425.7812022543186,0.26701230528615866,0.2501226695822594,0.28304572907679026,0.20012348481920694,0.1850677917719892,0.21355294082465365,2.337813933391379,2.0500803063724864,2.616149556485591,100
AL,Harvest_p50_biomass,4,41.800953028441775,39.86802240432959,43.42123877324076,924.0274141589064,874.4655667164186,993.8744797295772,24089.123823639886,22841.239249105718,25389.220014390718,416.78094872937334,391.7660552273908,445.83755696155106,0.23939740128774814,0.22511529833622645,0.25384030899406945,0.17912688569727633,0.1653462005993102,0.1951436983214136,2.5867707666827195,2.2473767528261765,2.977687639548781,100
AL,Harvest_p50_biomass,5,40.04237994282649,38.270672353046336,41.57713459590714,858.8479651272061,814.1975769647726,899.8743250880186,22807.574591229768,21651.083113902027,23810.20335081304,432.5170572397957,400.8334627632543,467.7322486693907,0.21882853041420552,0.20274334950817857,0.23524924338326336,0.16472516338362705,0.1521270440643394,0.17865457973471327,2.7670612145820397,2.3014618688531194,3.2985063521677365,100
AL,Harvest_p50_biomass,6,38.854460817109235,37.32884172198669,40.676265889488334,810.7663610080672,765.2999473140111,858.9277440132986,21921.50620560583,20902.812247624166,23098.857388218818,445.4120321390831,401.1936691462692,494.0592940708859,0.20243056010240063,0.18650203090557127,0.22147024840287366,0.15196903436430578,0.13862403371926268,0.16617712014134275,2.9285299540404006,2.533017277177911,3.442914221215362,100
AL,Harvest_p50_biomass,7,38.06384314928779,36.215819973561395,39.77042283201783,779.9848945594626,732.6578234128431,823.8128131842974,21298.098136859713,20127.05212612215,22362.82214370415,458.0711583619995,411.63214575965196,508.0546556369759,0.18761742285500718,0.17584475503941568,0.20160017929179735,0.14180214225758597,0.12896017542930766,0.1535451734286513,3.0808248789607213,2.5906528885669875,3.6190182912410807,100
AL,Harvest_p50_biomass,8,37.354972782002335,35.40037866907885,39.2860840419335,755.2291766214241,714.3260280379911,802.5645524158158,20738.50091382192,19647.550510442543,21901.33530441424,467.9394936693519,422.3472329338374,526.0251197774666,0.17801023141649247,0.16205874581007607,0.19259467365850436,0.13547985398353055,0.12125140047304866,0.14656678356952368,3.1344736071913375,2.7090835302759735,3.732424178952045,100
AL,Harvest_p50_biomass,9,36.77405004241835,34.83029531567827,38.64942319519093,736.2148865151948,689.0654818929211,782.9369772518467,20288.972347867566,19155.28411642129,21363.423093040656,478.45445771053335,425.93467645581086,548.4842579356254,0.16963589455430547,0.15413594176098866,0.18460706150341682,0.1291974721854501,0.1155447749144829,0.1428637605563835,3.1874394416954885,2.7576741270802705,3.7611408567038227,100
AL,Harvest_p50_biomass,10,36.32564009189876,34.54098102662283,38.23998113836953,723.2913119620175,680.6972437760232,770.4112373108934,19980.525263623185,18923.310252060466,21169.645111370777,492.26704493183854,430.21891460320114,582.9161332625719,0.1600714225752844,0.14720076679166336,0.17532165587050605,0.12176448399217725,0.10950927700941238,0.13535586680667636,3.2907647637511093,2.727575949066759,4.010705825896749,100
AL,Harvest_p50_biomass,11,35.95488254395384,34.37507277479986,37.25392886767492,709.75650990085785,665.1491096983145,754.6125933467338,19697.82678197561,18728.259852579824,20643.18853256671,500.46939426322405,433.74590454089736,614.6974599918954,0.15276091924804489,0.13851789378970383,0.16806860485173508,0.11731606503131563,0.106262138755273,0.1309846103257191,3.2940733180126656,2.7453434490792086,3.854760194469103,100
AL,Harvest_p50_biomass,12,35.7448357612044,34.209779621734114,37.454693993814516,702.4273192136367,665.489151779457,744.9878233748311,19590.370305507735,18597.967792041738,20710.343603995505,515.6963760052374,440.8201819895967,692.5869700827085,0.14344074082409275,0.1276874836179363,0.15675163702266787,0.10984403223784198,0.09458820012755487,0.12129890265306442,3.3843769218552198,2.839200108943661,4.0721284782112885,100
AL,Harvest_p50_biomass,13,35.4515055993384,33.86080340758487,37.15925163787166,693.6305830522712,656.5474573299095,738.4942598134801,19410.003764684723,18453.973782419347,20493.355025472832,535.6402655524082,437.4798851422046,776.5425317368705,0.1376245168232183,0.12720946819574444,0.15121614704626607,0.10585281376503111,0.09578545296974027,0.11688025200327476,3.370260796988003,2.844018783222153,4.0306905109629625,100
AL,Harvest_p50_biomass,14,35.3667447524922,33.47580085736455,37.38448183883693,686.8977833224978,640.5209591945436,736.7521222327024,19298.186936681825,18179.022006821535,20577.29323559173,559.8765800925439,440.68028791101005,862.7577576166341,0.13051205923623974,0.11965864031313328,0.1426947356220839,0.10049807399923281,0.08924290899731979,0.11272582725033595,3.389630686648,2.844715246951095,4.11652842863991,100
AL,Harvest_p50_biomass,15,35.26495834619127,33.4137117492274,37.209224840534816,686.6702374084417,634.6959631845068,734.3734549621681,19262.08865648491,18047.99091301993,20679.239946062335,592.3750817358466,460.4244278349971,1012.8711503910718,0.12272047467860121,0.10900326180461023,0.13626036768547542,0.09460452256828239,0.08277569505328757,0.10612564937407554,3.503499818756583,2.853011256997843,4.317654038908657,100
AL,Harvest_p50_biomass,16,35.157063177367796,33.32079963490906,36.88207268739098,682.0644974610628,638.3385070247085,723.6691967322904,19155.9497942994,18106.967574297778,20224.8690303489,630.118546907678,465.65240683498047,1255.9902746781286,0.11767304111506802,0.10348865344817229,0.13449479121276925,0.09053469850101939,0.07896284479945441,0.10381457128670052,3.457857333873316,2.705014649566812,4.522687189081381,100
AL,No_harvest,1,53.14981340774311,51.326570554750575,54.852672288017914,1192.87719824233,1151.2379214759148,1237.2205090919642,29681.46801802999,28710.984567481548,30575.36120614268,408.02925981981133,394.06542232401296,424.42929052017564,0.45649709450485143,0.44161510388754044,0.47130125445877347,0.34478847680316493,0.327969693896496,0.35860787414615736,0.8516589748088286,0.7921874691672417,0.9174263053014182,100
AL,No_harvest,2,47.87640058120939,46.049013520444554,49.59454112477012,1085.8422278426076,1039.20469751463,1137.1656975943233,27330.702186213133,26380.321097321044,28371.314571155453,397.7431337753933,376.81937566567626,417.48235097909026,0.31722821508589755,0.30169886575799443,0.333158620945282,0.23616597018127022,0.21984161263811525,0.25442100205302925,1.9010308513496796,1.6715715767794905,2.14122745343639,100
AL,No_harvest,3,44.22391457361273,42.65822889988962,46.03551323569714,1000.6141578695867,958.2628210668574,1056.2875913832877,25584.1497616962,24765.85841829708,26701.304378750385,403.67038358093924,380.67449482235514,425.7812022543186,0.26701230528615866,0.2501226695822594,0.28304572907679026,0.20012348481920694,0.1850677917719892,0.21355294082465365,2.337813933391379,2.0500803063724864,2.616149556485591,100
AL,No_harvest,4,41.800953028441775,39.86802240432959,43.42123877324076,924.0274141589064,874.4655667164186,993.8744797295772,24089.123823639886,22841.239249105718,25389.220014390718,416.78094872937334,391.7660552273908,445.83755696155106,0.23939740128774814,0.22511529833622645,0.25384030899406945,0.17912688569727633,0.1653462005993102,0.1951436983214136,2.5867707666827195,2.2473767528261765,2.977687639548781,100
AL,No_harvest,5,40.04237994282649,38.270672353046336,41.57713459590714,858.8479651272061,814.1975769647726,899.8743250880186,22807.574591229768,21651.083113902027,23810.20335081304,432.5170572397957,400.8334627632543,467.7322486693907,0.21882853041420552,0.20274334950817857,0.23524924338326336,0.16472516338362705,0.1521270440643394,0.17865457973471327,2.7670612145820397,2.3014618688531194,3.2985063521677365,100
AL,No_harvest,6,38.854460817109235,37.32884172198669,40.676265889488334,810.7663610080672,765.2999473140111,858.9277440132986,21921.50620560583,20902.812247624166,23098.857388218818,445.4120321390831,401.1936691462692,494.0592940708859,0.20243056010240063,0.18650203090557127,0.22147024840287366,0.15196903436430578,0.13862403371926268,0.16617712014134275,2.9285299540404006,2.533017277177911,3.442914221215362,100
