state,scenario,cycle,mean_ba_mean,mean_ba_lo,mean_ba_hi,mean_vol_mean,mean_vol_lo,mean_vol_hi,mean_carbon_mean,mean_carbon_lo,mean_carbon_hi,total_tpa_mean,total_tpa_lo,total_tpa_hi,harvest_rate_mean,harvest_rate_lo,harvest_rate_hi,plant_rate_mean,plant_rate_lo,plant_rate_hi,gr_ratio_mean,gr_ratio_lo,gr_ratio_hi,n_sims
KS,Harvest_m25_mill,12,36.65371169036334,34.06176940918379,39.77687784833938,610.2770191197551,549.8425567364113,675.7693088904866,18754.86734203864,17382.008941479075,20653.127608766263,226.03788698734843,177.2127715503187,339.66073134328906,0.03628169014084507,0.01823943661971831,0.05352112676056338,0.030056338028169014,0.016901408450704224,0.046549295774647864,7.0843392732302215,2.721986018063883,15.985145492149563,100
KS,Harvest_m25_mill,13,36.36043183826556,33.67600813848462,39.684203272556296,606.8992864170308,547.1049046351284,670.2257105105255,18583.736514949447,17137.65707530133,20232.21517297609,228.92690559688768,176.8826578369339,348.8095413668033,0.03352112676056338,0.01971830985915493,0.05218309859154927,0.02864788732394366,0.015422535211267605,0.04507042253521127,8.74546302080218,2.7063854270808814,21.23215111468427,100
KS,Harvest_m25_mill,14,36.0651481004328,33.04260558092058,38.820703206768314,602.3011845726912,539.7887508748531,657.9830055200462,18417.53428621277,16507.562215037477,20014.032621787548,230.56576772704915,177.89549411487172,368.9587026685323,0.03292957746478873,0.015422535211267605,0.05218309859154927,0.027943661971830985,0.012605633802816901,0.04225352112676056,7.437361063807367,2.738462481602861,14.028365599696833,100
KS,Harvest_m25_mill,15,35.75109260758555,32.48316536932671,38.2856529108277,596.3864284496376,532.2528710905758,652.2418463391459,18231.55687600872,16297.170728351324,19966.506088000497,231.5295174985011,173.4080279698775,381.7214807316361,0.03143661971830986,0.015422535211267605,0.04788732394366197,0.026647887323943662,0.014084507042253521,0.04225352112676056,7.941088524292561,3.268037689985432,21.12009167056491,100
KS,Harvest_m25_mill,16,35.48825096235506,32.36331079252067,37.787235866136854,591.7008211264373,526.4455884632454,651.4537090318629,18072.94667118296,16387.991429827747,19656.54794835784,232.35767829764782,176.4480259960019,401.6823448519829,0.02963380281690141,0.014084507042253521,0.04507042253521127,0.025380281690140845,0.011267605633802818,0.040915492957746456,8.025391990249025,2.922422398073645,17.03371376629316,100
KS,Harvest_p25_pulp,1,42.08650523917925,40.21927919040901,44.25660071327661,656.1309468520016,613.7116790737236,702.7118489350455,21057.790100454702,19950.00847337306,22051.77204514289,198.90533681891455,186.3718045630327,216.07727648094559,0.2532112676056338,0.22669014084507044,0.283169014084507,0.18661971830985916,0.15908450704225352,0.21140845070422531,0.7382120199520905,0.5832219783102134,0.9248487228794767,100
KS,Harvest_p25_pulp,2,41.50322846409922,39.35781857093936,43.91326484198814,652.5266400549918,607.2580590664703,708.1314078113462,20937.882930466094,19560.446694310893,22368.09278553039,199.5627038502866,182.22798350812806,223.17915837752793,0.14143661971830987,0.11267605633802817,0.17330985915492952,0.10185915492957746,0.0745774647887324,0.1338732394366197,2.6200484893787515,1.7680853503795055,3.5035568891325184,100
KS,Harvest_p25_pulp,3,41.042284768539425,38.065184060391246,43.73572703046189,655.5337965932001,609.0680473819589,711.4973881576232,20821.891530264435,19130.702927889935,22300.294463636506,201.90469476725832,181.6048139971906,231.6937741112607,0.10453521126760563,0.07323943661971831,0.13950704225352112,0.0760281690140845,0.05070422535211268,0.10704225352112676,3.283091536033862,2.098097603342601,5.630023046057367,100
KS,Harvest_p25_pulp,4,40.609970960388694,37.54657605625663,43.68928594428981,655.0156162203365,595.3052614159419,723.9903413395464,20723.35285484698,19069.558456256404,22520.191208907585,202.6363318038942,175.11984240704686,240.0152065538541,0.08566197183098591,0.06330985915492958,0.11267605633802817,0.06436619718309859,0.04507042253521127,0.08732394366197183,3.9735253788565874,2.180165745930289,6.68406415795895,100
KS,Harvest_p25_pulp,5,40.10108326404336,37.202804193675966,43.670059630634256,651.5483439120104,595.9551413832098,714.308112180199,20544.139352798127,18788.83284345868,22392.35696334064,205.24843393694525,173.2620998623564,248.55520639401226,0.0723943661971831,0.04640845070422535,0.10450704225352103,0.056535211267605634,0.03514084507042253,0.0889436619718309,4.431333745724093,2.4116416318900207,7.5783278405331505,100
KS,Harvest_p25_pulp,6,39.713203127535515,36.59596334170129,43.764082509635074,649.9345033372197,589.5360259596,715.8379321717465,20424.37402020782,18600.33632443419,22621.602860069946,207.42499911073105,175.75951645962348,256.91833565018334,0.060197183098591546,0.036619718309859155,0.08169014084507042,0.04574647887323944,0.023873239436619717,0.0690845070422535,5.521393868594547,2.6832336745582417,12.657799746196538,100
KS,Harvest_p25_pulp,7,39.12817226425869,36.51574028339327,42.83160226473039,643.7922373274778,577.8911575933478,704.4366725461571,20147.326022777972,18410.028285096236,21894.330858029956,209.09773318389253,175.09069045568918,263.3175281084682,0.05509859154929577,0.03514084507042253,0.08035211267605633,0.04323943661971831,0.023873239436619717,0.06492957746478868,5.568238776592214,2.791038706756325,9.986722383259924,100
KS,Harvest_p25_pulp,8,38.69283608599153,36.07052188598989,42.09471624930656,640.1889721792757,586.3235329046686,705.8351066712241,19955.598809917254,18515.182330842785,21772.06807573294,212.5757027409233,177.74739299978114,292.5686308969359,0.0503943661971831,0.030985915492957747,0.07605633802816901,0.039859154929577464,0.022535211267605635,0.06063380281690138,5.993389610909861,2.822288514461822,12.682196061520859,100
KS,Harvest_p25_pulp,9,38.16877401980997,35.46290088909649,41.22727155411745,634.5014672906705,568.0392786374297,693.3858335627478,19670.308151780286,18112.303220649846,21532.852951207147,216.17804345931518,176.21659022565225,305.385664638299,0.04340845070422535,0.021056338028169017,0.06492957746478868,0.03422535211267606,0.015422535211267605,0.05218309859154927,6.454776021522741,2.681912235899908,14.22178707194028,100
KS,Harvest_p25_pulp,10,37.628919527198846,35.13847868844043,41.00718901103805,627.0257841785514,569.1448282062777,701.5343779582503,19361.89306365455,17909.887606097192,21433.305090801012,222.8626989001731,175.83438925408524,365.7106324034998,0.040704225352112676,0.02535211267605634,0.059154929577464786,0.032535211267605633,0.01971830985915493,0.04788732394366197,6.388840976219325,2.9285760784036623,14.587563534930752,100
KS,Harvest_p25_pulp,11,37.08114873776444,34.33976305829393,40.161240000745636,617.9698266914409,553.1233395877782,680.0624361033758,19043.043568369154,17640.115746329328,20918.92668765052,224.87683606760302,175.70850254747455,346.7701701900468,0.039070422535211265,0.02535211267605634,0.05781690140845068,0.032647887323943664,0.01971830985915493,0.049366197183098565,6.473237086384051,2.8189264453883123,14.14610086012042,100
KS,Harvest_p25_pulp,12,36.65371169036334,34.06176940918379,39.77687784833938,610.2770191197551,549.8425567364113,675.7693088904866,18754.86734203864,17382.008941479075,20653.127608766263,226.03788698734843,177.2127715503187,339.66073134328906,0.03628169014084507,0.01823943661971831,0.05352112676056338,0.030056338028169014,0.016901408450704224,0.046549295774647864,7.0843392732302215,2.721986018063883,15.985145492149563,100
KS,Harvest_p25_pulp,13,36.36043183826556,33.67600813848462,39.684203272556296,606.8992864170308,547.1049046351284,670.2257105105255,18583.736514949447,17137.65707530133,20232.21517297609,228.92690559688768,176.8826578369339,348.8095413668033,0.03352112676056338,0.01971830985915493,0.05218309859154927,0.02864788732394366,0.015422535211267605,0.04507042253521127,8.74546302080218,2.7063854270808814,21.23215111468427,100
KS,Harvest_p25_pulp,14,36.0651481004328,33.04260558092058,38.820703206768314,602.3011845726912,539.7887508748531,657.9830055200462,18417.53428621277,16507.562215037477,20014.032621787548,230.56576772704915,177.89549411487172,368.9587026685323,0.03292957746478873,0.015422535211267605,0.05218309859154927,0.027943661971830985,0.012605633802816901,0.04225352112676056,7.437361063807367,2.738462481602861,14.028365599696833,100
KS,Harvest_p25_pulp,15,35.75109260758555,32.48316536932671,38.2856529108277,596.3864284496376,532.2528710905758,652.2418463391459,18231.55687600872,16297.170728351324,19966.506088000497,231.5295174985011,173.4080279698775,381.7214807316361,0.03143661971830986,0.015422535211267605,0.04788732394366197,0.026647887323943662,0.014084507042253521,0.04225352112676056,7.941088524292561,3.268037689985432,21.12009167056491,100
KS,Harvest_p25_pulp,16,35.48825096235506,32.36331079252067,37.787235866136854,591.7008211264373,526.4455884632454,651.4537090318629,18072.94667118296,16387.991429827747,19656.54794835784,232.35767829764782,176.4480259960019,401.6823448519829,0.02963380281690141,0.014084507042253521,0.04507042253521127,0.025380281690140845,0.011267605633802818,0.040915492957746456,8.025391990249025,2.922422398073645,17.03371376629316,100
KS,Harvest_p50_biomass,1,42.08650523917925,40.21927919040901,44.25660071327661,656.1309468520016,613.7116790737236,702.7118489350455,21057.790100454702,19950.00847337306,22051.77204514289,198.90533681891455,186.3718045630327,216.07727648094559,0.2532112676056338,0.22669014084507044,0.283169014084507,0.18661971830985916,0.15908450704225352,0.21140845070422531,0.7382120199520905,0.5832219783102134,0.9248487228794767,100
KS,Harvest_p50_biomass,2,41.50322846409922,39.35781857093936,43.91326484198814,652.5266400549918,607.2580590664703,708.1314078113462,20937.882930466094,19560.446694310893,22368.09278553039,199.5627038502866,182.22798350812806,223.17915837752793,0.14143661971830987,0.11267605633802817,0.17330985915492952,0.10185915492957746,0.0745774647887324,0.1338732394366197,2.6200484893787515,1.7680853503795055,3.5035568891325184,100
KS,Harvest_p50_biomass,3,41.042284768539425,38.065184060391246,43.73572703046189,655.5337965932001,609.0680473819589,711.4973881576232,20821.891530264435,19130.702927889935,22300.294463636506,201.90469476725832,181.6048139971906,231.6937741112607,0.10453521126760563,0.07323943661971831,0.13950704225352112,0.0760281690140845,0.05070422535211268,0.10704225352112676,3.283091536033862,2.098097603342601,5.630023046057367,100
KS,Harvest_p50_biomass,4,40.609970960388694,37.54657605625663,43.68928594428981,655.0156162203365,595.3052614159419,723.9903413395464,20723.35285484698,19069.558456256404,22520.191208907585,202.6363318038942,175.11984240704686,240.0152065538541,0.08566197183098591,0.06330985915492958,0.11267605633802817,0.06436619718309859,0.04507042253521127,0.08732394366197183,3.9735253788565874,2.180165745930289,6.68406415795895,100
KS,Harvest_p50_biomass,5,40.10108326404336,37.202804193675966,43.670059630634256,651.5483439120104,595.9551413832098,714.308112180199,20544.139352798127,18788.83284345868,22392.35696334064,205.24843393694525,173.2620998623564,248.55520639401226,0.0723943661971831,0.04640845070422535,0.10450704225352103,0.056535211267605634,0.03514084507042253,0.0889436619718309,4.431333745724093,2.4116416318900207,7.5783278405331505,100
KS,Harvest_p50_biomass,6,39.713203127535515,36.59596334170129,43.764082509635074,649.9345033372197,589.5360259596,715.8379321717465,20424.37402020782,18600.33632443419,22621.602860069946,207.42499911073105,175.75951645962348,256.91833565018334,0.060197183098591546,0.036619718309859155,0.08169014084507042,0.04574647887323944,0.023873239436619717,0.0690845070422535,5.521393868594547,2.6832336745582417,12.657799746196538,100
KS,Harvest_p50_biomass,7,39.12817226425869,36.51574028339327,42.83160226473039,643.7922373274778,577.8911575933478,704.4366725461571,20147.326022777972,18410.028285096236,21894.330858029956,209.09773318389253,175.09069045568918,263.3175281084682,0.05509859154929577,0.03514084507042253,0.08035211267605633,0.04323943661971831,0.023873239436619717,0.06492957746478868,5.568238776592214,2.791038706756325,9.986722383259924,100
KS,Harvest_p50_biomass,8,38.69283608599153,36.07052188598989,42.09471624930656,640.1889721792757,586.3235329046686,705.8351066712241,19955.598809917254,18515.182330842785,21772.06807573294,212.5757027409233,177.74739299978114,292.5686308969359,0.0503943661971831,0.030985915492957747,0.07605633802816901,0.039859154929577464,0.022535211267605635,0.06063380281690138,5.993389610909861,2.822288514461822,12.682196061520859,100
KS,Harvest_p50_biomass,9,38.16877401980997,35.46290088909649,41.22727155411745,634.5014672906705,568.0392786374297,693.3858335627478,19670.308151780286,18112.303220649846,21532.852951207147,216.17804345931518,176.21659022565225,305.385664638299,0.04340845070422535,0.021056338028169017,0.06492957746478868,0.03422535211267606,0.015422535211267605,0.05218309859154927,6.454776021522741,2.681912235899908,14.22178707194028,100
KS,Harvest_p50_biomass,10,37.628919527198846,35.13847868844043,41.00718901103805,627.0257841785514,569.1448282062777,701.5343779582503,19361.89306365455,17909.887606097192,21433.305090801012,222.8626989001731,175.83438925408524,365.7106324034998,0.040704225352112676,0.02535211267605634,0.059154929577464786,0.032535211267605633,0.01971830985915493,0.04788732394366197,6.388840976219325,2.9285760784036623,14.587563534930752,100
KS,Harvest_p50_biomass,11,37.08114873776444,34.33976305829393,40.161240000745636,617.9698266914409,553.1233395877782,680.0624361033758,19043.043568369154,17640.115746329328,20918.92668765052,224.87683606760302,175.70850254747455,346.7701701900468,0.039070422535211265,0.02535211267605634,0.05781690140845068,0.032647887323943664,0.01971830985915493,0.049366197183098565,6.473237086384051,2.8189264453883123,14.14610086012042,100
KS,Harvest_p50_biomass,12,36.65371169036334,34.06176940918379,39.77687784833938,610.2770191197551,549.8425567364113,675.7693088904866,18754.86734203864,17382.008941479075,20653.127608766263,226.03788698734843,177.2127715503187,339.66073134328906,0.03628169014084507,0.01823943661971831,0.05352112676056338,0.030056338028169014,0.016901408450704224,0.046549295774647864,7.0843392732302215,2.721986018063883,15.985145492149563,100
KS,Harvest_p50_biomass,13,36.36043183826556,33.67600813848462,39.684203272556296,606.8992864170308,547.1049046351284,670.2257105105255,18583.736514949447,17137.65707530133,20232.21517297609,228.92690559688768,176.8826578369339,348.8095413668033,0.03352112676056338,0.01971830985915493,0.05218309859154927,0.02864788732394366,0.015422535211267605,0.04507042253521127,8.74546302080218,2.7063854270808814,21.23215111468427,100
KS,Harvest_p50_biomass,14,36.0651481004328,33.04260558092058,38.820703206768314,602.3011845726912,539.7887508748531,657.9830055200462,18417.53428621277,16507.562215037477,20014.032621787548,230.56576772704915,177.89549411487172,368.9587026685323,0.03292957746478873,0.015422535211267605,0.05218309859154927,0.027943661971830985,0.012605633802816901,0.04225352112676056,7.437361063807367,2.738462481602861,14.028365599696833,100
KS,Harvest_p50_biomass,15,35.75109260758555,32.48316536932671,38.2856529108277,596.3864284496376,532.2528710905758,652.2418463391459,18231.55687600872,16297.170728351324,19966.506088000497,231.5295174985011,173.4080279698775,381.7214807316361,0.03143661971830986,0.015422535211267605,0.04788732394366197,0.026647887323943662,0.014084507042253521,0.04225352112676056,7.941088524292561,3.268037689985432,21.12009167056491,100
KS,Harvest_p50_biomass,16,35.48825096235506,32.36331079252067,37.787235866136854,591.7008211264373,526.4455884632454,651.4537090318629,18072.94667118296,16387.991429827747,19656.54794835784,232.35767829764782,176.4480259960019,401.6823448519829,0.02963380281690141,0.014084507042253521,0.04507042253521127,0.025380281690140845,0.011267605633802818,0.040915492957746456,8.025391990249025,2.922422398073645,17.03371376629316,100
KS,No_harvest,1,42.08650523917925,40.21927919040901,44.25660071327661,656.1309468520016,613.7116790737236,702.7118489350455,21057.790100454702,19950.00847337306,22051.77204514289,198.90533681891455,186.3718045630327,216.07727648094559,0.2532112676056338,0.22669014084507044,0.283169014084507,0.18661971830985916,0.15908450704225352,0.21140845070422531,0.7382120199520905,0.5832219783102134,0.9248487228794767,100
KS,No_harvest,2,41.50322846409922,39.35781857093936,43.91326484198814,652.5266400549918,607.2580590664703,708.1314078113462,20937.882930466094,19560.446694310893,22368.09278553039,199.5627038502866,182.22798350812806,223.17915837752793,0.14143661971830987,0.11267605633802817,0.17330985915492952,0.10185915492957746,0.0745774647887324,0.1338732394366197,2.6200484893787515,1.7680853503795055,3.5035568891325184,100
KS,No_harvest,3,41.042284768539425,38.065184060391246,43.73572703046189,655.5337965932001,609.0680473819589,711.4973881576232,20821.891530264435,19130.702927889935,22300.294463636506,201.90469476725832,181.6048139971906,231.6937741112607,0.10453521126760563,0.07323943661971831,0.13950704225352112,0.0760281690140845,0.05070422535211268,0.10704225352112676,3.283091536033862,2.098097603342601,5.630023046057367,100
KS,No_harvest,4,40.609970960388694,37.54657605625663,43.68928594428981,655.0156162203365,595.3052614159419,723.9903413395464,20723.35285484698,19069.558456256404,22520.191208907585,202.6363318038942,175.11984240704686,240.0152065538541,0.08566197183098591,0.06330985915492958,0.11267605633802817,0.06436619718309859,0.04507042253521127,0.08732394366197183,3.9735253788565874,2.180165745930289,6.68406415795895,100
KS,No_harvest,5,40.10108326404336,37.202804193675966,43.670059630634256,651.5483439120104,595.9551413832098,714.308112180199,20544.139352798127,18788.83284345868,22392.35696334064,205.24843393694525,173.2620998623564,248.55520639401226,0.0723943661971831,0.04640845070422535,0.10450704225352103,0.056535211267605634,0.03514084507042253,0.0889436619718309,4.431333745724093,2.4116416318900207,7.5783278405331505,100
KS,No_harvest,6,39.713203127535515,36.59596334170129,43.764082509635074,649.9345033372197,589.5360259596,715.8379321717465,20424.37402020782,18600.33632443419,22621.602860069946,207.42499911073105,175.75951645962348,256.91833565018334,0.060197183098591546,0.036619718309859155,0.08169014084507042,0.04574647887323944,0.023873239436619717,0.0690845070422535,5.521393868594547,2.6832336745582417,12.657799746196538,100
KS,No_harvest,7,39.12817226425869,36.51574028339327,42.83160226473039,643.7922373274778,577.8911575933478,704.4366725461571,20147.326022777972,18410.028285096236,21894.330858029956,209.09773318389253,175.09069045568918,263.3175281084682,0.05509859154929577,0.03514084507042253,0.08035211267605633,0.04323943661971831,0.023873239436619717,0.06492957746478868,5.568238776592214,2.791038706756325,9.986722383259924,100
KS,No_harvest,8,38.69283608599153,36.07052188598989,42.09471624930656,640.1889721792757,586.3235329046686,705.8351066712241,19955.598809917254,18515.182330842785,21772.06807573294,212.5757027409233,177.74739299978114,292.5686308969359,0.0503943661971831,0.030985915492957747,0.07605633802816901,0.039859154929577464,0.022535211267605635,0.06063380281690138,5.993389610909861,2.822288514461822,12.682196061520859,100
KS,No_harvest,9,38.16877401980997,35.46290088909649,41.22727155411745,634.5014672906705,568.0392786374297,693.3858335627478,19670.308151780286,18112.303220649846,21532.852951207147,216.17804345931518,176.21659022565225,305.385664638299,0.04340845070422535,0.021056338028169017,0.06492957746478868,0.03422535211267606,0.015422535211267605,0.05218309859154927,6.454776021522741,2.681912235899908,14.22178707194028,100
KS,No_harvest,10,37.628919527198846,35.13847868844043,41.00718901103805,627.0257841785514,569.1448282062777,701.5343779582503,19361.89306365455,17909.887606097192,21433.305090801012,222.8626989001731,175.83438925408524,365.7106324034998,0.040704225352112676,0.02535211267605634,0.059154929577464786,0.032535211267605633,0.01971830985915493,0.04788732394366197,6.388840976219325,2.9285760784036623,14.587563534930752,100
KS,No_harvest,11,37.08114873776444,34.33976305829393,40.161240000745636,617.9698266914409,553.1233395877782,680.0624361033758,19043.043568369154,17640.115746329328,20918.92668765052,224.87683606760302,175.70850254747455,346.7701701900468,0.039070422535211265,0.02535211267605634,0.05781690140845068,0.032647887323943664,0.01971830985915493,0.049366197183098565,6.473237086384051,2.8189264453883123,14.14610086012042,100
KS,No_harvest,12,36.65371169036334,34.06176940918379,39.77687784833938,610.2770191197551,549.8425567364113,675.7693088904866,18754.86734203864,17382.008941479075,20653.127608766263,226.03788698734843,177.2127715503187,339.66073134328906,0.03628169014084507,0.01823943661971831,0.05352112676056338,0.030056338028169014,0.016901408450704224,0.046549295774647864,7.0843392732302215,2.721986018063883,15.985145492149563,100
KS,No_harvest,13,36.36043183826556,33.67600813848462,39.684203272556296,606.8992864170308,547.1049046351284,670.2257105105255,18583.736514949447,17137.65707530133,20232.21517297609,228.92690559688768,176.8826578369339,348.8095413668033,0.03352112676056338,0.01971830985915493,0.05218309859154927,0.02864788732394366,0.015422535211267605,0.04507042253521127,8.74546302080218,2.7063854270808814,21.23215111468427,100
KS,No_harvest,14,36.0651481004328,33.04260558092058,38.820703206768314,602.3011845726912,539.7887508748531,657.9830055200462,18417.53428621277,16507.562215037477,20014.032621787548,230.56576772704915,177.89549411487172,368.9587026685323,0.03292957746478873,0.015422535211267605,0.05218309859154927,0.027943661971830985,0.012605633802816901,0.04225352112676056,7.437361063807367,2.738462481602861,14.028365599696833,100
KS,No_harvest,15,35.75109260758555,32.48316536932671,38.2856529108277,596.3864284496376,532.2528710905758,652.2418463391459,18231.55687600872,16297.170728351324,19966.506088000497,231.5295174985011,173.4080279698775,381.7214807316361,0.03143661971830986,0.015422535211267605,0.04788732394366197,0.026647887323943662,0.014084507042253521,0.04225352112676056,7.941088524292561,3.268037689985432,21.12009167056491,100
KS,No_harvest,16,35.48825096235506,32.36331079252067,37.787235866136854,591.7008211264373,526.4455884632454,651.4537090318629,18072.94667118296,16387.991429827747,19656.54794835784,232.35767829764782,176.4480259960019,401.6823448519829,0.02963380281690141,0.014084507042253521,0.04507042253521127,0.025380281690140845,0.011267605633802818,0.040915492957746456,8.025391990249025,2.922422398073645,17.03371376629316,100
KY,BAU,1,65.25338313099935,63.759846779182126,66.81128374536893,1682.6263433658703,1635.421670416617,1729.4557641484555,44213.82567111253,42923.68573462669,45360.80186062884,381.28533128967234,370.1201221717385,394.2545243306323,0.23060402684563758,0.21810216256524984,0.24662565249813567,0.18085011185682326,0.16927665920954513,0.19651379567486948,1.2803457382490977,1.13095773203086,1.4391265698980003,100
KY,BAU,2,61.86561080848604,60.02197320069668,63.657897492260766,1639.4148810077584,1577.7311204344192,1704.3259336934784,42582.80449471167,40973.30104090509,44124.67306699451,376.3533288191528,363.9383278836415,392.99016024291825,0.13840417598806862,0.12304250559284116,0.15734526472781507,0.10865026099925429,0.09321401938851603,0.12307979120059656,3.1148106006304253,2.590906945402219,3.6868162353211273,100
KY,BAU,3,58.51278012906525,56.55493398242514,60.728145370035406,1589.0644189961458,1519.0825249624024,1677.9382434586405,40878.207459123885,39205.97959900537,43010.86485723892,369.952425288549,350.53726003942336,393.03080037955164,0.10930648769574944,0.09349366144668157,0.12602535421327368,0.08615212527964206,0.07233407904548844,0.09992542878448919,3.327930367411201,2.6239054334132343,4.172195303007843,100
KY,BAU,4,55.14371812321151,52.951641595650166,57.05393788596427,1522.2123936722928,1457.9485467446325,1594.2294408667228,38892.20210217504,37437.8709217233,40675.897533617084,363.0731803688095,342.8569701469627,386.3733992732351,0.0932662192393736,0.077162565249813575,0.10628262490678597,0.07214019388516033,0.05848247576435496,0.08501118568232663,3.178573465837232,2.410940847086628,4.052114336603118,100
KY,BAU,5,51.950837149529946,48.744098470922935,54.37547824681576,1446.9589763442998,1368.8438110680759,1517.4944820347569,36811.41589606894,34607.48876497646,38638.956153652136,356.91018602255355,336.5524659489387,380.00534787823744,0.08039522744220731,0.06487695749440715,0.09733407904548844,0.06012677106636838,0.04623415361670395,0.07574571215510811,3.1748562270378815,2.439751148992217,4.260755588436389,100
KY,BAU,6,48.95357938516804,45.826665553462334,51.442816940405166,1370.4029305729748,1296.9290897546819,1444.70523918151,34782.194974282356,32603.429288779873,36793.310057653995,350.1983406686967,325.53843682138086,380.76592177770283,0.06686800894854586,0.05479120059656972,0.0821029082774049,0.04991051454138702,0.03987695749440716,0.06079418344519015,3.2901274346663616,2.3918550569232613,4.547912919420413,100
KY,BAU,7,46.23179387248919,43.32935803302678,48.333008806051474,1290.2852466032891,1204.119864908153,1364.5166407024499,32780.901801628985,30628.87652319994,34642.756143168415,344.62186922549614,319.75232327744936,377.366271113049,0.05719612229679344,0.04505965697240865,0.06750559284116331,0.04300521998508576,0.03391126025354213,0.05259134973900074,3.4181883690627397,2.4139835954954414,4.788105403139587,100
KY,BAU,8,43.81699828047958,41.30906683468664,45.96963306319459,1216.7326649927768,1137.6496160533227,1273.737652225081,30960.386971842625,28988.678611489988,32710.00609857579,341.14652570647206,310.85289327094785,387.52704129159963,0.04935868754660701,0.03913124533929903,0.06263982102908278,0.03667412378821775,0.02645413870246085,0.04811707680835196,3.859661025492571,2.61569048269104,5.566748432550641,100
KY,BAU,9,41.824810004425096,39.57356410874168,43.963103128588,1152.9024891082465,1085.1826642253188,1218.0776192177145,29404.01378774644,27592.188835710585,31062.523559948633,340.6183525270298,301.8437174322236,413.893338999997,0.04278150633855332,0.03131991051454139,0.05600298284862041,0.030469798657718122,0.02162565249813572,0.0425801640566741,4.136166149887655,2.7029982808175017,6.429108297538695,100
KY,BAU,10,40.07368977510983,38.066922046672104,42.180924396396975,1094.7509820577463,1028.87027797472,1161.6188443475153,27979.605934656705,26100.718567224576,29811.796924374947,340.9309662515401,301.07582039332493,419.39919722532807,0.03540641312453393,0.02609992542878449,0.0447427293064877,0.025495898583146905,0.017897091722595078,0.034340044742729295,4.601649074553216,2.9206233589102726,7.461558409741105,100
KY,BAU,11,38.637455863130064,36.79013642570408,40.79199408360556,1044.3724754163677,977.6736147357275,1110.858653023437,26775.820577952414,25109.289753516263,28597.094605015565,342.4387754224828,296.4739341009948,423.6208759573907,0.03041014168530947,0.02237136465324385,0.03956002982848619,0.021230425055928412,0.015268456375838926,0.027591349739000747,5.243132557792994,3.058872993023129,7.702940865676268,100
KY,BAU,12,37.35162214392411,35.51246106880034,39.54356747514128,999.6973698749498,936.0873479090562,1068.813688120896,25703.69050159555,24100.34013647137,27740.264966227787,348.5927196042811,292.2929766425244,455.8178457192847,0.026547352721849365,0.020134228187919462,0.035085756897837425,0.01871737509321402,0.012285607755406412,0.026920208799403406,5.7347826764203536,3.2804874270403452,9.822781024901577,100
KY,BAU,13,36.33003828729138,34.60822947284156,38.37408558615915,961.39984762927,904.7369265083976,1020.6354906253613,24817.95859967421,23333.47239950067,26664.266203310763,357.93430874391845,289.614306863655,507.30552500082456,0.023818046234153616,0.016014168530947056,0.030965697240865016,0.015719612229679342,0.009694258016405667,0.02162565249813572,6.337396091472925,3.4845164270650884,11.360927333268371,100
KY,BAU,14,35.515290761684895,33.665626055378155,37.50798676795112,932.4545042740403,871.4634481405078,995.5621743815088,24123.174254763315,22613.40064104605,25948.10420864613,367.6031322233712,285.9923663899624,559.144961280861,0.01942580164056674,0.013031319910514542,0.02609992542878449,0.013340790454884415,0.008557046979865772,0.019034302759134966,7.2131582741445825,4.4997130990654455,11.729517616582825,100
KY,BAU,15,34.771667606002445,32.87609364557369,36.786252113005055,906.3583393863287,845.7575628156965,959.3752178598347,23485.325675413944,21971.271308536387,25179.868723233678,377.6272160736724,283.9190970102127,619.9411537318923,0.018105891126025356,0.012285607755406412,0.026845637583892617,0.012311707680835197,0.007457121551081283,0.019388516032811335,7.933526543886468,3.5391154809125775,16.18020647085515,100
KY,BAU,16,34.17125018185885,32.323120539984394,36.19447493686879,885.3481356814741,828.0187077016012,942.5751128727641,22973.221104515622,21492.769921038762,24696.545606341835,387.67466931636795,282.72302400278136,709.9620196113295,0.01540641312453393,0.009694258016405667,0.020879940343027592,0.01028337061894109,0.0048284862043251305,0.014914243102162566,9.469243383328733,4.482601035589204,21.765478866181432,100
KY,Harvest_m25_mill,1,65.30936977537566,63.9831284311037,66.60460212385428,1685.9867737400102,1649.4347948910968,1729.9662214958366,44298.59647457723,43371.43209135534,45517.65555858487,381.6589278886408,370.21991856324394,393.4442527699122,0.2294034302759135,0.21245339299030574,0.2453392990305742,0.17875466070096943,0.16209917971662938,0.19278523489932886,1.2809436392860847,1.143846592332175,1.4265243144703006,100
KY,Harvest_m25_mill,2,61.940789893095754,59.92744948471862,63.682092576311014,1642.5268538872576,1584.630834094648,1685.688718102977,42627.423412776196,41008.9736813362,43777.03709647117,377.3610181564407,364.1112867122906,395.73386804817574,0.1363385533184191,0.11782252050708426,0.1558911260253542,0.10791946308724833,0.09097688292319164,0.12496271439224457,3.1360051928666115,2.532764094064597,4.018540894841534,100
KY,Harvest_m25_mill,3,58.429003526474894,56.15020512378623,60.141790934931294,1589.3159746432855,1536.177290570081,1651.0632848565328,40818.9628776482,39139.69624958046,42289.87295596648,369.1161981834632,351.49039810760905,392.59926297621905,0.11000745712155108,0.09545115585384041,0.1256711409395973,0.08619686800894855,0.07229679343773304,0.09957121551081283,3.2922983341529677,2.67758809056094,4.197081685114837,100
