VARIANT,PROJ_YEAR,param_mean,param_sd,ndraw,param_cv,pred_cv
PN,100,424.793619296869,1.59589501658712,30,0.00375687144083919,0.120058794276067
SN,0,36.2177495736667,0,30,0,0.12
SN,5,57.0534966022523,0,30,0,0.12
SN,10,71.9781061125675,0,30,0,0.12
SN,15,83.2882046015315,0,30,0,0.12
SN,20,94.0262434655406,0,30,0,0.12
SN,25,104.542884161306,0,30,0,0.12
SN,30,114.440313799009,0,30,0,0.12
SN,35,123.352069966261,0,30,0,0.12
SN,40,131.862855677973,0,30,0,0.12
SN,45,139.78138122036,0,30,0,0.12
SN,50,146.757261815,0,30,0,0.12
SN,55,153.212270287568,0,30,0,0.12
SN,60,159.21822081027,0,30,0,0.12
SN,65,164.515362959144,0,30,0,0.12
SN,70,169.250663394009,0,30,0,0.12
SN,75,173.169919393513,0,30,0,0.12
SN,80,176.721016559009,0,30,0,0.12
SN,85,180.138850718153,0,30,0,0.12
SN,90,183.196369973739,0,30,0,0.12
SN,95,185.957996946622,0,30,0,0.12
SN,100,188.68890960018,0,30,0,0.12
SO,0,14.6074342980252,0,30,0,0.12
SO,5,35.2678331979437,0.32994661728659,30,0.00935545474071903,0.120364133085424
SO,10,45.9172323269836,0.702571036010797,30,0.0153008141041185,0.120971545878561
SO,15,56.9076572251244,1.11944914517458,30,0.0196713271949693,0.121601649304652
SO,20,68.5739068924296,1.55253807821749,30,0.0226403620352699,0.122117099511445
SO,25,80.1161754472019,1.90309624552525,30,0.0237542073732592,0.122328501862533
SO,30,91.2206850890845,2.21289353362577,30,0.0242586813666736,0.122427462693833
SO,35,101.589569246491,2.42331479363989,30,0.023853972525074,0.12234791377554
SO,40,111.214748801047,2.63378277172424,30,0.0236819558567348,0.122314492326953
SO,45,120.340819744275,2.84854326433488,30,0.0236706320464499,0.122312300368681
SO,50,128.762292856885,2.90425866733552,30,0.0225551953362892,0.122101338390118
SO,55,136.503770691134,2.91499256086108,30,0.0213546669524377,0.121885281312591
SO,60,143.532494642932,2.85836049543697,30,0.019914378988171,0.121641203917441
SO,65,149.923049544336,2.82813686903185,30,0.018863923043371,0.121473649787047
SO,70,155.715440057885,2.75246803468597,30,0.0176762691847564,0.121294890627314
SO,75,161.042191593547,2.76240413075555,30,0.0171532944467594,0.12121978184429
SO,80,165.840452776993,2.75048385407208,30,0.0165851202647805,0.121140687690789
SO,85,170.181996685441,2.725651190538,30,0.0160160959656385,0.121064095957392
SO,90,174.140716854871,2.68075714624984,30,0.0153942007054214,0.120983393138723
SO,95,177.737896332387,2.64478670262091,30,0.0148802633382973,0.120919073090299
SO,100,180.963669638352,2.61226256556642,30,0.0144352873192001,0.120865121188819
TT,0,9.65889872183334,0,30,0,0.12
TT,5,20.6397370378889,0.890298560722365,30,0.0431351697498869,0.127517225774997
TT,10,27.2184033534444,1.84963194886727,30,0.0679551965208569,0.137905434027047
TT,15,33.7490354060556,2.8182006910937,30,0.0835046293082509,0.146195154214866
TT,20,40.8333658985556,3.84155666659913,30,0.0940788637444905,0.152482237009608
TT,25,48.1400910247778,4.80918004224997,30,0.0998996873473854,0.156140793939654
TT,30,55.5155265320556,5.74552504949017,30,0.10349402065335,0.158464545911684
TT,35,62.8491210094445,6.61296855575174,30,0.10521974610843,0.159596976697939
TT,40,69.7906030773889,7.37292137153363,30,0.105643468410181,0.159876647505922
TT,45,76.6729646452222,8.11230636209585,30,0.105804000140503,0.159982769215099
TT,50,83.1268787668334,8.7153670450825,30,0.104844151186389,0.159349603193715
TT,55,89.2434167807777,9.17840021638406,30,0.102846804251459,0.158042605473138
TT,60,95.0931166977778,9.45336939646453,30,0.0994117105921448,0.155829035172706
TT,65,100.663752964556,9.57178875480149,30,0.0950867464495566,0.153106137533289
TT,70,105.703446837833,9.60054034612249,30,0.0908252344963861,0.150496588736501
TT,75,110.521290913556,9.62495543758067,30,0.0870868893949931,0.148270449869473
TT,80,114.976507462389,9.60895248285557,30,0.0835731811213595,0.14623432087832
TT,85,118.996185020056,9.49697328442977,30,0.0798090567595016,0.144116222337533
TT,90,122.906967705778,9.36734538864991,30,0.0762149255123927,0.142157359538153
TT,95,126.449473780611,9.27294133458526,30,0.0733331745664181,0.140633404609249
TT,100,129.825967283444,9.20472005788457,30,0.0709004542811395,0.139380322919959
UT,0,2.92273780041667,0,30,0,0.12
UT,5,5.8200859959321,0.0500076528340775,30,0.00859225325347942,0.120307218469932
UT,10,7.17825425831481,0.109949565776991,30,0.0153170341729861,0.120973598507511
