state,dist_mode,scenario,n_models,ens_equal,ens_benchmark,median,min,max,between_sd,lo90,hi90
UT,nodisturb,reserve,4,207.2,204.6,199.3,92.6,337.4,103.7,28.7,370
UT,disturbed,reserve,4,202.3,199.7,194.4,89.7,330.7,102.1,26.5,362.4
UT,nodisturb,conservation,4,204.4,201.8,196.5,90.8,333.7,102.9,27.2,365.8
UT,disturbed,conservation,4,199.6,196.9,191.7,87.9,327.1,101.4,24.9,358.4
UT,nodisturb,BAU,4,200.1,197.5,192.1,88,328.1,101.7,24.8,359.5
UT,disturbed,BAU,4,195.3,192.7,187.3,85.2,321.5,100.1,22.6,352
UT,nodisturb,intensive,4,190.4,187.7,182.2,81.8,315.2,98.9,19.5,345
UT,disturbed,intensive,4,185.8,183,177.6,79,308.8,97.4,17.4,337.8
VA,nodisturb,reserve,4,686.8,736.8,765.5,337.1,879.1,239.5,371.6,1159.4
VA,disturbed,reserve,4,673.2,722.5,750.5,328.3,863.7,236.3,361.8,1139.2
VA,nodisturb,conservation,4,520.4,562.2,581.5,228.1,690.5,201.7,249.7,913.4
VA,disturbed,conservation,4,508.6,549.7,568.4,220.6,676.9,198.8,241.3,895.4
VA,nodisturb,BAU,4,343.8,375.8,384.6,119.7,486,156.9,126.5,642.8
VA,disturbed,BAU,4,333.9,365.3,373.6,113.6,474.5,154.4,119.6,627.7
VA,nodisturb,intensive,4,184.6,204,200.9,48.5,288,99.6,37,364.7
VA,disturbed,intensive,4,178.1,196.7,192.7,47.7,279.4,96.1,34.5,350.8
VT,nodisturb,reserve,5,204.9,219.4,197.4,75,294.4,87.6,53.3,341.5
VT,disturbed,reserve,5,202.6,217,195.1,73.8,291.4,87,52.1,338.1
VT,nodisturb,conservation,5,182.8,196.1,175.5,63.1,265.4,81.2,41.9,309.1
VT,disturbed,conservation,5,180.7,193.9,173.4,62,262.5,80.6,40.8,306
VT,nodisturb,BAU,5,155.8,167.7,149,48.9,229.7,73.2,28.6,269.4
VT,disturbed,BAU,5,153.8,165.6,147,47.9,227,72.6,27.6,266.4
VT,nodisturb,intensive,5,107,116.1,101,25.1,163.7,57.4,6.6,195.4
VT,disturbed,intensive,5,105.3,114.3,99.4,24.3,161.5,56.8,5.9,192.9
WA,nodisturb,reserve,5,1271.7,1241.3,1178.1,514.6,2271.7,643,120.4,2235.8
WA,disturbed,reserve,5,985.8,960.6,904.2,371.3,1801.4,524.3,41.7,1766.7
WA,nodisturb,conservation,5,1047,1020.2,961.1,389.9,1918.3,560.1,39.7,1882.5
WA,disturbed,conservation,5,784.7,762.8,709.8,260.6,1484.4,449.6,0,1449.4
WA,nodisturb,BAU,5,807.3,784.7,730.6,264.1,1531.5,465.5,0,1496.3
WA,disturbed,BAU,5,573.4,555.2,506.5,151.3,1141.8,365.1,0,1107.1
WA,nodisturb,intensive,5,475.2,459.2,414.4,112.6,965.4,315,0,932.5
WA,disturbed,intensive,5,297,282.4,238.4,55.5,654.8,225.8,0,609.8
WI,nodisturb,reserve,5,662.4,710.1,624.5,233.5,1236.6,361.4,30,1219
WI,disturbed,reserve,5,647.9,694.7,610.6,226.4,1213,355.5,25.8,1195.4
WI,nodisturb,conservation,5,536.4,577.1,503.5,170.6,1034.2,312,0,1016.7
WI,disturbed,conservation,5,523.3,563.2,490.9,164.4,1012.7,306.6,0,995.2
WI,nodisturb,BAU,5,404.9,437.7,377.7,109.1,816.9,256.9,0,800.2
WI,disturbed,BAU,5,393.4,425.6,366.7,103.8,797.9,252,0,781.3
WI,nodisturb,intensive,5,233,254.4,215.1,40.5,515.2,174.4,0,502
WI,disturbed,intensive,5,224.3,245.1,206.8,36.6,500.6,170.6,0,487.5
WV,nodisturb,reserve,4,596.5,645.3,587.6,254.9,955.9,297.8,97.7,1077.5
WV,disturbed,reserve,4,581.7,629.7,573,245.6,935.3,293.1,90.7,1055.2
WV,nodisturb,conservation,4,543.8,589.9,535.4,220.7,883.6,282.1,71.3,999.5
WV,disturbed,conservation,4,529.6,575,521.4,211.9,863.8,277.6,64.8,978
WV,nodisturb,BAU,4,472.6,515.1,465,175.5,784.9,260,37.3,892.8
WV,disturbed,BAU,4,459.4,501.1,452,167.3,766.3,255.7,31.3,872.6
WV,nodisturb,intensive,4,347,382.4,340.9,99.5,606.8,217.8,0,699.1
WV,disturbed,intensive,4,335.5,370.2,329.5,92.6,590.5,213.9,0,681.3
WY,nodisturb,reserve,4,184.1,190.6,203.6,85.5,243.8,72.3,84.7,322.4
WY,disturbed,reserve,4,172.5,178.6,190.9,78.9,229.1,68.6,78.1,303.8
WY,nodisturb,conservation,4,184,190.5,203.4,85.4,243.7,72.3,84.6,322.3
WY,disturbed,conservation,4,172.4,178.6,190.9,78.9,229,68.6,78.1,303.7
WY,nodisturb,BAU,4,183.8,190.3,203.3,85.3,243.5,72.2,84.5,322.1
WY,disturbed,BAU,4,172.3,178.5,190.8,78.8,228.9,68.6,78,303.6
WY,nodisturb,intensive,4,183.6,190.1,203,85.2,243.2,72.1,84.3,321.7
WY,disturbed,intensive,4,172.1,178.2,190.4,78.7,228.6,68.5,77.8,303.1
