model,dom,scenario,year,forest_TgC,hwp_TgC,total_TgC,forest_TgC_se
LANDIS,01,reserve,2025,558.05,0,558.05,5.692
LANDIS,01,reserve,2026,571.311,0,571.311,5.827
LANDIS,01,reserve,2027,584.495,0,584.495,5.962
LANDIS,01,reserve,2028,597.606,0,597.606,6.096
LANDIS,01,reserve,2029,610.644,0,610.644,6.229
LANDIS,01,reserve,2030,623.61,0,623.61,6.361
LANDIS,01,reserve,2031,636.506,0,636.506,6.492
LANDIS,01,reserve,2032,649.332,0,649.332,6.623
LANDIS,01,reserve,2033,662.091,0,662.091,6.753
LANDIS,01,reserve,2034,674.783,0,674.783,6.883
LANDIS,01,reserve,2035,687.361,0,687.361,7.011
LANDIS,01,reserve,2036,699.828,0,699.828,7.138
LANDIS,01,reserve,2037,712.184,0,712.184,7.264
LANDIS,01,reserve,2038,724.431,0,724.431,7.389
LANDIS,01,reserve,2039,736.571,0,736.571,7.513
LANDIS,01,reserve,2040,748.603,0,748.603,7.636
LANDIS,01,reserve,2041,760.53,0,760.53,7.757
LANDIS,01,reserve,2042,772.353,0,772.353,7.878
LANDIS,01,reserve,2043,784.072,0,784.072,7.998
LANDIS,01,reserve,2044,795.69,0,795.69,8.116
LANDIS,01,reserve,2045,807.182,0,807.182,8.233
LANDIS,01,reserve,2046,818.55,0,818.55,8.349
LANDIS,01,reserve,2047,829.796,0,829.796,8.464
LANDIS,01,reserve,2048,840.919,0,840.919,8.577
LANDIS,01,reserve,2049,851.922,0,851.922,8.69
LANDIS,01,reserve,2050,862.805,0,862.805,8.801
LANDIS,01,reserve,2051,873.569,0,873.569,8.91
LANDIS,01,reserve,2052,884.215,0,884.215,9.019
LANDIS,01,reserve,2053,894.744,0,894.744,9.126
LANDIS,01,reserve,2054,905.156,0,905.156,9.233
LANDIS,01,reserve,2055,915.445,0,915.445,9.338
LANDIS,01,reserve,2056,925.61,0,925.61,9.441
LANDIS,01,reserve,2057,935.653,0,935.653,9.544
LANDIS,01,reserve,2058,945.575,0,945.575,9.645
LANDIS,01,reserve,2059,955.376,0,955.376,9.745
LANDIS,01,reserve,2060,965.056,0,965.056,9.844
LANDIS,01,reserve,2061,974.617,0,974.617,9.941
LANDIS,01,reserve,2062,984.06,0,984.06,10.037
LANDIS,01,reserve,2063,993.384,0,993.384,10.133
LANDIS,01,reserve,2064,1002.591,0,1002.591,10.226
LANDIS,01,reserve,2065,1011.68,0,1011.68,10.319
LANDIS,01,reserve,2066,1020.653,0,1020.653,10.411
LANDIS,01,reserve,2067,1029.508,0,1029.508,10.501
LANDIS,01,reserve,2068,1038.247,0,1038.247,10.59
LANDIS,01,reserve,2069,1046.871,0,1046.871,10.678
LANDIS,01,reserve,2070,1055.38,0,1055.38,10.765
LANDIS,01,reserve,2071,1063.775,0,1063.775,10.85
LANDIS,01,reserve,2072,1072.055,0,1072.055,10.935
LANDIS,01,reserve,2073,1080.222,0,1080.222,11.018
LANDIS,01,reserve,2074,1088.276,0,1088.276,11.1
LANDIS,01,reserve,2075,1096.223,0,1096.223,11.181
LANDIS,01,reserve,2076,1104.062,0,1104.062,11.261
LANDIS,01,reserve,2077,1111.794,0,1111.794,11.34
LANDIS,01,reserve,2078,1119.419,0,1119.419,11.418
LANDIS,01,reserve,2079,1126.938,0,1126.938,11.495
LANDIS,01,reserve,2080,1134.352,0,1134.352,11.57
LANDIS,01,reserve,2081,1141.66,0,1141.66,11.645
LANDIS,01,reserve,2082,1148.862,0,1148.862,11.718
LANDIS,01,reserve,2083,1155.961,0,1155.961,11.791
LANDIS,01,reserve,2084,1162.955,0,1162.955,11.862
LANDIS,01,reserve,2085,1169.851,0,1169.851,11.932
LANDIS,01,reserve,2086,1176.65,0,1176.65,12.002
LANDIS,01,reserve,2087,1183.352,0,1183.352,12.07
LANDIS,01,reserve,2088,1189.957,0,1189.957,12.138
LANDIS,01,reserve,2089,1196.466,0,1196.466,12.204
LANDIS,01,reserve,2090,1202.879,0,1202.879,12.269
LANDIS,01,reserve,2091,1209.195,0,1209.195,12.334
LANDIS,01,reserve,2092,1215.416,0,1215.416,12.397
LANDIS,01,reserve,2093,1221.542,0,1221.542,12.46
LANDIS,01,reserve,2094,1227.573,0,1227.573,12.521
LANDIS,01,reserve,2095,1233.517,0,1233.517,12.582
LANDIS,01,reserve,2096,1239.376,0,1239.376,12.642
LANDIS,01,reserve,2097,1245.149,0,1245.149,12.701
LANDIS,01,reserve,2098,1250.837,0,1250.837,12.759
LANDIS,01,reserve,2099,1256.44,0,1256.44,12.816
LANDIS,01,reserve,2100,1261.958,0,1261.958,12.872
LANDIS,01,BAU,2025,558.05,0,558.05,5.692
LANDIS,01,BAU,2026,565.572,2.87,568.441,5.769
LANDIS,01,BAU,2027,572.94,5.574,578.514,5.844
LANDIS,01,BAU,2028,580.158,8.141,588.299,5.918
LANDIS,01,BAU,2029,587.23,10.593,597.822,5.99
LANDIS,01,BAU,2030,594.157,12.947,607.104,6.06
LANDIS,01,BAU,2031,600.942,15.22,616.163,6.13
LANDIS,01,BAU,2032,607.588,17.424,625.012,6.197
LANDIS,01,BAU,2033,614.099,19.57,633.668,6.264
LANDIS,01,BAU,2034,620.475,21.665,642.14,6.329
LANDIS,01,BAU,2035,626.672,23.717,650.389,6.392
LANDIS,01,BAU,2036,632.694,25.731,658.425,6.453
LANDIS,01,BAU,2037,638.544,27.712,666.256,6.513
LANDIS,01,BAU,2038,644.224,29.663,673.887,6.571
LANDIS,01,BAU,2039,649.739,31.589,681.327,6.627
LANDIS,01,BAU,2040,655.089,33.49,688.578,6.682
LANDIS,01,BAU,2041,660.279,35.369,695.647,6.735
LANDIS,01,BAU,2042,665.311,37.227,702.538,6.786
LANDIS,01,BAU,2043,670.188,39.066,709.254,6.836
LANDIS,01,BAU,2044,674.914,40.887,715.801,6.884
LANDIS,01,BAU,2045,679.465,42.691,722.156,6.931
LANDIS,01,BAU,2046,683.845,44.477,728.323,6.975
LANDIS,01,BAU,2047,688.058,46.248,734.306,7.018
LANDIS,01,BAU,2048,692.105,48.001,740.107,7.059
LANDIS,01,BAU,2049,695.991,49.739,745.73,7.099
LANDIS,01,BAU,2050,699.716,51.461,751.177,7.137
LANDIS,01,BAU,2051,703.284,53.167,756.451,7.173
LANDIS,01,BAU,2052,706.697,54.857,761.554,7.208
LANDIS,01,BAU,2053,709.959,56.531,766.489,7.242
LANDIS,01,BAU,2054,713.069,58.189,771.258,7.273
LANDIS,01,BAU,2055,716.025,59.831,775.856,7.303
LANDIS,01,BAU,2056,718.826,61.457,780.283,7.332
LANDIS,01,BAU,2057,721.477,63.066,784.543,7.359
LANDIS,01,BAU,2058,723.979,64.659,788.638,7.385
LANDIS,01,BAU,2059,726.335,66.236,792.571,7.409
LANDIS,01,BAU,2060,728.545,67.796,796.341,7.431
LANDIS,01,BAU,2061,730.613,69.339,799.952,7.452
LANDIS,01,BAU,2062,732.543,70.864,803.407,7.472
LANDIS,01,BAU,2063,734.333,72.373,806.706,7.49
LANDIS,01,BAU,2064,735.988,73.865,809.853,7.507
LANDIS,01,BAU,2065,737.508,75.339,812.847,7.523
LANDIS,01,BAU,2066,738.897,76.795,815.692,7.537
LANDIS,01,BAU,2067,740.153,78.234,818.386,7.55
LANDIS,01,BAU,2068,741.28,79.655,820.935,7.561
LANDIS,01,BAU,2069,742.28,81.058,823.338,7.571
LANDIS,01,BAU,2070,743.156,82.443,825.599,7.58
LANDIS,01,BAU,2071,743.908,83.81,827.718,7.588
LANDIS,01,BAU,2072,744.538,85.158,829.696,7.594
LANDIS,01,BAU,2073,745.048,86.489,831.536,7.599
LANDIS,01,BAU,2074,745.44,87.801,833.24,7.603
LANDIS,01,BAU,2075,745.72,89.094,834.814,7.606
LANDIS,01,BAU,2076,745.89,90.369,836.259,7.608
LANDIS,01,BAU,2077,745.951,91.625,837.577,7.609
LANDIS,01,BAU,2078,745.905,92.863,838.768,7.608
LANDIS,01,BAU,2079,745.753,94.082,839.835,7.607
LANDIS,01,BAU,2080,745.498,95.283,840.78,7.604
LANDIS,01,BAU,2081,745.139,96.464,841.603,7.6
LANDIS,01,BAU,2082,744.678,97.627,842.305,7.596
LANDIS,01,BAU,2083,744.118,98.771,842.89,7.59
LANDIS,01,BAU,2084,743.46,99.897,843.356,7.583
LANDIS,01,BAU,2085,742.71,101.003,843.713,7.576
LANDIS,01,BAU,2086,741.871,102.091,843.962,7.567
LANDIS,01,BAU,2087,740.943,103.16,844.103,7.558
LANDIS,01,BAU,2088,739.928,104.21,844.138,7.547
LANDIS,01,BAU,2089,738.828,105.241,844.069,7.536
LANDIS,01,BAU,2090,737.643,106.254,843.897,7.524
LANDIS,01,BAU,2091,736.373,107.248,843.621,7.511
LANDIS,01,BAU,2092,735.021,108.224,843.244,7.497
LANDIS,01,BAU,2093,733.588,109.181,842.768,7.483
LANDIS,01,BAU,2094,732.074,110.119,842.193,7.467
LANDIS,01,BAU,2095,730.49,111.038,841.528,7.451
LANDIS,01,BAU,2096,728.836,111.94,840.776,7.434
LANDIS,01,BAU,2097,727.114,112.822,839.936,7.417
LANDIS,01,BAU,2098,725.324,113.687,839.011,7.398
LANDIS,01,BAU,2099,723.468,114.533,838.001,7.379
LANDIS,01,BAU,2100,721.546,115.361,836.907,7.36
LANDIS,01,conservation,2025,558.05,0,558.05,5.692
LANDIS,01,conservation,2026,569.223,1.044,570.267,5.806
LANDIS,01,conservation,2027,580.277,2.035,582.312,5.919
LANDIS,01,conservation,2028,591.216,2.982,594.198,6.03
LANDIS,01,conservation,2029,602.042,3.894,605.935,6.141
LANDIS,01,conservation,2030,612.755,4.776,617.53,6.25
LANDIS,01,conservation,2031,623.358,5.633,628.991,6.358
LANDIS,01,conservation,2032,633.851,6.471,640.322,6.465
LANDIS,01,conservation,2033,644.238,7.293,651.531,6.571
LANDIS,01,conservation,2034,654.519,8.101,662.62,6.676
LANDIS,01,conservation,2035,664.648,8.899,673.546,6.779
LANDIS,01,conservation,2036,674.627,9.687,684.314,6.881
LANDIS,01,conservation,2037,684.459,10.468,694.927,6.981
LANDIS,01,conservation,2038,694.144,11.243,705.387,7.08
LANDIS,01,conservation,2039,703.687,12.012,715.699,7.178
LANDIS,01,conservation,2040,713.085,12.777,725.862,7.273
LANDIS,01,conservation,2041,722.344,13.538,735.882,7.368
LANDIS,01,conservation,2042,731.464,14.296,745.76,7.461
LANDIS,01,conservation,2043,740.445,15.051,755.497,7.553
LANDIS,01,conservation,2044,749.293,15.804,765.096,7.643
LANDIS,01,conservation,2045,757.981,16.554,774.535,7.731
LANDIS,01,conservation,2046,766.512,17.302,783.814,7.818
LANDIS,01,conservation,2047,774.89,18.048,792.937,7.904
LANDIS,01,conservation,2048,783.113,18.791,801.904,7.988
LANDIS,01,conservation,2049,791.185,19.533,810.718,8.07
LANDIS,01,conservation,2050,799.108,20.273,819.38,8.151
LANDIS,01,conservation,2051,806.881,21.01,827.891,8.23
LANDIS,01,conservation,2052,814.508,21.745,836.253,8.308
LANDIS,01,conservation,2053,821.989,22.478,844.467,8.384
LANDIS,01,conservation,2054,829.324,23.209,852.534,8.459
LANDIS,01,conservation,2055,836.51,23.938,860.448,8.532
LANDIS,01,conservation,2056,843.545,24.664,868.208,8.604
LANDIS,01,conservation,2057,850.431,25.387,875.818,8.674
LANDIS,01,conservation,2058,857.17,26.108,883.278,8.743
LANDIS,01,conservation,2059,863.764,26.826,890.589,8.81
LANDIS,01,conservation,2060,870.211,27.541,897.752,8.876
LANDIS,01,conservation,2061,876.516,28.253,904.768,8.94
LANDIS,01,conservation,2062,882.679,28.962,911.64,9.003
LANDIS,01,conservation,2063,888.7,29.667,918.367,9.065
LANDIS,01,conservation,2064,894.581,30.37,924.951,9.125
LANDIS,01,conservation,2065,900.322,31.069,931.391,9.183
LANDIS,01,conservation,2066,905.926,31.765,937.691,9.24
LANDIS,01,conservation,2067,911.391,32.457,943.848,9.296
LANDIS,01,conservation,2068,916.719,33.145,949.864,9.351
LANDIS,01,conservation,2069,921.913,33.83,955.742,9.404
LANDIS,01,conservation,2070,926.972,34.51,961.482,9.455
LANDIS,01,conservation,2071,931.898,35.187,967.085,9.505
LANDIS,01,conservation,2072,936.69,35.86,972.55,9.554
LANDIS,01,conservation,2073,941.352,36.528,977.881,9.602
LANDIS,01,conservation,2074,945.883,37.193,983.076,9.648
LANDIS,01,conservation,2075,950.291,37.853,988.144,9.693
LANDIS,01,conservation,2076,954.574,38.509,993.082,9.737
LANDIS,01,conservation,2077,958.733,39.16,997.893,9.779
LANDIS,01,conservation,2078,962.771,39.807,1002.577,9.82
LANDIS,01,conservation,2079,966.687,40.449,1007.135,9.86
LANDIS,01,conservation,2080,970.483,41.086,1011.569,9.899
LANDIS,01,conservation,2081,974.159,41.719,1015.878,9.936
LANDIS,01,conservation,2082,977.716,42.347,1020.063,9.973
LANDIS,01,conservation,2083,981.156,42.97,1024.126,10.008
LANDIS,01,conservation,2084,984.478,43.589,1028.067,10.042
LANDIS,01,conservation,2085,987.69,44.202,1031.892,10.074
LANDIS,01,conservation,2086,990.793,44.81,1035.603,10.106
LANDIS,01,conservation,2087,993.787,45.414,1039.201,10.137
LANDIS,01,conservation,2088,996.673,46.012,1042.685,10.166
LANDIS,01,conservation,2089,999.453,46.605,1046.058,10.194
LANDIS,01,conservation,2090,1002.126,47.193,1049.318,10.222
LANDIS,01,conservation,2091,1004.691,47.776,1052.467,10.248
LANDIS,01,conservation,2092,1007.153,48.353,1055.506,10.273
LANDIS,01,conservation,2093,1009.51,48.925,1058.435,10.297
LANDIS,01,conservation,2094,1011.763,49.492,1061.255,10.32
LANDIS,01,conservation,2095,1013.921,50.054,1063.974,10.342
LANDIS,01,conservation,2096,1015.985,50.61,1066.595,10.363
LANDIS,01,conservation,2097,1017.956,51.161,1069.117,10.383
LANDIS,01,conservation,2098,1019.835,51.706,1071.541,10.402
LANDIS,01,conservation,2099,1021.622,52.246,1073.867,10.421
LANDIS,01,conservation,2100,1023.316,52.78,1076.097,10.438
LANDIS,01,intensive,2025,558.05,0,558.05,5.692
LANDIS,01,intensive,2026,558.162,6.574,564.737,5.693
LANDIS,01,intensive,2027,558.195,12.684,570.878,5.694
LANDIS,01,intensive,2028,558.154,18.397,576.551,5.693
LANDIS,01,intensive,2029,558.04,23.772,581.813,5.692
LANDIS,01,intensive,2030,557.858,28.856,586.714,5.69
LANDIS,01,intensive,2031,557.61,33.689,591.299,5.688
LANDIS,01,intensive,2032,557.297,38.304,595.601,5.684
LANDIS,01,intensive,2033,556.925,42.727,599.652,5.681
LANDIS,01,intensive,2034,556.495,46.981,603.476,5.676
LANDIS,01,intensive,2035,555.961,51.086,607.047,5.671
LANDIS,01,intensive,2036,555.328,55.056,610.384,5.664
LANDIS,01,intensive,2037,554.6,58.904,613.503,5.657
LANDIS,01,intensive,2038,553.779,62.64,616.419,5.649
LANDIS,01,intensive,2039,552.871,66.274,619.145,5.639
LANDIS,01,intensive,2040,551.876,69.812,621.688,5.629
LANDIS,01,intensive,2041,550.8,73.261,624.061,5.618
LANDIS,01,intensive,2042,549.645,76.626,626.271,5.606
LANDIS,01,intensive,2043,548.413,79.912,628.325,5.594
LANDIS,01,intensive,2044,547.11,83.121,630.231,5.581
LANDIS,01,intensive,2045,545.711,86.258,631.969,5.566
LANDIS,01,intensive,2046,544.22,89.325,633.546,5.551
LANDIS,01,intensive,2047,542.644,92.324,634.968,5.535
LANDIS,01,intensive,2048,540.981,95.257,636.238,5.518
LANDIS,01,intensive,2049,539.237,98.125,637.362,5.5
LANDIS,01,intensive,2050,537.415,100.929,638.344,5.482
LANDIS,01,intensive,2051,535.516,103.672,639.188,5.462
LANDIS,01,intensive,2052,533.544,106.354,639.898,5.442
LANDIS,01,intensive,2053,531.502,108.976,640.478,5.421
LANDIS,01,intensive,2054,529.391,111.539,640.93,5.4
LANDIS,01,intensive,2055,527.206,114.044,641.25,5.377
LANDIS,01,intensive,2056,524.949,116.492,641.441,5.354
LANDIS,01,intensive,2057,522.623,118.883,641.506,5.331
LANDIS,01,intensive,2058,520.231,121.217,641.449,5.306
LANDIS,01,intensive,2059,517.775,123.497,641.271,5.281
LANDIS,01,intensive,2060,515.255,125.721,640.976,5.256
LANDIS,01,intensive,2061,512.675,127.891,640.567,5.229
LANDIS,01,intensive,2062,510.039,130.008,640.046,5.202
LANDIS,01,intensive,2063,507.345,132.071,639.416,5.175
LANDIS,01,intensive,2064,504.598,134.081,638.679,5.147
LANDIS,01,intensive,2065,501.798,136.039,637.837,5.118
LANDIS,01,intensive,2066,498.947,137.946,636.893,5.089
LANDIS,01,intensive,2067,496.046,139.801,635.848,5.06
LANDIS,01,intensive,2068,493.097,141.606,634.704,5.03
LANDIS,01,intensive,2069,490.103,143.361,633.464,4.999
LANDIS,01,intensive,2070,487.064,145.066,632.131,4.968
LANDIS,01,intensive,2071,483.983,146.723,630.706,4.937
LANDIS,01,intensive,2072,480.859,148.33,629.189,4.905
LANDIS,01,intensive,2073,477.696,149.89,627.586,4.872
LANDIS,01,intensive,2074,474.495,151.402,625.896,4.84
LANDIS,01,intensive,2075,471.262,152.867,624.128,4.807
LANDIS,01,intensive,2076,467.997,154.285,622.282,4.774
LANDIS,01,intensive,2077,464.702,155.657,620.359,4.74
LANDIS,01,intensive,2078,461.378,156.984,618.362,4.706
LANDIS,01,intensive,2079,458.026,158.267,616.292,4.672
LANDIS,01,intensive,2080,454.648,159.505,614.152,4.637
LANDIS,01,intensive,2081,451.243,160.699,611.942,4.603
LANDIS,01,intensive,2082,447.813,161.85,609.663,4.568
LANDIS,01,intensive,2083,444.361,162.958,607.318,4.532
LANDIS,01,intensive,2084,440.885,164.024,604.908,4.497
LANDIS,01,intensive,2085,437.393,165.048,602.44,4.461
LANDIS,01,intensive,2086,433.886,166.031,599.917,4.426
LANDIS,01,intensive,2087,430.365,166.973,597.338,4.39
LANDIS,01,intensive,2088,426.829,167.876,594.705,4.354
LANDIS,01,intensive,2089,423.281,168.739,592.02,4.317
LANDIS,01,intensive,2090,419.721,169.563,589.284,4.281
LANDIS,01,intensive,2091,416.148,170.349,586.497,4.245
LANDIS,01,intensive,2092,412.563,171.097,583.66,4.208
LANDIS,01,intensive,2093,408.968,171.808,580.776,4.171
LANDIS,01,intensive,2094,405.363,172.482,577.845,4.135
LANDIS,01,intensive,2095,401.756,173.119,574.875,4.098
LANDIS,01,intensive,2096,398.149,173.721,571.87,4.061
LANDIS,01,intensive,2097,394.541,174.288,568.829,4.024
LANDIS,01,intensive,2098,390.933,174.821,565.753,3.988
LANDIS,01,intensive,2099,387.324,175.319,562.643,3.951
LANDIS,01,intensive,2100,383.716,175.784,559.5,3.914
LANDIS,04,reserve,2025,135.23,0,135.23,2.421
LANDIS,04,reserve,2026,137.739,0,137.739,2.466
LANDIS,04,reserve,2027,140.217,0,140.217,2.51
LANDIS,04,reserve,2028,142.664,0,142.664,2.554
LANDIS,04,reserve,2029,145.08,0,145.08,2.597
LANDIS,04,reserve,2030,147.466,0,147.466,2.64
LANDIS,04,reserve,2031,149.82,0,149.82,2.682
LANDIS,04,reserve,2032,152.145,0,152.145,2.723
LANDIS,04,reserve,2033,154.438,0,154.438,2.764
LANDIS,04,reserve,2034,156.637,0,156.637,2.804
LANDIS,04,reserve,2035,158.807,0,158.807,2.843
LANDIS,04,reserve,2036,160.948,0,160.948,2.881
LANDIS,04,reserve,2037,163.061,0,163.061,2.919
LANDIS,04,reserve,2038,165.145,0,165.145,2.956
LANDIS,04,reserve,2039,167.199,0,167.199,2.993
LANDIS,04,reserve,2040,169.224,0,169.224,3.029
LANDIS,04,reserve,2041,171.218,0,171.218,3.065
LANDIS,04,reserve,2042,173.183,0,173.183,3.1
LANDIS,04,reserve,2043,175.118,0,175.118,3.135
LANDIS,04,reserve,2044,177.022,0,177.022,3.169
LANDIS,04,reserve,2045,178.897,0,178.897,3.202
LANDIS,04,reserve,2046,180.742,0,180.742,3.235
LANDIS,04,reserve,2047,182.558,0,182.558,3.268
LANDIS,04,reserve,2048,184.344,0,184.344,3.3
LANDIS,04,reserve,2049,186.1,0,186.1,3.331
LANDIS,04,reserve,2050,187.827,0,187.827,3.362
LANDIS,04,reserve,2051,189.523,0,189.523,3.392
LANDIS,04,reserve,2052,191.189,0,191.189,3.422
LANDIS,04,reserve,2053,192.826,0,192.826,3.452
LANDIS,04,reserve,2054,194.432,0,194.432,3.48
LANDIS,04,reserve,2055,196.013,0,196.013,3.509
LANDIS,04,reserve,2056,197.568,0,197.568,3.536
LANDIS,04,reserve,2057,199.099,0,199.099,3.564
LANDIS,04,reserve,2058,200.603,0,200.603,3.591
LANDIS,04,reserve,2059,202.082,0,202.082,3.617
LANDIS,04,reserve,2060,203.536,0,203.536,3.643
LANDIS,04,reserve,2061,204.964,0,204.964,3.669
LANDIS,04,reserve,2062,206.366,0,206.366,3.694
LANDIS,04,reserve,2063,207.743,0,207.743,3.719
LANDIS,04,reserve,2064,209.095,0,209.095,3.743
LANDIS,04,reserve,2065,210.423,0,210.423,3.767
LANDIS,04,reserve,2066,211.728,0,211.728,3.79
LANDIS,04,reserve,2067,213.011,0,213.011,3.813
LANDIS,04,reserve,2068,214.27,0,214.27,3.835
LANDIS,04,reserve,2069,215.507,0,215.507,3.858
LANDIS,04,reserve,2070,216.721,0,216.721,3.879
LANDIS,04,reserve,2071,217.911,0,217.911,3.901
LANDIS,04,reserve,2072,219.079,0,219.079,3.922
LANDIS,04,reserve,2073,220.223,0,220.223,3.942
LANDIS,04,reserve,2074,221.345,0,221.345,3.962
LANDIS,04,reserve,2075,222.447,0,222.447,3.982
LANDIS,04,reserve,2076,223.531,0,223.531,4.001
LANDIS,04,reserve,2077,224.595,0,224.595,4.02
LANDIS,04,reserve,2078,225.641,0,225.641,4.039
LANDIS,04,reserve,2079,226.667,0,226.667,4.057
LANDIS,04,reserve,2080,227.675,0,227.675,4.075
LANDIS,04,reserve,2081,228.663,0,228.663,4.093
LANDIS,04,reserve,2082,229.632,0,229.632,4.11
LANDIS,04,reserve,2083,230.582,0,230.582,4.127
LANDIS,04,reserve,2084,231.513,0,231.513,4.144
LANDIS,04,reserve,2085,232.427,0,232.427,4.16
LANDIS,04,reserve,2086,233.322,0,233.322,4.176
LANDIS,04,reserve,2087,234.2,0,234.2,4.192
LANDIS,04,reserve,2088,235.06,0,235.06,4.208
LANDIS,04,reserve,2089,235.902,0,235.902,4.223
LANDIS,04,reserve,2090,236.726,0,236.726,4.237
LANDIS,04,reserve,2091,237.533,0,237.533,4.252
LANDIS,04,reserve,2092,238.322,0,238.322,4.266
LANDIS,04,reserve,2093,239.093,0,239.093,4.28
LANDIS,04,reserve,2094,239.846,0,239.846,4.293
LANDIS,04,reserve,2095,240.585,0,240.585,4.306
LANDIS,04,reserve,2096,241.311,0,241.311,4.319
LANDIS,04,reserve,2097,242.022,0,242.022,4.332
LANDIS,04,reserve,2098,242.719,0,242.719,4.345
LANDIS,04,reserve,2099,243.402,0,243.402,4.357
LANDIS,04,reserve,2100,244.071,0,244.071,4.369
LANDIS,04,BAU,2025,135.23,0,135.23,2.421
LANDIS,04,BAU,2026,137.739,0,137.739,2.466
LANDIS,04,BAU,2027,140.217,0,140.217,2.51
LANDIS,04,BAU,2028,142.664,0,142.664,2.554
LANDIS,04,BAU,2029,145.08,0,145.08,2.597
LANDIS,04,BAU,2030,147.466,0,147.466,2.64
LANDIS,04,BAU,2031,149.82,0,149.82,2.682
LANDIS,04,BAU,2032,152.145,0,152.145,2.723
LANDIS,04,BAU,2033,154.438,0,154.438,2.764
LANDIS,04,BAU,2034,156.637,0,156.637,2.804
LANDIS,04,BAU,2035,158.807,0,158.807,2.843
LANDIS,04,BAU,2036,160.948,0,160.948,2.881
LANDIS,04,BAU,2037,163.061,0,163.061,2.919
LANDIS,04,BAU,2038,165.145,0,165.145,2.956
LANDIS,04,BAU,2039,167.199,0,167.199,2.993
LANDIS,04,BAU,2040,169.224,0,169.224,3.029
LANDIS,04,BAU,2041,171.218,0,171.218,3.065
LANDIS,04,BAU,2042,173.183,0,173.183,3.1
LANDIS,04,BAU,2043,175.118,0,175.118,3.135
LANDIS,04,BAU,2044,177.022,0,177.022,3.169
LANDIS,04,BAU,2045,178.897,0,178.897,3.202
LANDIS,04,BAU,2046,180.742,0,180.742,3.235
LANDIS,04,BAU,2047,182.558,0,182.558,3.268
LANDIS,04,BAU,2048,184.344,0,184.344,3.3
LANDIS,04,BAU,2049,186.1,0,186.1,3.331
LANDIS,04,BAU,2050,187.827,0,187.827,3.362
LANDIS,04,BAU,2051,189.523,0,189.523,3.392
LANDIS,04,BAU,2052,191.189,0,191.189,3.422
LANDIS,04,BAU,2053,192.826,0,192.826,3.452
LANDIS,04,BAU,2054,194.432,0,194.432,3.48
LANDIS,04,BAU,2055,196.013,0,196.013,3.509
LANDIS,04,BAU,2056,197.568,0,197.568,3.536
LANDIS,04,BAU,2057,199.099,0,199.099,3.564
LANDIS,04,BAU,2058,200.603,0,200.603,3.591
LANDIS,04,BAU,2059,202.082,0,202.082,3.617
LANDIS,04,BAU,2060,203.536,0,203.536,3.643
LANDIS,04,BAU,2061,204.964,0,204.964,3.669
LANDIS,04,BAU,2062,206.366,0,206.366,3.694
LANDIS,04,BAU,2063,207.743,0,207.743,3.719
LANDIS,04,BAU,2064,209.095,0,209.095,3.743
LANDIS,04,BAU,2065,210.423,0,210.423,3.767
LANDIS,04,BAU,2066,211.728,0,211.728,3.79
LANDIS,04,BAU,2067,213.011,0,213.011,3.813
LANDIS,04,BAU,2068,214.27,0,214.27,3.835
LANDIS,04,BAU,2069,215.507,0,215.507,3.858
LANDIS,04,BAU,2070,216.721,0,216.721,3.879
LANDIS,04,BAU,2071,217.911,0,217.911,3.901
LANDIS,04,BAU,2072,219.079,0,219.079,3.922
LANDIS,04,BAU,2073,220.223,0,220.223,3.942
LANDIS,04,BAU,2074,221.345,0,221.345,3.962
LANDIS,04,BAU,2075,222.447,0,222.447,3.982
LANDIS,04,BAU,2076,223.531,0,223.531,4.001
LANDIS,04,BAU,2077,224.595,0,224.595,4.02
LANDIS,04,BAU,2078,225.641,0,225.641,4.039
LANDIS,04,BAU,2079,226.667,0,226.667,4.057
LANDIS,04,BAU,2080,227.675,0,227.675,4.075
LANDIS,04,BAU,2081,228.663,0,228.663,4.093
LANDIS,04,BAU,2082,229.632,0,229.632,4.11
LANDIS,04,BAU,2083,230.582,0,230.582,4.127
LANDIS,04,BAU,2084,231.513,0,231.513,4.144
LANDIS,04,BAU,2085,232.427,0,232.427,4.16
LANDIS,04,BAU,2086,233.322,0,233.322,4.176
LANDIS,04,BAU,2087,234.2,0,234.2,4.192
LANDIS,04,BAU,2088,235.06,0,235.06,4.208
LANDIS,04,BAU,2089,235.902,0,235.902,4.223
LANDIS,04,BAU,2090,236.726,0,236.726,4.237
LANDIS,04,BAU,2091,237.533,0,237.533,4.252
LANDIS,04,BAU,2092,238.322,0,238.322,4.266
LANDIS,04,BAU,2093,239.093,0,239.093,4.28
LANDIS,04,BAU,2094,239.846,0,239.846,4.293
LANDIS,04,BAU,2095,240.585,0,240.585,4.306
LANDIS,04,BAU,2096,241.311,0,241.311,4.319
LANDIS,04,BAU,2097,242.022,0,242.022,4.332
LANDIS,04,BAU,2098,242.719,0,242.719,4.345
LANDIS,04,BAU,2099,243.402,0,243.402,4.357
LANDIS,04,BAU,2100,244.071,0,244.071,4.369
LANDIS,04,conservation,2025,135.23,0,135.23,2.421
LANDIS,04,conservation,2026,137.739,0,137.739,2.466
LANDIS,04,conservation,2027,140.217,0,140.217,2.51
LANDIS,04,conservation,2028,142.664,0,142.664,2.554
LANDIS,04,conservation,2029,145.08,0,145.08,2.597
LANDIS,04,conservation,2030,147.466,0,147.466,2.64
