model,dom,scenario,year,forest_TgC,hwp_TgC,total_TgC,forest_TgC_se
LANDIS,29,conservation,2094,1149.659,2.066,1151.725,11.956
LANDIS,29,conservation,2095,1157.34,2.098,1159.438,12.036
LANDIS,29,conservation,2096,1164.924,2.13,1167.054,12.115
LANDIS,29,conservation,2097,1172.412,2.161,1174.573,12.193
LANDIS,29,conservation,2098,1179.803,2.192,1181.996,12.27
LANDIS,29,conservation,2099,1187.099,2.224,1189.322,12.346
LANDIS,29,conservation,2100,1194.298,2.255,1196.553,12.421
LANDIS,29,intensive,2025,401.36,0,401.36,4.174
LANDIS,29,intensive,2026,413.222,0.198,413.42,4.297
LANDIS,29,intensive,2027,425.131,0.388,425.518,4.421
LANDIS,29,intensive,2028,437.086,0.571,437.656,4.546
LANDIS,29,intensive,2029,449.087,0.749,449.836,4.67
LANDIS,29,intensive,2030,461.134,0.923,462.057,4.796
LANDIS,29,intensive,2031,473.227,1.095,474.322,4.922
LANDIS,29,intensive,2032,485.368,1.264,486.632,5.048
LANDIS,29,intensive,2033,497.554,1.432,498.986,5.175
LANDIS,29,intensive,2034,509.787,1.599,511.386,5.302
LANDIS,29,intensive,2035,521.985,1.765,523.75,5.429
LANDIS,29,intensive,2036,534.148,1.932,536.08,5.555
LANDIS,29,intensive,2037,546.277,2.098,548.376,5.681
LANDIS,29,intensive,2038,558.375,2.265,560.64,5.807
LANDIS,29,intensive,2039,570.441,2.433,572.874,5.933
LANDIS,29,intensive,2040,582.476,2.601,585.077,6.058
LANDIS,29,intensive,2041,594.482,2.77,597.253,6.183
LANDIS,29,intensive,2042,606.459,2.94,609.4,6.307
LANDIS,29,intensive,2043,618.408,3.111,621.52,6.431
LANDIS,29,intensive,2044,630.331,3.283,633.614,6.555
LANDIS,29,intensive,2045,642.172,3.456,645.628,6.679
LANDIS,29,intensive,2046,653.933,3.63,657.563,6.801
LANDIS,29,intensive,2047,665.616,3.805,669.421,6.922
LANDIS,29,intensive,2048,677.222,3.981,681.203,7.043
LANDIS,29,intensive,2049,688.75,4.159,692.909,7.163
LANDIS,29,intensive,2050,700.204,4.337,704.541,7.282
LANDIS,29,intensive,2051,711.584,4.516,716.099,7.4
LANDIS,29,intensive,2052,722.89,4.696,727.586,7.518
LANDIS,29,intensive,2053,734.124,4.877,739.001,7.635
LANDIS,29,intensive,2054,745.287,5.059,750.346,7.751
LANDIS,29,intensive,2055,756.346,5.242,761.588,7.866
LANDIS,29,intensive,2056,767.303,5.426,772.728,7.98
LANDIS,29,intensive,2057,778.158,5.61,783.768,8.093
LANDIS,29,intensive,2058,788.912,5.796,794.708,8.205
LANDIS,29,intensive,2059,799.567,5.982,805.549,8.315
LANDIS,29,intensive,2060,810.124,6.168,816.292,8.425
LANDIS,29,intensive,2061,820.583,6.356,826.939,8.534
LANDIS,29,intensive,2062,830.946,6.544,837.49,8.642
LANDIS,29,intensive,2063,841.212,6.733,847.945,8.749
LANDIS,29,intensive,2064,851.384,6.922,858.306,8.854
LANDIS,29,intensive,2065,861.443,7.111,868.554,8.959
LANDIS,29,intensive,2066,871.388,7.301,878.69,9.062
LANDIS,29,intensive,2067,881.221,7.492,888.713,9.165
LANDIS,29,intensive,2068,890.944,7.683,898.627,9.266
LANDIS,29,intensive,2069,900.557,7.874,908.431,9.366
LANDIS,29,intensive,2070,910.06,8.066,918.125,9.465
LANDIS,29,intensive,2071,919.453,8.258,927.711,9.562
LANDIS,29,intensive,2072,928.741,8.45,937.19,9.659
LANDIS,29,intensive,2073,937.92,8.642,946.562,9.754
LANDIS,29,intensive,2074,946.993,8.834,955.827,9.849
LANDIS,29,intensive,2075,955.953,9.027,964.979,9.942
LANDIS,29,intensive,2076,964.798,9.219,974.017,10.034
LANDIS,29,intensive,2077,973.53,9.412,982.942,10.125
LANDIS,29,intensive,2078,982.15,9.605,991.754,10.214
LANDIS,29,intensive,2079,990.658,9.797,1000.456,10.303
LANDIS,29,intensive,2080,999.056,9.99,1009.046,10.39
LANDIS,29,intensive,2081,1007.343,10.182,1017.525,10.476
LANDIS,29,intensive,2082,1015.52,10.375,1025.895,10.561
LANDIS,29,intensive,2083,1023.588,10.567,1034.155,10.645
LANDIS,29,intensive,2084,1031.548,10.759,1042.307,10.728
LANDIS,29,intensive,2085,1039.397,10.951,1050.348,10.81
LANDIS,29,intensive,2086,1047.136,11.143,1058.278,10.89
LANDIS,29,intensive,2087,1054.764,11.334,1066.098,10.969
LANDIS,29,intensive,2088,1062.284,11.525,1073.809,11.048
LANDIS,29,intensive,2089,1069.695,11.716,1081.411,11.125
LANDIS,29,intensive,2090,1076.998,11.906,1088.904,11.201
LANDIS,29,intensive,2091,1084.193,12.096,1096.289,11.275
LANDIS,29,intensive,2092,1091.281,12.286,1103.567,11.349
LANDIS,29,intensive,2093,1098.262,12.475,1110.737,11.422
LANDIS,29,intensive,2094,1105.138,12.663,1117.802,11.493
LANDIS,29,intensive,2095,1111.91,12.852,1124.761,11.564
LANDIS,29,intensive,2096,1118.579,13.039,1131.619,11.633
LANDIS,29,intensive,2097,1125.146,13.226,1138.373,11.701
LANDIS,29,intensive,2098,1131.612,13.413,1145.025,11.769
LANDIS,29,intensive,2099,1137.976,13.599,1151.575,11.835
LANDIS,29,intensive,2100,1144.239,13.785,1158.024,11.9
LANDIS,30,reserve,2025,395.97,0,395.97,4.554
LANDIS,30,reserve,2026,403.381,0,403.381,4.639
LANDIS,30,reserve,2027,410.709,0,410.709,4.723
LANDIS,30,reserve,2028,417.954,0,417.954,4.806
LANDIS,30,reserve,2029,425.116,0,425.116,4.889
LANDIS,30,reserve,2030,432.195,0,432.195,4.97
LANDIS,30,reserve,2031,439.189,0,439.189,5.051
LANDIS,30,reserve,2032,446.1,0,446.1,5.13
LANDIS,30,reserve,2033,452.927,0,452.927,5.209
LANDIS,30,reserve,2034,459.67,0,459.67,5.286
LANDIS,30,reserve,2035,466.318,0,466.318,5.363
LANDIS,30,reserve,2036,472.873,0,472.873,5.438
LANDIS,30,reserve,2037,479.334,0,479.334,5.512
LANDIS,30,reserve,2038,485.701,0,485.701,5.586
LANDIS,30,reserve,2039,491.973,0,491.973,5.658
LANDIS,30,reserve,2040,498.151,0,498.151,5.729
LANDIS,30,reserve,2041,504.235,0,504.235,5.799
LANDIS,30,reserve,2042,510.224,0,510.224,5.868
LANDIS,30,reserve,2043,516.119,0,516.119,5.935
LANDIS,30,reserve,2044,521.918,0,521.918,6.002
LANDIS,30,reserve,2045,527.627,0,527.627,6.068
LANDIS,30,reserve,2046,533.243,0,533.243,6.132
LANDIS,30,reserve,2047,538.768,0,538.768,6.196
LANDIS,30,reserve,2048,544.201,0,544.201,6.258
LANDIS,30,reserve,2049,549.542,0,549.542,6.32
LANDIS,30,reserve,2050,554.792,0,554.792,6.38
LANDIS,30,reserve,2051,559.949,0,559.949,6.439
LANDIS,30,reserve,2052,565.015,0,565.015,6.498
LANDIS,30,reserve,2053,569.989,0,569.989,6.555
LANDIS,30,reserve,2054,574.87,0,574.87,6.611
LANDIS,30,reserve,2055,579.676,0,579.676,6.666
LANDIS,30,reserve,2056,584.406,0,584.406,6.721
LANDIS,30,reserve,2057,589.06,0,589.06,6.774
LANDIS,30,reserve,2058,593.639,0,593.639,6.827
LANDIS,30,reserve,2059,598.142,0,598.142,6.879
LANDIS,30,reserve,2060,602.569,0,602.569,6.93
LANDIS,30,reserve,2061,606.92,0,606.92,6.98
LANDIS,30,reserve,2062,611.195,0,611.195,7.029
LANDIS,30,reserve,2063,615.395,0,615.395,7.077
LANDIS,30,reserve,2064,619.518,0,619.518,7.124
LANDIS,30,reserve,2065,623.573,0,623.573,7.171
LANDIS,30,reserve,2066,627.559,0,627.559,7.217
LANDIS,30,reserve,2067,631.476,0,631.476,7.262
LANDIS,30,reserve,2068,635.323,0,635.323,7.306
LANDIS,30,reserve,2069,639.102,0,639.102,7.35
LANDIS,30,reserve,2070,642.812,0,642.812,7.392
LANDIS,30,reserve,2071,646.453,0,646.453,7.434
LANDIS,30,reserve,2072,650.024,0,650.024,7.475
LANDIS,30,reserve,2073,653.527,0,653.527,7.516
LANDIS,30,reserve,2074,656.961,0,656.961,7.555
LANDIS,30,reserve,2075,660.338,0,660.338,7.594
LANDIS,30,reserve,2076,663.658,0,663.658,7.632
LANDIS,30,reserve,2077,666.922,0,666.922,7.67
LANDIS,30,reserve,2078,670.129,0,670.129,7.706
LANDIS,30,reserve,2079,673.28,0,673.28,7.743
LANDIS,30,reserve,2080,676.373,0,676.373,7.778
LANDIS,30,reserve,2081,679.41,0,679.41,7.813
LANDIS,30,reserve,2082,682.391,0,682.391,7.848
LANDIS,30,reserve,2083,685.314,0,685.314,7.881
LANDIS,30,reserve,2084,688.181,0,688.181,7.914
LANDIS,30,reserve,2085,690.993,0,690.993,7.946
LANDIS,30,reserve,2086,693.75,0,693.75,7.978
LANDIS,30,reserve,2087,696.452,0,696.452,8.009
LANDIS,30,reserve,2088,699.098,0,699.098,8.04
LANDIS,30,reserve,2089,701.689,0,701.689,8.069
LANDIS,30,reserve,2090,704.225,0,704.225,8.099
LANDIS,30,reserve,2091,706.706,0,706.706,8.127
LANDIS,30,reserve,2092,709.132,0,709.132,8.155
LANDIS,30,reserve,2093,711.503,0,711.503,8.182
LANDIS,30,reserve,2094,713.818,0,713.818,8.209
LANDIS,30,reserve,2095,716.091,0,716.091,8.235
LANDIS,30,reserve,2096,718.32,0,718.32,8.261
LANDIS,30,reserve,2097,720.507,0,720.507,8.286
LANDIS,30,reserve,2098,722.65,0,722.65,8.31
LANDIS,30,reserve,2099,724.751,0,724.751,8.335
LANDIS,30,reserve,2100,726.809,0,726.809,8.358
LANDIS,30,BAU,2025,395.97,0,395.97,4.554
LANDIS,30,BAU,2026,403.365,0.008,403.373,4.639
LANDIS,30,BAU,2027,410.677,0.015,410.692,4.723
LANDIS,30,BAU,2028,417.906,0.023,417.928,4.806
LANDIS,30,BAU,2029,425.051,0.029,425.08,4.888
LANDIS,30,BAU,2030,432.113,0.036,432.149,4.969
LANDIS,30,BAU,2031,439.09,0.042,439.132,5.05
LANDIS,30,BAU,2032,445.983,0.049,446.032,5.129
LANDIS,30,BAU,2033,452.792,0.055,452.847,5.207
LANDIS,30,BAU,2034,459.517,0.061,459.578,5.284
LANDIS,30,BAU,2035,466.147,0.067,466.214,5.361
LANDIS,30,BAU,2036,472.683,0.073,472.756,5.436
LANDIS,30,BAU,2037,479.126,0.079,479.204,5.51
LANDIS,30,BAU,2038,485.473,0.084,485.558,5.583
LANDIS,30,BAU,2039,491.726,0.09,491.816,5.655
LANDIS,30,BAU,2040,497.884,0.096,497.98,5.726
LANDIS,30,BAU,2041,503.949,0.101,504.05,5.795
LANDIS,30,BAU,2042,509.917,0.107,510.025,5.864
LANDIS,30,BAU,2043,515.792,0.113,515.905,5.932
LANDIS,30,BAU,2044,521.571,0.118,521.689,5.998
LANDIS,30,BAU,2045,527.259,0.124,527.382,6.063
LANDIS,30,BAU,2046,532.854,0.129,532.983,6.128
LANDIS,30,BAU,2047,538.357,0.135,538.492,6.191
LANDIS,30,BAU,2048,543.769,0.14,543.909,6.253
LANDIS,30,BAU,2049,549.088,0.146,549.234,6.315
LANDIS,30,BAU,2050,554.316,0.151,554.467,6.375
LANDIS,30,BAU,2051,559.451,0.157,559.608,6.434
LANDIS,30,BAU,2052,564.495,0.162,564.657,6.492
LANDIS,30,BAU,2053,569.446,0.167,569.614,6.549
LANDIS,30,BAU,2054,574.305,0.173,574.477,6.605
LANDIS,30,BAU,2055,579.088,0.178,579.266,6.66
LANDIS,30,BAU,2056,583.795,0.183,583.978,6.714
LANDIS,30,BAU,2057,588.425,0.189,588.614,6.767
LANDIS,30,BAU,2058,592.981,0.194,593.175,6.819
LANDIS,30,BAU,2059,597.46,0.199,597.659,6.871
LANDIS,30,BAU,2060,601.863,0.205,602.068,6.921
LANDIS,30,BAU,2061,606.19,0.21,606.4,6.971
LANDIS,30,BAU,2062,610.441,0.215,610.656,7.02
LANDIS,30,BAU,2063,614.617,0.22,614.837,7.068
LANDIS,30,BAU,2064,618.715,0.225,618.941,7.115
LANDIS,30,BAU,2065,622.745,0.23,622.976,7.162
LANDIS,30,BAU,2066,626.707,0.236,626.942,7.207
LANDIS,30,BAU,2067,630.599,0.241,630.839,7.252
LANDIS,30,BAU,2068,634.42,0.246,634.666,7.296
LANDIS,30,BAU,2069,638.174,0.251,638.425,7.339
LANDIS,30,BAU,2070,641.859,0.256,642.114,7.381
LANDIS,30,BAU,2071,645.474,0.261,645.735,7.423
LANDIS,30,BAU,2072,649.019,0.266,649.285,7.464
LANDIS,30,BAU,2073,652.496,0.271,652.767,7.504
LANDIS,30,BAU,2074,655.904,0.276,656.18,7.543
LANDIS,30,BAU,2075,659.255,0.28,659.536,7.581
LANDIS,30,BAU,2076,662.549,0.285,662.834,7.619
LANDIS,30,BAU,2077,665.786,0.29,666.077,7.657
LANDIS,30,BAU,2078,668.967,0.295,669.262,7.693
LANDIS,30,BAU,2079,672.091,0.3,672.391,7.729
LANDIS,30,BAU,2080,675.157,0.304,675.462,7.764
LANDIS,30,BAU,2081,678.167,0.309,678.476,7.799
LANDIS,30,BAU,2082,681.121,0.314,681.435,7.833
LANDIS,30,BAU,2083,684.017,0.318,684.336,7.866
LANDIS,30,BAU,2084,686.857,0.323,687.18,7.899
LANDIS,30,BAU,2085,689.641,0.328,689.969,7.931
LANDIS,30,BAU,2086,692.371,0.332,692.703,7.962
LANDIS,30,BAU,2087,695.045,0.337,695.382,7.993
LANDIS,30,BAU,2088,697.663,0.341,698.005,8.023
LANDIS,30,BAU,2089,700.227,0.346,700.572,8.053
LANDIS,30,BAU,2090,702.735,0.35,703.085,8.081
LANDIS,30,BAU,2091,705.188,0.355,705.542,8.11
LANDIS,30,BAU,2092,707.585,0.359,707.945,8.137
LANDIS,30,BAU,2093,709.928,0.363,710.292,8.164
LANDIS,30,BAU,2094,712.215,0.368,712.583,8.19
LANDIS,30,BAU,2095,714.459,0.372,714.832,8.216
LANDIS,30,BAU,2096,716.66,0.376,717.036,8.242
LANDIS,30,BAU,2097,718.818,0.381,719.199,8.266
LANDIS,30,BAU,2098,720.933,0.385,721.317,8.291
LANDIS,30,BAU,2099,723.005,0.389,723.394,8.315
LANDIS,30,BAU,2100,725.034,0.393,725.427,8.338
LANDIS,30,conservation,2025,395.97,0,395.97,4.554
LANDIS,30,conservation,2026,403.375,0.003,403.378,4.639
LANDIS,30,conservation,2027,410.696,0.006,410.702,4.723
LANDIS,30,conservation,2028,417.934,0.009,417.944,4.806
LANDIS,30,conservation,2029,425.09,0.012,425.102,4.889
LANDIS,30,conservation,2030,432.162,0.015,432.176,4.97
LANDIS,30,conservation,2031,439.149,0.017,439.166,5.05
LANDIS,30,conservation,2032,446.053,0.02,446.072,5.13
LANDIS,30,conservation,2033,452.872,0.022,452.895,5.208
LANDIS,30,conservation,2034,459.608,0.025,459.633,5.286
LANDIS,30,conservation,2035,466.249,0.027,466.276,5.362
LANDIS,30,conservation,2036,472.796,0.03,472.826,5.437
LANDIS,30,conservation,2037,479.249,0.032,479.281,5.511
LANDIS,30,conservation,2038,485.609,0.034,485.643,5.585
LANDIS,30,conservation,2039,491.873,0.037,491.909,5.657
LANDIS,30,conservation,2040,498.043,0.039,498.082,5.728
LANDIS,30,conservation,2041,504.119,0.041,504.16,5.797
LANDIS,30,conservation,2042,510.1,0.043,510.143,5.866
LANDIS,30,conservation,2043,515.986,0.046,516.032,5.934
LANDIS,30,conservation,2044,521.777,0.048,521.825,6
LANDIS,30,conservation,2045,527.477,0.05,527.528,6.066
LANDIS,30,conservation,2046,533.085,0.052,533.137,6.13
LANDIS,30,conservation,2047,538.601,0.055,538.656,6.194
LANDIS,30,conservation,2048,544.026,0.057,544.083,6.256
LANDIS,30,conservation,2049,549.358,0.059,549.417,6.318
LANDIS,30,conservation,2050,554.599,0.061,554.66,6.378
LANDIS,30,conservation,2051,559.747,0.064,559.81,6.437
LANDIS,30,conservation,2052,564.804,0.066,564.87,6.495
LANDIS,30,conservation,2053,569.769,0.068,569.837,6.552
LANDIS,30,conservation,2054,574.64,0.07,574.711,6.608
LANDIS,30,conservation,2055,579.437,0.072,579.509,6.664
LANDIS,30,conservation,2056,584.158,0.074,584.232,6.718
LANDIS,30,conservation,2057,588.802,0.077,588.879,6.771
LANDIS,30,conservation,2058,593.372,0.079,593.451,6.824
LANDIS,30,conservation,2059,597.865,0.081,597.946,6.875
LANDIS,30,conservation,2060,602.282,0.083,602.366,6.926
LANDIS,30,conservation,2061,606.624,0.085,606.709,6.976
LANDIS,30,conservation,2062,610.889,0.087,610.976,7.025
LANDIS,30,conservation,2063,615.079,0.089,615.168,7.073
LANDIS,30,conservation,2064,619.192,0.092,619.284,7.121
LANDIS,30,conservation,2065,623.237,0.094,623.331,7.167
LANDIS,30,conservation,2066,627.213,0.096,627.309,7.213
LANDIS,30,conservation,2067,631.12,0.098,631.217,7.258
LANDIS,30,conservation,2068,634.956,0.1,635.056,7.302
LANDIS,30,conservation,2069,638.725,0.102,638.827,7.345
LANDIS,30,conservation,2070,642.425,0.104,642.529,7.388
LANDIS,30,conservation,2071,646.055,0.106,646.161,7.43
LANDIS,30,conservation,2072,649.616,0.108,649.724,7.471
LANDIS,30,conservation,2073,653.108,0.11,653.218,7.511
LANDIS,30,conservation,2074,656.532,0.112,656.644,7.55
LANDIS,30,conservation,2075,659.898,0.114,660.012,7.589
LANDIS,30,conservation,2076,663.208,0.116,663.323,7.627
LANDIS,30,conservation,2077,666.461,0.118,666.579,7.664
LANDIS,30,conservation,2078,669.657,0.12,669.777,7.701
LANDIS,30,conservation,2079,672.797,0.122,672.919,7.737
LANDIS,30,conservation,2080,675.879,0.124,676.003,7.773
LANDIS,30,conservation,2081,678.905,0.126,679.031,7.807
LANDIS,30,conservation,2082,681.875,0.127,682.003,7.842
LANDIS,30,conservation,2083,684.787,0.129,684.917,7.875
LANDIS,30,conservation,2084,687.643,0.131,687.774,7.908
LANDIS,30,conservation,2085,690.444,0.133,690.577,7.94
LANDIS,30,conservation,2086,693.19,0.135,693.325,7.972
LANDIS,30,conservation,2087,695.881,0.137,696.017,8.003
LANDIS,30,conservation,2088,698.515,0.139,698.654,8.033
LANDIS,30,conservation,2089,701.095,0.14,701.236,8.063
LANDIS,30,conservation,2090,703.62,0.142,703.762,8.092
LANDIS,30,conservation,2091,706.089,0.144,706.233,8.12
LANDIS,30,conservation,2092,708.504,0.146,708.65,8.148
LANDIS,30,conservation,2093,710.863,0.148,711.011,8.175
LANDIS,30,conservation,2094,713.167,0.149,713.316,8.201
LANDIS,30,conservation,2095,715.428,0.151,715.579,8.227
LANDIS,30,conservation,2096,717.646,0.153,717.799,8.253
LANDIS,30,conservation,2097,719.821,0.155,719.976,8.278
LANDIS,30,conservation,2098,721.952,0.156,722.109,8.302
LANDIS,30,conservation,2099,724.042,0.158,724.2,8.326
LANDIS,30,conservation,2100,726.088,0.16,726.248,8.35
LANDIS,30,intensive,2025,395.97,0,395.97,4.554
LANDIS,30,intensive,2026,403.341,0.02,403.361,4.638
LANDIS,30,intensive,2027,410.627,0.039,410.667,4.722
LANDIS,30,intensive,2028,417.831,0.058,417.888,4.805
LANDIS,30,intensive,2029,424.95,0.075,425.025,4.887
LANDIS,30,intensive,2030,431.986,0.092,432.078,4.968
LANDIS,30,intensive,2031,438.936,0.109,439.044,5.048
LANDIS,30,intensive,2032,445.802,0.125,445.926,5.127
LANDIS,30,intensive,2033,452.583,0.14,452.724,5.205
LANDIS,30,intensive,2034,459.28,0.156,459.436,5.282
LANDIS,30,intensive,2035,465.881,0.171,466.052,5.358
LANDIS,30,intensive,2036,472.389,0.186,472.575,5.432
LANDIS,30,intensive,2037,478.802,0.201,479.002,5.506
LANDIS,30,intensive,2038,485.12,0.216,485.335,5.579
LANDIS,30,intensive,2039,491.342,0.23,491.572,5.65
LANDIS,30,intensive,2040,497.47,0.245,497.715,5.721
LANDIS,30,intensive,2041,503.503,0.259,503.763,5.79
LANDIS,30,intensive,2042,509.441,0.273,509.715,5.859
LANDIS,30,intensive,2043,515.284,0.288,515.572,5.926
LANDIS,30,intensive,2044,521.031,0.302,521.332,5.992
LANDIS,30,intensive,2045,526.686,0.316,527.002,6.057
LANDIS,30,intensive,2046,532.249,0.33,532.579,6.121
LANDIS,30,intensive,2047,537.719,0.344,538.064,6.184
LANDIS,30,intensive,2048,543.098,0.358,543.456,6.246
LANDIS,30,intensive,2049,548.383,0.372,548.755,6.306
LANDIS,30,intensive,2050,553.577,0.386,553.963,6.366
LANDIS,30,intensive,2051,558.678,0.4,559.078,6.425
LANDIS,30,intensive,2052,563.687,0.414,564.1,6.482
LANDIS,30,intensive,2053,568.603,0.427,569.031,6.539
LANDIS,30,intensive,2054,573.426,0.441,573.867,6.594
LANDIS,30,intensive,2055,578.174,0.455,578.629,6.649
LANDIS,30,intensive,2056,582.845,0.468,583.313,6.703
LANDIS,30,intensive,2057,587.439,0.482,587.921,6.756
LANDIS,30,intensive,2058,591.958,0.495,592.454,6.808
LANDIS,30,intensive,2059,596.401,0.509,596.91,6.859
LANDIS,30,intensive,2060,600.767,0.522,601.289,6.909
LANDIS,30,intensive,2061,605.057,0.536,605.592,6.958
LANDIS,30,intensive,2062,609.27,0.549,609.819,7.007
LANDIS,30,intensive,2063,613.408,0.562,613.97,7.054
LANDIS,30,intensive,2064,617.469,0.575,618.044,7.101
LANDIS,30,intensive,2065,621.461,0.588,622.049,7.147
LANDIS,30,intensive,2066,625.383,0.601,625.984,7.192
LANDIS,30,intensive,2067,629.236,0.614,629.851,7.236
LANDIS,30,intensive,2068,633.019,0.627,633.646,7.28
LANDIS,30,intensive,2069,636.734,0.64,637.374,7.322
LANDIS,30,intensive,2070,640.379,0.653,641.031,7.364
LANDIS,30,intensive,2071,643.954,0.665,644.62,7.405
LANDIS,30,intensive,2072,647.46,0.678,648.138,7.446
LANDIS,30,intensive,2073,650.897,0.691,651.587,7.485
LANDIS,30,intensive,2074,654.264,0.703,654.967,7.524
LANDIS,30,intensive,2075,657.574,0.716,658.29,7.562
LANDIS,30,intensive,2076,660.827,0.728,661.555,7.6
LANDIS,30,intensive,2077,664.024,0.74,664.764,7.636
LANDIS,30,intensive,2078,667.163,0.752,667.916,7.672
LANDIS,30,intensive,2079,670.246,0.765,671.011,7.708
LANDIS,30,intensive,2080,673.271,0.777,674.048,7.743
LANDIS,30,intensive,2081,676.239,0.789,677.028,7.777
LANDIS,30,intensive,2082,679.151,0.801,679.952,7.81
LANDIS,30,intensive,2083,682.005,0.812,682.817,7.843
LANDIS,30,intensive,2084,684.802,0.824,685.627,7.875
LANDIS,30,intensive,2085,687.545,0.836,688.38,7.907
LANDIS,30,intensive,2086,690.231,0.848,691.079,7.938
LANDIS,30,intensive,2087,692.863,0.859,693.722,7.968
LANDIS,30,intensive,2088,695.438,0.871,696.309,7.998
LANDIS,30,intensive,2089,697.958,0.882,698.84,8.027
LANDIS,30,intensive,2090,700.423,0.893,701.316,8.055
LANDIS,30,intensive,2091,702.833,0.904,703.737,8.083
LANDIS,30,intensive,2092,705.187,0.916,706.103,8.11
LANDIS,30,intensive,2093,707.486,0.927,708.413,8.136
LANDIS,30,intensive,2094,709.729,0.938,710.667,8.162
LANDIS,30,intensive,2095,711.93,0.949,712.878,8.187
LANDIS,30,intensive,2096,714.086,0.959,715.045,8.212
LANDIS,30,intensive,2097,716.2,0.97,717.17,8.236
LANDIS,30,intensive,2098,718.27,0.981,719.251,8.26
LANDIS,30,intensive,2099,720.298,0.991,721.289,8.283
LANDIS,30,intensive,2100,722.282,1.002,723.284,8.306
LANDIS,31,reserve,2025,22.4,0,22.4,1.284
LANDIS,31,reserve,2026,22.75,0,22.75,1.304
LANDIS,31,reserve,2027,23.096,0,23.096,1.323
LANDIS,31,reserve,2028,23.439,0,23.439,1.343
LANDIS,31,reserve,2029,23.778,0,23.778,1.362
LANDIS,31,reserve,2030,24.114,0,24.114,1.382
LANDIS,31,reserve,2031,24.446,0,24.446,1.401
LANDIS,31,reserve,2032,24.775,0,24.775,1.42
LANDIS,31,reserve,2033,25.102,0,25.102,1.438
LANDIS,31,reserve,2034,25.425,0,25.425,1.457
LANDIS,31,reserve,2035,25.744,0,25.744,1.475
LANDIS,31,reserve,2036,26.059,0,26.059,1.493
LANDIS,31,reserve,2037,26.37,0,26.37,1.511
LANDIS,31,reserve,2038,26.678,0,26.678,1.529
LANDIS,31,reserve,2039,26.981,0,26.981,1.546
LANDIS,31,reserve,2040,27.281,0,27.281,1.563
LANDIS,31,reserve,2041,27.578,0,27.578,1.58
LANDIS,31,reserve,2042,27.87,0,27.87,1.597
LANDIS,31,reserve,2043,28.16,0,28.16,1.614
LANDIS,31,reserve,2044,28.445,0,28.445,1.63
LANDIS,31,reserve,2045,28.727,0,28.727,1.646
LANDIS,31,reserve,2046,29.005,0,29.005,1.662
LANDIS,31,reserve,2047,29.279,0,29.279,1.678
LANDIS,31,reserve,2048,29.55,0,29.55,1.693
LANDIS,31,reserve,2049,29.816,0,29.816,1.708
LANDIS,31,reserve,2050,30.079,0,30.079,1.724
LANDIS,31,reserve,2051,30.339,0,30.339,1.738
LANDIS,31,reserve,2052,30.595,0,30.595,1.753
LANDIS,31,reserve,2053,30.847,0,30.847,1.768
LANDIS,31,reserve,2054,31.095,0,31.095,1.782
LANDIS,31,reserve,2055,31.341,0,31.341,1.796
LANDIS,31,reserve,2056,31.583,0,31.583,1.81
LANDIS,31,reserve,2057,31.822,0,31.822,1.823
LANDIS,31,reserve,2058,32.058,0,32.058,1.837
LANDIS,31,reserve,2059,32.291,0,32.291,1.85
LANDIS,31,reserve,2060,32.521,0,32.521,1.863
LANDIS,31,reserve,2061,32.747,0,32.747,1.876
LANDIS,31,reserve,2062,32.971,0,32.971,1.889
LANDIS,31,reserve,2063,33.191,0,33.191,1.902
LANDIS,31,reserve,2064,33.409,0,33.409,1.914
LANDIS,31,reserve,2065,33.623,0,33.623,1.927
LANDIS,31,reserve,2066,33.835,0,33.835,1.939
LANDIS,31,reserve,2067,34.043,0,34.043,1.951
LANDIS,31,reserve,2068,34.249,0,34.249,1.962
LANDIS,31,reserve,2069,34.451,0,34.451,1.974
LANDIS,31,reserve,2070,34.651,0,34.651,1.986
LANDIS,31,reserve,2071,34.847,0,34.847,1.997
LANDIS,31,reserve,2072,35.041,0,35.041,2.008
LANDIS,31,reserve,2073,35.231,0,35.231,2.019
LANDIS,31,reserve,2074,35.419,0,35.419,2.03
LANDIS,31,reserve,2075,35.604,0,35.604,2.04
LANDIS,31,reserve,2076,35.787,0,35.787,2.051
LANDIS,31,reserve,2077,35.967,0,35.967,2.061
LANDIS,31,reserve,2078,36.145,0,36.145,2.071
LANDIS,31,reserve,2079,36.319,0,36.319,2.081
LANDIS,31,reserve,2080,36.492,0,36.492,2.091
LANDIS,31,reserve,2081,36.662,0,36.662,2.101
LANDIS,31,reserve,2082,36.829,0,36.829,2.11
LANDIS,31,reserve,2083,36.994,0,36.994,2.12
LANDIS,31,reserve,2084,37.156,0,37.156,2.129
LANDIS,31,reserve,2085,37.316,0,37.316,2.138
LANDIS,31,reserve,2086,37.473,0,37.473,2.147
LANDIS,31,reserve,2087,37.628,0,37.628,2.156
LANDIS,31,reserve,2088,37.78,0,37.78,2.165
LANDIS,31,reserve,2089,37.929,0,37.929,2.173
LANDIS,31,reserve,2090,38.076,0,38.076,2.182
LANDIS,31,reserve,2091,38.22,0,38.22,2.19
LANDIS,31,reserve,2092,38.362,0,38.362,2.198
LANDIS,31,reserve,2093,38.501,0,38.501,2.206
LANDIS,31,reserve,2094,38.638,0,38.638,2.214
LANDIS,31,reserve,2095,38.772,0,38.772,2.222
