model,dom,scenario,year,agc_TgC_anchored,agc_TgC_anchored_se
FVS_calibrated_dist,01,reserve,2025,558.05,5.692
FVS_calibrated_dist,01,reserve,2050,696.014,7.131
FVS_calibrated_dist,01,reserve,2075,777.779,8.005
FVS_calibrated_dist,01,reserve,2100,756.507,7.834
FVS_calibrated_dist,04,reserve,2025,135.23,2.421
FVS_calibrated_dist,04,reserve,2050,222.211,3.988
FVS_calibrated_dist,04,reserve,2075,290.792,5.238
FVS_calibrated_dist,04,reserve,2100,229.731,4.175
FVS_calibrated_dist,05,reserve,2025,464.86,4.835
FVS_calibrated_dist,05,reserve,2050,643.084,6.719
FVS_calibrated_dist,05,reserve,2075,732.666,7.694
FVS_calibrated_dist,05,reserve,2100,746.894,7.894
FVS_calibrated_dist,06,reserve,2025,1002.65,12.032
FVS_calibrated_dist,06,reserve,2050,2089.908,25.566
FVS_calibrated_dist,06,reserve,2075,2908.774,36.619
FVS_calibrated_dist,06,reserve,2100,3414.479,44.8
FVS_calibrated_dist,08,reserve,2025,271.63,3.64
FVS_calibrated_dist,08,reserve,2050,433.13,5.899
FVS_calibrated_dist,08,reserve,2075,528.202,7.366
FVS_calibrated_dist,08,reserve,2100,551.984,7.972
FVS_calibrated_dist,09,reserve,2025,64.47,2.147
FVS_calibrated_dist,09,reserve,2050,109.224,3.681
FVS_calibrated_dist,09,reserve,2075,134.326,4.583
FVS_calibrated_dist,09,reserve,2100,150.409,5.201
FVS_calibrated_dist,10,reserve,2025,12.66,0.786
FVS_calibrated_dist,10,reserve,2050,15.815,0.985
FVS_calibrated_dist,10,reserve,2075,16.741,1.047
FVS_calibrated_dist,10,reserve,2100,15.796,0.992
FVS_calibrated_dist,12,reserve,2025,320.05,5.537
FVS_calibrated_dist,12,reserve,2050,401.912,7.009
FVS_calibrated_dist,12,reserve,2075,404.365,7.123
FVS_calibrated_dist,12,reserve,2100,357.922,6.397
FVS_calibrated_dist,13,reserve,2025,590.06,6.255
FVS_calibrated_dist,13,reserve,2050,738.743,7.858
FVS_calibrated_dist,13,reserve,2075,793.044,8.469
FVS_calibrated_dist,13,reserve,2100,824.246,8.84
FVS_calibrated_dist,16,reserve,2025,417.43,5.844
FVS_calibrated_dist,16,reserve,2050,633.253,9.453
FVS_calibrated_dist,16,reserve,2075,750.025,12.235
FVS_calibrated_dist,16,reserve,2100,663.116,12.571
FVS_calibrated_dist,17,reserve,2025,150.46,3.521
FVS_calibrated_dist,17,reserve,2050,208.517,4.897
FVS_calibrated_dist,17,reserve,2075,247.332,5.829
FVS_calibrated_dist,17,reserve,2100,240.995,5.708
FVS_calibrated_dist,18,reserve,2025,178.8,4.112
FVS_calibrated_dist,18,reserve,2050,249.332,5.748
FVS_calibrated_dist,18,reserve,2075,300.357,6.94
FVS_calibrated_dist,18,reserve,2100,310.72,7.2
FVS_calibrated_dist,19,reserve,2025,72.67,2.434
FVS_calibrated_dist,19,reserve,2050,113.025,3.807
FVS_calibrated_dist,19,reserve,2075,136.715,4.631
FVS_calibrated_dist,19,reserve,2100,151.123,5.151
FVS_calibrated_dist,20,reserve,2025,48.76,1.941
FVS_calibrated_dist,20,reserve,2050,67.324,2.692
FVS_calibrated_dist,20,reserve,2075,80.117,3.219
FVS_calibrated_dist,20,reserve,2100,83.382,3.371
FVS_calibrated_dist,21,reserve,2025,393.71,4.764
FVS_calibrated_dist,21,reserve,2050,662.898,8.077
FVS_calibrated_dist,21,reserve,2075,822.434,10.092
FVS_calibrated_dist,21,reserve,2100,913.554,11.299
FVS_calibrated_dist,22,reserve,2025,339.71,4.62
FVS_calibrated_dist,22,reserve,2050,496.797,6.793
FVS_calibrated_dist,22,reserve,2075,556.946,7.662
FVS_calibrated_dist,22,reserve,2100,558.46,7.743
FVS_calibrated_dist,23,reserve,2025,374.02,3.441
FVS_calibrated_dist,23,reserve,2050,488.416,4.511
FVS_calibrated_dist,23,reserve,2075,520.547,4.827
FVS_calibrated_dist,23,reserve,2100,540.44,5.034
FVS_calibrated_dist,24,reserve,2025,96.25,3.417
FVS_calibrated_dist,24,reserve,2050,119.428,4.262
FVS_calibrated_dist,24,reserve,2075,128.322,4.605
FVS_calibrated_dist,24,reserve,2100,118.34,4.279
FVS_calibrated_dist,25,reserve,2025,112.19,2.715
FVS_calibrated_dist,25,reserve,2050,196.56,4.793
FVS_calibrated_dist,25,reserve,2075,244.931,6.018
FVS_calibrated_dist,25,reserve,2100,272.866,6.762
FVS_calibrated_dist,26,reserve,2025,512.45,5.739
FVS_calibrated_dist,26,reserve,2050,621.957,7.02
FVS_calibrated_dist,26,reserve,2075,672.094,7.65
FVS_calibrated_dist,26,reserve,2100,698.647,8.026
FVS_calibrated_dist,27,reserve,2025,308.78,2.748
FVS_calibrated_dist,27,reserve,2050,364.075,3.252
FVS_calibrated_dist,27,reserve,2075,370.984,3.329
FVS_calibrated_dist,27,reserve,2100,382.163,3.446
FVS_calibrated_dist,28,reserve,2025,523.05,6.015
