plot_id,plt_cn,eco
1,128295214010478,66
2,128295296010478,66
3,173673254010854,75
4,173673255010854,65
5,173673256010854,45
6,173673257010854,45
7,173673258010854,67
8,216089188010854,75
9,216089189010854,75
10,216089190010854,75
11,216089191010854,65
12,216089192010854,66
13,216089193010854,66
14,216089194010854,66
15,216089195010854,66
16,216089196010854,66
17,216089197010854,66
18,216089198010854,66
19,216089199010854,75
20,216089200010854,66
21,216089201010854,66
22,216089202010854,66
23,216089203010854,66
24,216089204010854,66
25,216089205010854,66
26,216089206010854,66
27,216089648010854,75
28,216089678010854,67
29,216089907010854,65
30,216090038010854,66
31,216090105010854,66
32,216090236010854,45
33,216090412010854,66
34,216090536010854,67
35,216090614010854,66
36,216090615010854,66
37,216090819010854,66
38,216090862010854,66
39,216090863010854,66
40,216090978010854,45
41,216090981010854,45
42,216091254010854,66
43,216091305010854,45
44,216091465010854,66
45,216091694010854,66
46,216091695010854,66
47,216091712010854,45
48,216091778010854,66
49,216091781010854,75
50,216091841010854,66
51,216091940010854,66
52,216092360010854,66
53,216092365010854,66
54,216092376010854,75
55,216092501010854,75
56,216092521010854,45
57,216092605010854,67
58,216092669010854,45
59,216092756010854,66
60,216092757010854,66
61,216092809010854,66
62,216092811010854,66
63,216092824010854,66
64,234986206010854,66
65,237633074010854,75
66,56566660010478,65
67,56567205010478,66
68,56567296010478,66
69,56567386010478,66
70,56567553010478,66
71,56567637010478,66
72,56567684010478,66
73,56568137010478,66
74,56568254010478,66
75,56568312010478,66
76,56568402010478,66
77,56568516010478,66
78,56568634010478,66
79,56568692010478,66
80,56568797010478,66
81,56568916010478,75
82,56569074010478,75
83,56569160010478,75
84,56569305010478,75
85,56569596010478,75
86,56569776010478,75
87,56569952010478,75
88,56570066010478,75
89,56570174010478,75
90,56570354010478,75
91,56570481010478,75
92,56570612010478,75
93,56570776010478,75
94,56571056010478,75
95,56571427010478,45
96,56571497010478,45
97,56571601010478,45
98,56571808010478,45
99,56571985010478,45
100,56572049010478,45
101,56572270010478,45
102,56572362010478,45
103,56572459010478,45
104,56572661010478,45
105,56572787010478,45
106,56573008010478,45
107,56573088010478,45
108,56573229010478,45
109,56573328010478,45
110,56573426010478,67
111,56573556010478,67
112,56573637010478,67
113,56573851010478,67
114,56574054010478,67
115,56574150010478,45
116,56574291010478,67
