plot_id,plt_cn,eco
1,64384995010661,50
2,64493229010661,53
3,64583239010661,53
4,64393679010661,50
5,64408771010661,53
6,63800546010661,53
7,63869411010661,50
8,64557059010661,50
9,63622817010661,52
10,63839748010661,51
11,63797801010661,51
12,63826287010661,51
13,64113529010661,51
14,63846689010661,53
15,63769152010661,53
16,64338248010661,51
17,63767364010661,51
18,63776537010661,50
19,64542470010661,51
20,64520993010661,53
21,64125056010661,52
22,64662732010661,50
23,64289552010661,51
24,63671000010661,50
25,64254165010661,50
26,63872004010661,52
27,64229881010661,50
28,64092396010661,50
29,64410789010661,52
30,64158533010661,50
31,64303695010661,50
32,64312939010661,50
33,64702634010661,50
34,63683870010661,52
35,64271166010661,52
36,64370089010661,50
37,63790774010661,50
38,63668482010661,50
39,64496158010661,52
40,64053234010661,50
41,63842908010661,52
42,64333987010661,50
43,64661557010661,51
44,64562658010661,53
45,64135592010661,51
46,63635358010661,53
47,63698627010661,50
48,63771519010661,52
49,64050713010661,50
50,64649811010661,50
51,63660665010661,50
52,64213673010661,50
53,64105160010661,50
54,64122781010661,53
55,63721748010661,52
56,63644269010661,50
57,63735806010661,50
58,63698734010661,50
59,63787865010661,50
60,64412502010661,52
61,64348588010661,53
62,64243183010661,50
63,64166277010661,53
64,63749742010661,53
65,64531280010661,50
66,64584393010661,52
67,64435127010661,51
68,63697738010661,50
69,64316049010661,53
70,64701904010661,50
71,64402466010661,53
72,64128146010661,53
73,64057992010661,51
74,64613528010661,50
75,63745301010661,50
76,63812562010661,53
77,63620507010661,53
78,64605974010661,53
79,63781658010661,50
80,64056050010661,51
81,64321356010661,50
82,63840014010661,50
83,64431286010661,51
84,63739275010661,50
85,63621586010661,52
86,63789037010661,52
87,64368045010661,51
88,64565211010661,50
89,64667048010661,51
90,63791285010661,50
91,64149976010661,51
92,63644056010661,50
93,64194294010661,51
94,64300148010661,50
95,63626258010661,50
96,64447814010661,50
97,64268495010661,50
98,63696075010661,50
99,64232113010661,51
100,64038075010661,51
101,63750470010661,53
102,64105530010661,50
103,63630154010661,50
104,64692727010661,50
105,64663963010661,50
106,63669622010661,50
107,64414544010661,52
108,63747316010661,51
109,63850889010661,50
110,63825109010661,51
111,64573859010661,53
112,63869964010661,51
113,63680624010661,52
114,64497054010661,52
115,64089988010661,52
116,64427450010661,51
117,64483790010661,50
118,64411624010661,52
119,63825349010661,50
120,63768059010661,51
121,64430243010661,51
122,64567559010661,52
123,64680547010661,50
124,64699336010661,50
125,64355141010661,50
126,63863135010661,52
127,64388585010661,50
128,63714127010661,51
129,63847825010661,53
130,64512152010661,51
131,63650049010661,50
132,63749908010661,53
133,63987388010661,50
134,63725626010661,50
135,63717060010661,51
136,63779346010661,52
137,63758650010661,50
138,64568683010661,52
139,64209765010661,50
140,63693355010661,52
141,64208594010661,50
142,64070611010661,50
143,64112994010661,51
144,63679922010661,52
145,64496374010661,50
146,63809229010661,51
147,63708425010661,53
148,63853696010661,52
149,63809677010661,51
150,64064087010661,53
151,63626508010661,50
152,64678103010661,50
153,64097122010661,50
154,63819869010661,51
155,63851290010661,50
156,64290078010661,51
157,64212250010661,50
158,64305135010661,51
159,64261643010661,50
160,63691346010661,50
161,64301728010661,51
162,63683101010661,53
163,63705604010661,51
164,63624784010661,50
165,63678328010661,50
166,64401629010661,53
167,63660186010661,50
168,63803115010661,53
169,63856866010661,51
170,63771275010661,51
171,63620176010661,54
172,63694492010661,52
173,64233095010661,50
174,64353626010661,51
175,63651075010661,50
176,63705657010661,50
177,63812449010661,53
178,64365011010661,51
179,64224994010661,51
180,64106598010661,51
181,64648794010661,50
182,64340109010661,51
183,63802686010661,53
184,63825081010661,50
185,64116647010661,51
186,64354256010661,52
187,63851949010661,52
188,64422271010661,51
189,63747012010661,51
190,64699865010661,50
191,64198464010661,50
192,64672096010661,50
193,64163057010661,50
194,63997057010661,50
195,64576938010661,51
196,63775111010661,51
197,63683402010661,53
198,64236268010661,52
199,64460503010661,50
200,63844542010661,52
201,64510395010661,50
202,63734578010661,52
203,64251026010661,50
204,63841683010661,52
205,63788489010661,50
206,63868127010661,50
207,64240074010661,52
208,64379805010661,50
209,64344535010661,51
210,64285865010661,52
211,64110660010661,53
212,64390566010661,50
213,63776681010661,50
214,64085924010661,50
215,64017936010661,53
216,63693875010661,52
217,64660952010661,51
218,63716343010661,51
219,64192368010661,53
220,64451564010661,50
221,63853393010661,52
222,64007382010661,50
223,64338718010661,51
224,64369284010661,50
225,63813541010661,53
226,63787949010661,52
227,63982956010661,51
228,63685391010661,52
229,63794296010661,50
230,64514217010661,50
231,64177787010661,53
232,63774786010661,51
233,63850328010661,50
234,63822189010661,53
235,64544042010661,52
236,64230412010661,50
237,63620993010661,51
238,64247874010661,50
239,63671307010661,50
240,64459050010661,50
241,63703181010661,50
242,64181151010661,51
243,63834281010661,50
244,64423593010661,51
245,64700450010661,50
246,64125340010661,52
247,63805219010661,50
248,63792365010661,50
249,64420390010661,50
250,63732334010661,52
251,63668403010661,50
252,63767195010661,51
253,63747659010661,51
254,64054266010661,50
255,64103767010661,51
256,63694168010661,52
257,63723447010661,53
258,64166774010661,53
259,64078439010661,51
260,63786838010661,50
261,63656132010661,50
262,63828747010661,50
263,64419139010661,51
264,63614863010661,53
265,63821346010661,50
266,63865658010661,50
267,63852516010661,50
268,64647117010661,50
269,63864626010661,52
270,64666555010661,51
271,63673345010661,50
272,63845408010661,53
273,64366390010661,51
274,63633062010661,51
275,64533225010661,51
276,63857504010661,47
277,63784300010661,52
278,64110264010661,53
279,64250153010661,50
280,64084226010661,50
281,64013976010661,52
282,63783413010661,50
283,64637316010661,51
284,64152028010661,50
285,63638363010661,51
286,63772064010661,52
287,64115169010661,51
288,63807711010661,51
289,63683597010661,53
290,63841323010661,51
291,64011680010661,52
292,64302020010661,50
293,64679929010661,52
294,64074046010661,50
295,64085276010661,50
296,64152445010661,50
297,64646296010661,50
298,63859377010661,52
299,64539718010661,51
300,63669059010661,50
301,63843719010661,51
302,64492443010661,51
303,64681850010661,52
304,63733477010661,52
305,63821260010661,51
306,64303064010661,51
307,63871235010661,52
308,63841003010661,51
309,64549777010661,50
310,64660439010661,51
311,64103340010661,52
312,64133407010661,51
313,63802368010661,47
314,64314392010661,50
315,64568325010661,52
316,64368415010661,50
317,63874707010661,53
318,63637629010661,51
319,63674781010661,50
320,63641218010661,51
321,64302877010661,50
322,63671091010661,50
323,63826727010661,50
324,64534430010661,51
325,64574754010661,51
326,63856669010661,51
327,64090514010661,52
328,63627861010661,50
329,63774051010661,51
330,63718516010661,51
331,64437554010661,50
332,64036528010661,51
333,63668936010661,50
334,63708033010661,53
335,64225120010661,52
336,63759850010661,52
337,63703524010661,50
338,63852983010661,50
339,63858582010661,50
340,64661757010661,50
341,64678802010661,52
342,64163332010661,50
343,64125723010661,52
344,63803592010661,47
345,64532270010661,51
346,64056359010661,51
347,63869618010661,50
348,63682467010661,53
349,64024435010661,50
350,64425676010661,51
351,63760445010661,52
352,63689197010661,50
353,64511152010661,51
354,64237936010661,52
355,64075187010661,50
356,64083316010661,50
357,64273464010661,51
358,63834463010661,50
359,64410505010661,51
360,63765067010661,51
361,63666968010661,51
362,63612648010661,52
363,64113388010661,51
364,64081796010661,50
365,64629731010661,52
366,63670872010661,50
367,63630424010661,50
368,63706135010661,50
369,63659750010661,50
370,63621933010661,52
371,64195470010661,51
372,63809873010661,51
373,63670542010661,50
374,64672805010661,50
375,63834681010661,50
376,63764878010661,51
377,63751860010661,50
378,64121076010661,51
379,64053966010661,50
380,64014379010661,52
381,64602589010661,51
382,63824675010661,50
383,63765451010661,51
384,64347140010661,52
385,63721565010661,52
386,64505917010661,50
387,64065649010661,53
388,64671419010661,50
389,64576218010661,53
390,64247263010661,50
391,64225876010661,51
392,64221366010661,51
393,63691105010661,50
394,64025035010661,50
395,64492634010661,50
396,64694983010661,50
397,64662523010661,51
398,63814276010661,51
399,64039454010661,47
400,63817050010661,51
401,63836044010661,51
402,63754750010661,51
403,64351421010661,52
404,63822166010661,50
405,64499413010661,52
406,63788813010661,52
407,64015114010661,52
408,64174586010661,51
409,63840492010661,51
410,64673921010661,50
411,63640678010661,51
412,64383062010661,50
413,64267295010661,50
414,64194959010661,51
415,64104935010661,50
416,63753775010661,50
417,64500688010661,52
418,64222948010661,51
419,64102779010661,52
420,63659007010661,50
421,63792031010661,50
422,64237072010661,52
423,64505012010661,50
424,64274348010661,52
425,63871780010661,53
426,63764599010661,51
427,64364356010661,51
428,64358128010661,50
429,64056246010661,50
430,64545482010661,52
431,64162565010661,50
432,64692415010661,50
433,64449062010661,51
434,63725304010661,50
435,64078008010661,52
436,63856468010661,51
437,63739636010661,50
438,63632311010661,51
439,63667237010661,51
440,64549991010661,51
441,63721862010661,52
442,63740865010661,50
443,63751603010661,50
444,63764523010661,51
445,63791626010661,50
446,64281387010661,52
447,64415693010661,52
448,63825858010661,51
449,64226530010661,52
450,63807397010661,51
451,64226134010661,51
452,64266448010661,50
453,64210523010661,50
454,64425834010661,51
455,64099826010661,51
456,64386523010661,50
457,64337726010661,51
458,64070067010661,51
459,63694869010661,52
460,64327254010661,50
461,63846584010661,53
462,63750114010661,53
463,63702386010661,53
464,63665090010661,51
465,64481088010661,50
466,63708969010661,53
467,64237487010661,52
468,63816434010661,51
469,64551135010661,50
470,64541218010661,51
471,64666022010661,51
472,63808957010661,50
473,64174848010661,51
474,64113700010661,51
475,64305634010661,51
476,63723795010661,53
477,63798853010661,51
478,64214349010661,50
479,63682147010661,52
480,64339057010661,51
481,64180712010661,51
482,64221873010661,51
483,63759915010661,52
484,63754250010661,50
485,63659549010661,50
486,64309719010661,50
487,63699158010661,50
488,64467225010661,50
489,64181878010661,51
490,64101633010661,52
491,63705919010661,50
492,64115607010661,51
493,63674717010661,50
494,64127531010661,52
495,64416166010661,52
496,64538328010661,51
497,63741441010661,50
498,63670209010661,50
499,63768378010661,51
500,64370484010661,51
501,64407988010661,53
502,63670365010661,50
503,63714421010661,51
504,63667835010661,52
505,63622554010661,52
506,64212115010661,50
507,64114820010661,51
508,63869174010661,50
509,64235584010661,50
510,63839987010661,51
511,63824560010661,51
512,64345798010661,51
513,64586359010661,47
514,64571316010661,52
515,63786898010661,52
516,64235999010661,50
517,63844392010661,52
518,64087287010661,52
519,64236447010661,50
520,64339423010661,51
521,64287554010661,52
522,63648870010661,50
523,63709380010661,53
