PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_1999_Mgha,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha
20348,65930512010661,2002,46.480123,-92.345947,17,5,,,,128.528,,,,,129.812,,,,,129.678,,,,,134.965,,,,,106.175,,
20348,66013195010661,2002,47.569413,-92.50175,137,5,,,,131.023,,,,,148.986,,,,,136.062,,,,,134.225,,,,,145.488,,
20348,65771075010661,2001,46.000645,-95.340874,41,5,,,185.714,,,,,208.356,,,,,166.751,,,,,167.036,,,,,176.645,,,
20349,65737152010661,2001,46.830254,-92.82327,137,5,,,96.534,,,,,92.918,,,,,68.639,,,,,78.042,,,,,100.513,,,
20349,65704125010661,2001,47.301006,-91.407118,75,5,,,45.403,,,,,67.257,,,,,78.125,,,,,78.243,,,,,101.281,,,
20350,68858163010661,2003,46.821498,-93.644358,1,5,,,,,2.735,,,,,3.49,,,,,4.339,,,,,5.185,,,,,7.251,
20350,65156594010661,2000,44.490404,-92.810581,49,5,,13.142,,,,,14.498,,,,,17.324,,,,,30.307,,,,,44.704,,,,
20351,66062845010661,2002,47.303092,-91.694838,75,5,,,,86.685,,,,,108.971,,,,,107.827,,,,,117.548,,,,,98.85,,
20351,68685742010661,2003,45.421596,-95.021192,145,5,,,,,58.114,,,,,53.599,,,,,52.148,,,,,58.82,,,,,57.878,
20352,65845420010661,2001,44.234171,-93.960686,13,5,,,157.677,,,,,110.033,,,,,102.432,,,,,103.116,,,,,120.991,,,
20352,65184200010661,2000,47.914239,-95.331604,29,5,,51.459,,,,,30.747,,,,,24.526,,,,,32.648,,,,,58.437,,,,
20353,65861941010661,2002,46.093216,-95.244512,41,5,,,,122.848,,,,,129.59,,,,,128.26,,,,,129.232,,,,,133.913,,
20353,68644223010661,2003,46.645834,-92.547147,17,5,,,,,71.035,,,,,78.765,,,,,74.409,,,,,80.796,,,,,67.278,
20353,65772743010661,2001,43.668714,-92.193196,45,5,,,58.636,,,,,55.798,,,,,73.854,,,,,83.646,,,,,100.75,,,
20353,92235007010661,2004,48.296382,-92.823619,137,5,,,,,,11.81,,,,,17.764,,,,,35.099,,,,,60.843,,,,,87.441
20354,65771988010661,2001,43.826097,-92.112254,45,5,,,116.844,,,,,127.626,,,,,179.15,,,,,184.041,,,,,208.743,,,
20354,65680808010661,2001,47.447844,-93.664021,61,5,,,71.094,,,,,83.107,,,,,49.967,,,,,69.002,,,,,49.124,,,
20355,68883412010661,2003,47.476967,-94.471684,7,5,,,,,260.125,,,,,294.576,,,,,309.846,,,,,313.325,,,,,340.949,
20355,64744917010661,1999,48.478429,-95.76584,89,5,108.649,,,,,,,,,,33.203,,,,,15.002,,,,,19.374,,,,,25.071
20355,65247169010661,2000,46.561278,-96.169018,111,5,,29.247,,,,,36.068,,,,,51.248,,,,,65.207,,,,,72.537,,,,
20355,66049199010661,2002,45.05415,-94.506029,93,5,,,,38.322,,,,,57.675,,,,,72.001,,,,,87.902,,,,,83.103,,
20356,65963478010661,2002,46.78246,-93.863369,35,5,,,,41.292,,,,,36.927,,,,,50.819,,,,,53.511,,,,,59.821,,
20356,92235142010661,2004,48.250373,-92.497521,137,5,,,,,,89.032,,,,,71.656,,,,,80.617,,,,,96.628,,,,,111.801
20357,92629752010661,2004,48.234661,-92.657546,137,5,,,,,,20.059,,,,,104.198,,,,,124.239,,,,,146.199,,,,,150.33
20358,68665373010661,2003,47.217863,-95.437413,29,5,,,,,66.479,,,,,92.5,,,,,146.061,,,,,172.589,,,,,216.741,
20359,68664319010661,2003,47.343345,-95.497529,29,5,,,,,69.396,,,,,66.071,,,,,97.607,,,,,102.277,,,,,101.147,
20359,64819333010661,1999,47.736857,-94.185978,61,5,116.223,,,,,139.56,,,,,134.857,,,,,150.69,,,,,,,,,,20.598
20359,65204982010661,2000,46.723031,-95.515991,5,5,,14.745,,,,,18.001,,,,,16.349,,,,,18.218,,,,,22.719,,,,
20359,92235344010661,2004,48.198161,-93.031756,137,5,,,,,,55.837,,,,,65.373,,,,,52.806,,,,,74.666,,,,,83.886
20359,65987417010661,2002,46.870738,-93.465363,1,5,,,,93.356,,,,,91.05,,,,,58.091,,,,,59.555,,,,,32.28,,
20360,92235468010661,2004,48.166645,-92.3208,137,5,,,,,,49.238,,,,,77.565,,,,,99.993,,,,,150.561,,,,,154.296
20360,65724865010661,2001,43.875539,-91.36535,169,5,,,165.95,,,,,169.895,,,,,171.609,,,,,176.883,,,,,159.908,,,
20361,65173577010661,2000,46.713471,-94.63765,21,5,,102.226,,,,,120.118,,,,,141.135,,,,,149.58,,,,,174.693,,,,
20361,68796956010661,2003,47.389998,-93.260141,61,5,,,,,24.106,,,,,30.42,,,,,52.358,,,,,77.558,,,,,31.796,
20361,65992304010661,2002,44.144725,-92.059045,169,5,,,,80.759,,,,,95.949,,,,,96.104,,,,,99.145,,,,,96.941,,
20362,65865604010661,2002,44.444879,-92.541484,49,5,,,,27.782,,,,,43.976,,,,,84.039,,,,,89.488,,,,,97.723,,
20362,92235696010661,2004,48.161878,-92.512812,137,5,,,,,,50.368,,,,,52.961,,,,,42.809,,,,,73.093,,,,,70.669
20362,65240171010661,2000,45.322927,-95.973349,151,5,,41.644,,,,,60.032,,,,,57.13,,,,,62.962,,,,,75.142,,,,
20363,92235779010661,2004,48.111898,-92.130821,137,5,,,,,,55.986,,,,,69.598,,,,,86.645,,,,,99.982,,,,,103.202
20364,66058684010661,2002,43.900974,-92.314798,109,5,,,,37.252,,,,,54.776,,,,,77.214,,,,,86.125,,,,,96.741,,
20364,92235896010661,2004,48.134759,-92.704931,137,5,,,,,,30.821,,,,,14.706,,,,,31.438,,,,,63.372,,,,,80.998
20365,65751677010661,2001,45.952973,-92.847512,115,5,,,28.755,,,,,43.515,,,,,46.93,,,,,49.26,,,,,77.455,,,
20365,92629802010661,2004,48.102438,-91.973438,137,5,,,,,,4.075,,,,,8.513,,,,,17.111,,,,,24.62,,,,,31.384
20366,65147877010661,2000,46.619289,-93.94881,35,5,,135.369,,,,,160.132,,,,,173.939,,,,,191.407,,,,,207.188,,,,
20366,65088439010661,2000,47.809016,-93.714219,61,5,,30.077,,,,,30.539,,,,,39.529,,,,,49.854,,,,,49.562,,,,
20366,92235972010661,2004,48.131765,-92.897859,137,5,,,,,,143.015,,,,,152.404,,,,,167.236,,,,,164.679,,,,,175.983
20367,92236096010661,2004,48.097809,-92.368553,137,5,,,,,,59.295,,,,,73.854,,,,,78.847,,,,,86.487,,,,,101.851
20367,65751997010661,2001,45.867164,-92.951898,115,5,,,184.517,,,,,212.475,,,,,260.813,,,,,277.334,,,,,328.536,,,
20368,65175846010661,2000,46.490842,-94.498525,21,5,,34.836,,,,,60.419,,,,,65.913,,,,,76.093,,,,,106.503,,,,
20368,65207255010661,2000,48.249127,-95.05271,7,5,,31.943,,,,,35.204,,,,,31.72,,,,,22.63,,,,,18.177,,,,
20369,68857280010661,2003,46.895894,-93.603663,1,5,,,,,46.864,,,,,44.922,,,,,49.865,,,,,45.012,,,,,57.897,
20370,92236343010661,2004,48.104151,-93.079819,137,5,,,,,,137.381,,,,,148.728,,,,,158.033,,,,,174.296,,,,,193.201
20370,65160678010661,2000,43.994055,-93.915708,13,5,,129.404,,,,,150.135,,,,,163.611,,,,,151.255,,,,,151.135,,,,
20370,68664579010661,2003,47.294701,-95.439529,29,5,,,,,19.213,,,,,20.242,,,,,19.031,,,,,26.345,,,,,35.616,
20371,65576438010661,2001,46.673128,-93.53702,1,5,,,39.633,,,,,40.004,,,,,54.755,,,,,87.493,,,,,112.266,,,
20371,92318439010661,2004,46.662386,-95.942318,111,5,,,,,,62.916,,,,,66.748,,,,,45.788,,,,,49.674,,,,,51.146
20371,92322623010661,2004,47.745148,-91.38179,75,5,,,,,,106.934,,,,,115.899,,,,,120.021,,,,,135.16,,,,,135.533
20371,66009566010661,2002,48.771707,-95.105914,135,5,,,,53.465,,,,,67.776,,,,,58.152,,,,,74.888,,,,,82.447,,
20371,65843537010661,2001,47.597144,-94.608848,7,5,,,26.55,,,,,33.728,,,,,55.21,,,,,78.811,,,,,105.116,,,
20372,92322771010661,2004,47.742578,-91.774205,75,5,,,,,,55.698,,,,,67.73,,,,,70.384,,,,,72.232,,,,,64.407
20373,64807233010661,1999,47.629234,-93.486659,61,5,16.957,,,,,30.784,,,,,46.84,,,,,,,,,,82.762,,,,,117.787
20373,66053781010661,2002,45.883248,-94.136271,97,5,,,,48.449,,,,,57.733,,,,,69.833,,,,,77.965,,,,,91.253,,
20373,92322869010661,2004,47.702541,-91.053202,75,5,,,,,,98.238,,,,,82.598,,,,,94.371,,,,,99.89,,,,,106.199
20373,65780017010661,2001,47.03677,-95.01461,57,5,,,47.437,,,,,47.691,,,,,59.656,,,,,66.686,,,,,70.128,,,
20373,65684841010661,2001,48.740969,-96.711987,69,5,,,13.379,,,,,18.188,,,,,21.029,,,,,31.51,,,,,41.877,,,
20374,65063015010661,2000,47.114032,-94.700921,57,5,,19.906,,,,,26.981,,,,,36.61,,,,,52.245,,,,,56.788,,,,
20375,92323059010661,2004,47.68536,-91.246255,75,5,,,,,,2.712,,,,,5.652,,,,,15.64,,,,,9.982,,,,,24.492
20375,68854556010661,2003,47.690825,-94.169348,61,5,,,,,16.415,,,,,18.232,,,,,21.148,,,,,26.521,,,,,30.23,
20375,68774917010661,2003,48.57626,-95.029746,77,5,,,,,148.339,,,,,171.655,,,,,82.536,,,,,98.115,,,,,103.003,
20375,65882231010661,2002,45.832519,-92.763375,115,5,,,,110.585,,,,,105.379,,,,,134.673,,,,,138.884,,,,,159.436,,
20375,65185502010661,2000,47.531521,-95.207868,29,5,,30.157,,,,,40.9,,,,,51.135,,,,,54.076,,,,,85.204,,,,
20376,68778177010661,2003,48.477538,-94.44736,77,5,,,,,24.104,,,,,0.571,,,,,0.81,,,,,1.448,,,,,8.193,
20376,65933971010661,2002,46.690372,-92.637704,17,5,,,,60.893,,,,,67.097,,,,,82.798,,,,,95.597,,,,,107.954,,
20376,92323102010661,2004,47.668792,-91.566497,75,5,,,,,,84.712,,,,,92.2,,,,,112.049,,,,,129.374,,,,,124.73
20377,68654120010661,2003,46.413331,-94.552181,21,5,,,,,19.711,,,,,22.479,,,,,16.125,,,,,7.05,,,,,10.564,
20377,65146547010661,2000,46.756433,-93.869504,35,5,,63.746,,,,,50.79,,,,,65.783,,,,,82.115,,,,,86.301,,,,
20377,92236827010661,2004,47.992872,-92.760592,137,5,,,,,,27.653,,,,,42.519,,,,,51.195,,,,,67.729,,,,,76.165
20377,68773744010661,2003,48.66773,-94.56091,77,5,,,,,42.22,,,,,25.755,,,,,23.512,,,,,23.392,,,,,36.427,
20377,68871002010661,2003,48.350875,-95.5683,7,5,,,,,33.566,,,,,43.535,,,,,44.747,,,,,47.764,,,,,36.968,
20377,65898920010661,2002,47.409632,-93.570799,61,5,,,,105.979,,,,,116.743,,,,,120.697,,,,,100.892,,,,,121.38,,
20377,92648526010661,2004,47.617574,-91.275171,75,5,,,,,,75.54,,,,,33.737,,,,,37.196,,,,,56.839,,,,,86.85
20378,68892889010661,2003,46.066246,-94.212816,97,5,,,,,104.869,,,,,104.546,,,,,117.502,,,,,110.017,,,,,107.36,
20378,65792782010661,2001,47.248605,-93.194289,61,5,,,134.526,,,,,135.01,,,,,154.955,,,,,178.809,,,,,179.401,,,
20379,92323319010661,2004,47.626396,-91.453131,75,5,,,,,,72.575,,,,,50.45,,,,,56.99,,,,,59.528,,,,,52.344
20379,65154969010661,2000,43.742069,-91.812883,45,5,,69.485,,,,,75.429,,,,,81.438,,,,,90.833,,,,,81.152,,,,
20379,65253800010661,2000,46.146434,-92.991088,115,5,,29.084,,,,,31.776,,,,,30.488,,,,,27.38,,,,,32.981,,,,
20380,92323430010661,2004,47.579451,-91.629779,75,5,,,,,,32.121,,,,,41.17,,,,,52.105,,,,,58.358,,,,,34.853
20381,92237083010661,2004,47.92574,-92.383217,137,5,,,,,,65.328,,,,,62.618,,,,,63.746,,,,,73.638,,,,,78.27
20381,65981449010661,2002,47.420026,-95.15189,7,5,,,,37.582,,,,,53.845,,,,,77.97,,,,,100.953,,,,,144.101,,
20382,92237175010661,2004,47.893112,-91.881724,137,5,,,,,,29.519,,,,,55.1,,,,,59.11,,,,,62.853,,,,,68.15
20382,64938841010661,1999,47.965329,-95.376628,29,5,115.388,,,,,144.591,,,,,143.775,,,,,,,,,,30.593,,,,,81.444
20382,68806220010661,2003,47.551073,-94.005247,61,5,,,,,124.725,,,,,138.55,,,,,162.061,,,,,173.092,,,,,194.023,
20383,65154497010661,2000,43.788096,-91.896312,45,5,,32.854,,,,,29.861,,,,,23.918,,,,,15.984,,,,,22.215,,,,
20383,65134593010661,2000,47.972132,-89.649326,31,5,,104.343,,,,,123.079,,,,,116.398,,,,,97.548,,,,,103.295,,,,
20383,92345266010661,2004,46.03738,-95.70056,41,5,,,,,,104.284,,,,,104.796,,,,,128.045,,,,,129.993,,,,,132.158
20383,92323576010661,2004,47.524526,-91.290345,75,5,,,,,,57.831,,,,,47.05,,,,,47.322,,,,,54.034,,,,,57.108
20385,92626447010661,2004,47.491961,-91.660313,75,5,,,,,,41.417,,,,,58.708,,,,,82.999,,,,,123.556,,,,,149.003
20385,65852058010661,2001,47.27866,-93.896082,21,5,,,65.833,,,,,58.059,,,,,60.149,,,,,116.432,,,,,147.634,,,
20386,92323875010661,2004,47.458254,-91.304213,75,5,,,,,,75.299,,,,,84.733,,,,,83.28,,,,,90.912,,,,,104.858
20386,92629845010661,2004,47.852375,-92.445873,137,5,,,,,,89.302,,,,,79.973,,,,,63.236,,,,,70.08,,,,,66.552
20386,68859461010661,2003,46.729563,-93.553038,1,5,,,,,71.779,,,,,81.421,,,,,94.8,,,,,102.769,,,,,112.937,
20386,65717530010661,2001,45.305522,-95.628696,151,5,,,127.832,,,,,157.576,,,,,188.035,,,,,223.567,,,,,254.572,,,
20387,92237439010661,2004,47.788626,-91.898332,137,5,,,,,,75.104,,,,,85.065,,,,,91.199,,,,,90.053,,,,,88.902
20387,92626533010661,2004,47.450808,-91.546459,75,5,,,,,,39.997,,,,,43.41,,,,,46.686,,,,,55.157,,,,,58.633
20388,92324034010661,2004,47.393379,-91.175072,75,5,,,,,,75.011,,,,,77.461,,,,,70.81,,,,,74.525,,,,,90.23
20388,65259091010661,2000,45.841918,-92.839347,115,5,,111.297,,,,,117.872,,,,,128.864,,,,,144.02,,,,,158.626,,,,
20388,68840435010661,2003,43.824173,-94.073183,43,5,,,,,126.199,,,,,119.712,,,,,122.113,,,,,115.164,,,,,105.332,
20388,65179016010661,2000,47.15524,-94.074067,21,5,,127.615,,,,,117.585,,,,,144.541,,,,,153.603,,,,,171.49,,,,
20388,92629974010661,2004,47.838862,-92.79477,137,5,,,,,,45.501,,,,,44.859,,,,,47.769,,,,,57.569,,,,,56.354
20388,92217353010661,2004,47.135444,-95.72286,5,5,,,,,,37.846,,,,,55.439,,,,,71.815,,,,,94.293,,,,,109.038
20388,66001187010661,2002,46.221767,-94.90062,153,5,,,,44.889,,,,,43.186,,,,,50.24,,,,,58.348,,,,,68.387,,
20389,92630062010661,2004,47.817413,-92.60639,137,5,,,,,,8.016,,,,,20.751,,,,,26.385,,,,,31.139,,,,,34.331
20389,65307941010661,2000,48.408358,-96.103622,89,5,,17.667,,,,,10.543,,,,,6.432,,,,,7.869,,,,,12.751,,,,
20391,65979476010661,2002,47.601554,-95.094676,7,5,,,,72.428,,,,,68.264,,,,,69.637,,,,,73.288,,,,,69.668,,
20391,64996520010661,1999,46.415536,-93.212966,1,5,154.619,,,,,153.66,,,,,155.118,,,,,,,,,,66.341,,,,,78.246
20392,68749725010661,2003,45.703787,-95.638067,121,5,,,,,41.313,,,,,34.573,,,,,49.045,,,,,68.419,,,,,77.898,
20392,92237863010661,2004,47.789687,-92.089082,137,5,,,,,,18.921,,,,,16.507,,,,,13.97,,,,,9.431,,,,,10.498
20392,65763308010661,2001,48.46716,-95.700596,89,5,,,65.585,,,,,59.927,,,,,63.052,,,,,74.393,,,,,78.208,,,
20393,68790446010661,2003,48.194668,-96.718655,89,5,,,,,57.085,,,,,54.286,,,,,62.301,,,,,48.762,,,,,40.034,
20393,92324471010661,2004,47.29529,-91.57675,75,5,,,,,,114.312,,,,,120.063,,,,,117.181,,,,,129.206,,,,,149.863
20393,68849179010661,2003,47.198177,-94.758043,57,5,,,,,47.593,,,,,48.519,,,,,14.47,,,,,46.656,,,,,55.511,
20393,65718377010661,2001,46.027378,-94.957219,153,5,,,82.425,,,,,104.001,,,,,110.861,,,,,126.201,,,,,111.591,,,
20393,65973672010661,2002,48.44253,-95.416862,7,5,,,,59.055,,,,,22.848,,,,,29.997,,,,,43.058,,,,,51.771,,
20394,92626595010661,2004,47.270097,-91.373378,75,5,,,,,,54.367,,,,,47.41,,,,,53.353,,,,,63.118,,,,,80.403
20394,65201228010661,2000,47.113206,-95.350754,5,5,,35.645,,,,,49.005,,,,,51.352,,,,,61.22,,,,,85.343,,,,
20394,65773966010661,2001,44.337339,-92.593873,49,5,,,99.433,,,,,99.208,,,,,95.548,,,,,103.536,,,,,135.606,,,
20395,65993039010661,2002,45.197576,-93.782264,171,5,,,,74.357,,,,,89.163,,,,,85.498,,,,,94.868,,,,,120.471,,
20396,92324684010661,2004,47.215526,-91.45399,75,5,,,,,,79.262,,,,,95.121,,,,,98.59,,,,,126.817,,,,,117.406
20396,65742970010661,2001,46.616892,-95.338706,111,5,,,34.175,,,,,45.648,,,,,56.409,,,,,48.356,,,,,57.136,,,
20397,65873754010661,2002,47.049892,-95.000562,57,5,,,,54.61,,,,,65.222,,,,,74.54,,,,,92.183,,,,,115.833,,
20397,65773534010661,2001,43.730006,-93.42866,47,5,,,245.765,,,,,224.743,,,,,234.581,,,,,201.281,,,,,196.62,,,
20397,92630106010661,2004,47.691756,-92.150591,137,5,,,,,,25.354,,,,,32.991,,,,,39.728,,,,,86.679,,,,,90.837
20397,65149070010661,2000,46.368821,-94.219548,35,5,,38.883,,,,,46.945,,,,,55.055,,,,,67.468,,,,,86.794,,,,
20397,92324786010661,2004,47.222792,-91.621673,75,5,,,,,,185.675,,,,,214.558,,,,,214.297,,,,,271.321,,,,,296.86
20397,65847727010661,2001,46.495344,-93.043345,17,5,,,57.505,,,,,79.282,,,,,64.472,,,,,84.824,,,,,117.715,,,
20398,65905493010661,2002,47.678965,-93.834676,61,5,,,,19.671,,,,,21.679,,,,,22.442,,,,,37.003,,,,,53.198,,
20398,92346411010661,2004,43.819321,-92.258532,45,5,,,,,,71.793,,,,,70.373,,,,,94.049,,,,,118.616,,,,,117.523
20398,92324885010661,2004,47.150506,-91.450678,75,5,,,,,,26.185,,,,,4.416,,,,,4.705,,,,,5.294,,,,,7.398
20399,68645610010661,2003,46.632718,-92.885608,17,5,,,,,129.282,,,,,46.73,,,,,12.25,,,,,10.757,,,,,8.035,
20399,92324919010661,2004,47.126588,-91.602486,75,5,,,,,,52.797,,,,,59.214,,,,,75.909,,,,,91.386,,,,,107.668
20399,68655422010661,2003,47.383884,-94.53368,21,5,,,,,70.377,,,,,73.945,,,,,81.696,,,,,91.283,,,,,106.775,
20399,65902329010661,2002,47.190219,-93.371026,61,5,,,,99.744,,,,,105.387,,,,,114.05,,,,,153.759,,,,,183.581,,
20400,65987046010661,2002,46.943369,-93.597218,1,5,,,,23.566,,,,,24.749,,,,,30.907,,,,,47.29,,,,,64.895,,
20401,68861717010661,2003,46.441211,-93.408109,1,5,,,,,12.678,,,,,14.53,,,,,10.402,,,,,9.814,,,,,9.821,
20401,92630186010661,2004,47.659386,-92.887181,137,5,,,,,,54.718,,,,,49.329,,,,,73.128,,,,,85.902,,,,,94.366
20401,92325018010661,2004,47.653617,-91.438303,75,5,,,,,,183.965,,,,,200.583,,,,,203.227,,,,,206.92,,,,,174.44
20401,65164710010661,2000,46.713743,-92.687657,17,5,,25.422,,,,,31.822,,,,,24.075,,,,,29.683,,,,,32.475,,,,
20402,65877406010661,2002,46.27101,-96.09937,111,5,,,,44.51,,,,,62.599,,,,,71.527,,,,,85.517,,,,,108.577,,
20402,68756165010661,2003,47.267807,-91.498485,75,5,,,,,54.076,,,,,60.864,,,,,63.039,,,,,76.99,,,,,96.656,
20402,68893435010661,2003,45.958147,-94.345243,97,5,,,,,7.848,,,,,30.332,,,,,51.59,,,,,71.33,,,,,81.076,
20403,68756263010661,2003,47.418618,-91.624461,75,5,,,,,41.055,,,,,41.648,,,,,40.443,,,,,47.121,,,,,57.32,
20403,65893564010661,2002,47.880298,-93.202685,61,5,,,,20.4,,,,,23.468,,,,,21.093,,,,,26.597,,,,,31.457,,
20404,68648466010661,2003,47.058715,-94.606948,21,5,,,,,81.557,,,,,92.915,,,,,106.916,,,,,109.899,,,,,113.009,
20404,65163681010661,2000,46.602314,-92.672558,17,5,,11.604,,,,,31.121,,,,,48.718,,,,,69.818,,,,,103.092,,,,
20404,92346499010661,2004,43.780848,-91.973082,45,5,,,,,,76.333,,,,,81.249,,,,,80.652,,,,,98.674,,,,,109.306
20405,65858906010661,2002,46.539029,-93.929267,35,5,,,,92.281,,,,,98.055,,,,,101.656,,,,,111.114,,,,,120.411,,
20406,92238478010661,2004,47.566112,-92.040784,137,5,,,,,,58.687,,,,,71.401,,,,,77.254,,,,,85.992,,,,,85.937
20407,92238617010661,2004,47.607512,-92.89523,137,5,,,,,,99.648,,,,,112.408,,,,,131.591,,,,,158.682,,,,,158.126
20408,68847567010661,2003,47.314306,-94.963158,57,5,,,,,96.939,,,,,128.877,,,,,143.673,,,,,174.347,,,,,197.468,
20408,92238732010661,2004,47.578626,-92.196275,137,5,,,,,,76.416,,,,,75.124,,,,,83.21,,,,,96.235,,,,,122.936
20408,65134932010661,2000,47.903647,-90.385238,31,5,,207.062,,,,,211.224,,,,,196.935,,,,,212.833,,,,,222.909,,,,
20409,65135114010661,2000,47.785351,-90.273482,31,5,,173.954,,,,,195.866,,,,,220.045,,,,,233.164,,,,,284.007,,,,
20410,64904849010661,1999,48.415351,-94.466473,77,5,24.414,,,,,,,,,,15.779,,,,,17.604,,,,,18.019,,,,,20.433
20410,68872693010661,2003,48.236594,-94.513278,7,5,,,,,40.051,,,,,47.481,,,,,58.354,,,,,59.762,,,,,81.268,
20410,65275706010661,2000,48.921656,-96.300335,135,5,,6.44,,,,,6.441,,,,,17.148,,,,,21.785,,,,,38.842,,,,
20411,64998280010661,1999,46.32458,-93.393977,1,5,133.901,,,,,137.475,,,,,149.427,,,,,,,,,,138.44,,,,,141.993
20411,65801015010661,2001,47.316773,-94.413677,21,5,,,82.61,,,,,90.113,,,,,115.014,,,,,117.684,,,,,129.603,,,
20411,65822821010661,2001,46.40159,-94.310147,35,5,,,33.357,,,,,46.562,,,,,66.714,,,,,83.07,,,,,115.606,,,
20412,65569067010661,2001,46.994166,-93.206202,1,5,,,161.31,,,,,157.005,,,,,165.385,,,,,221.314,,,,,226.701,,,
20412,65005288010661,1999,47.092125,-95.256346,5,5,44.128,,,,,51.608,,,,,48.345,,,,,54.954,,,,,57.996,,,,,
20413,92238892010661,2004,47.495628,-92.007306,137,5,,,,,,266.994,,,,,275.295,,,,,279.549,,,,,284.59,,,,,278.793
20413,65873363010661,2002,47.012762,-94.904859,57,5,,,,109.847,,,,,110.793,,,,,126.735,,,,,128.422,,,,,144.706,,
20413,66076945010661,2002,48.558478,-95.059467,77,5,,,,79.749,,,,,100.308,,,,,118.547,,,,,101.357,,,,,105.689,,
20414,92271293010661,2004,43.663997,-95.011771,63,5,,,,,,88.35,,,,,98.034,,,,,102.51,,,,,104.832,,,,,127.219
20414,92239011010661,2004,47.516971,-92.924248,137,5,,,,,,36.196,,,,,39.765,,,,,63.716,,,,,86.42,,,,,92.586
20414,65206868010661,2000,48.293263,-94.507685,7,5,,5.398,,,,,7.055,,,,,9.866,,,,,18.091,,,,,22.148,,,,
20414,64803293010661,1999,47.783204,-93.625713,61,5,1.541,,,,,10.999,,,,,28.38,,,,,46.535,,,,,64.696,,,,,
20414,65944886010661,2002,47.14796,-94.082053,21,5,,,,57.716,,,,,57.762,,,,,80.88,,,,,88.712,,,,,86.893,,
20415,92239078010661,2004,47.477456,-92.219111,137,5,,,,,,44.654,,,,,59.938,,,,,64.728,,,,,80.306,,,,,76.299
20415,65820218010661,2001,46.759103,-94.323586,35,5,,,14.044,,,,,23.006,,,,,33.882,,,,,59.288,,,,,75.366,,,
20417,65165088010661,2000,46.4467,-92.706131,17,5,,61.061,,,,,86.154,,,,,99.025,,,,,99.72,,,,,110.92,,,,
20418,92630291010661,2004,47.45193,-92.804043,137,5,,,,,,91.161,,,,,106.053,,,,,120.459,,,,,159.796,,,,,178.916
20418,65214038010661,2000,47.657531,-94.705178,7,5,,94.229,,,,,107.198,,,,,92.792,,,,,114.852,,,,,130.815,,,,
20418,65938047010661,2002,46.893805,-94.183242,21,5,,,,5.445,,,,,4.782,,,,,2.899,,,,,2.29,,,,,2.773,,
20418,66074194010661,2002,49.345717,-94.985096,77,5,,,,53.036,,,,,28.905,,,,,31.784,,,,,37.599,,,,,58.258,,
20419,65266547010661,2000,47.612777,-96.079138,119,5,,73.987,,,,,85.778,,,,,87.217,,,,,89.703,,,,,93.342,,,,
20420,65008506010661,1999,47.035549,-95.297722,5,5,155.741,,,,,153.532,,,,,166.808,,,,,40.269,,,,,191.8,,,,,
20420,64966872010661,1999,46.793146,-94.278278,35,5,126.108,,,,,135.959,,,,,110.236,,,,,,,,,,32.342,,,,,43.145
20420,65893822010661,2002,47.738846,-93.667114,61,5,,,,81.069,,,,,71.807,,,,,83.304,,,,,95.605,,,,,31.044,,
20420,65195941010661,2000,46.46078,-93.150188,1,5,,24.173,,,,,46.959,,,,,67.2,,,,,97.391,,,,,115.516,,,,
20421,65193657010661,2000,46.583436,-93.44252,1,5,,123.228,,,,,145.467,,,,,170.74,,,,,195.528,,,,,214.54,,,,
20421,65258065010661,2000,45.969606,-93.04179,115,5,,56.687,,,,,67.546,,,,,44.241,,,,,47.568,,,,,50.276,,,,
20421,65135260010661,2000,48.061362,-90.674032,31,5,,30.484,,,,,39.316,,,,,73.309,,,,,102.6,,,,,149.924,,,,
20422,92239372010661,2004,47.409348,-92.088336,137,5,,,,,,107.523,,,,,119.569,,,,,128.581,,,,,136.77,,,,,128.195
20422,65769123010661,2001,46.094579,-94.094993,97,5,,,77.46,,,,,100.544,,,,,102.265,,,,,119.734,,,,,149.643,,,
20422,65778698010661,2001,47.168561,-94.94947,57,5,,,58.708,,,,,61.916,,,,,72.793,,,,,85.113,,,,,90.374,,,
20424,92239555010661,2004,47.377208,-92.459333,137,5,,,,,,78.113,,,,,87.078,,,,,97.24,,,,,113.276,,,,,117.915
20424,65157682010661,2000,44.588219,-92.671739,49,5,,17.883,,,,,30.008,,,,,32.448,,,,,26.533,,,,,26.407,,,,
20424,65135422010661,2000,47.593185,-90.89717,31,5,,211.616,,,,,208.821,,,,,248.348,,,,,243.643,,,,,258.391,,,,
20425,92239691010661,2004,47.378018,-92.640811,137,5,,,,,,14.615,,,,,33.931,,,,,54.098,,,,,51.449,,,,,59.197
