PLOT,FIA_PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha,BIOM_2025_Mgha
3871,20492,89799328010661,2004,46.008957,-86.742035,41,3,,,,,39.494,,,,,,,,,,51.745,,,,,,,69.628,,,,
3872,20492,55576937010661,2003,45.975427,-84.716383,97,3,,,,61.209,,,,,,,,,,70.014,,,,,,,76.444,,,,,
3873,20493,89799411010661,2004,46.125741,-86.616407,41,3,,,,,170.454,,,,,,,,,,,202.853,,,,,,,211.263,,,
3874,20493,55577590010661,2003,45.979611,-84.938919,97,3,,,,80.908,,,,,,,,,,72.998,,,,,,,66.329,,,,,
3875,20494,89799518010661,2004,46.043504,-86.809328,41,3,,,,,200.97,,,,,,,,,,,206.234,,,,,,,226.899,,,
3876,20494,55578052010661,2003,45.900298,-84.792085,97,3,,,,153.744,,,,,,,,,,196.551,,,,,,,224.491,,,,,
3877,20496,89707102010661,2004,45.839114,-87.592934,109,3,,,,,174.768,,,,,,,,,,,147.28,,,,,,,164.511,,,
3878,20497,89799735010661,2004,45.978753,-86.882717,41,3,,,,,45.739,,,,,,,,,,77.326,,,,,,,88.598,,,,
3879,20498,89744373010661,2004,46.097073,-84.701553,97,3,,,,,96.308,,,,,,,,,,131.555,,,,,,,126.82,,,,
3880,20498,55340484010661,2002,46.582048,-85.513216,95,3,,,207.228,,,,,,,,,,160.663,,,,,,,31.799,,,,,,
3881,20498,89799844010661,2004,45.909376,-86.501869,41,3,,,,,78.667,,,,,,,,,,,64.186,,,,,,,77.689,,,
3882,20500,89744520010661,2004,46.113025,-84.906625,97,3,,,,,136.702,,,,,,,,,,203.255,,,,,,,229.939,,,,
3883,20502,102451784010661,2006,46.353015,-89.113416,131,3,,,,,,,87.501,,,,,104.581,,,,,,144.402,,,,,,,,
3884,20505,89634691010661,2004,46.011979,-83.720594,33,3,,,,,142.784,,,,,,,,,,48.238,,,,,,,51.202,,,,
3885,20507,55025409010661,2003,46.318457,-84.157196,33,3,,,,104.628,,,,,,,,,,22.591,,,,,,43.928,,,,,,
3886,20509,102514398010661,2007,46.641947,-89.197535,131,3,,,,,,,,21.703,,,,,7.169,,,,,,,5.119,,,,,,
3887,20510,89745446010661,2004,46.15166,-84.792904,97,3,,,,,128.815,,,,,,,,,,,120.45,,,,,,,108.654,,,
3888,20510,55367214010661,2003,46.285602,-88.985394,71,3,,,,59.509,,,,,,,,,,83.7,,,,,,,120.604,,,,,
3889,20511,55367696010661,2003,46.223129,-88.794763,71,3,,,,198.547,,,,,,,,,,198.345,,,,,,,210.865,,,,,
3890,20511,89745712010661,2004,46.011911,-84.491063,97,3,,,,,107.39,,,,,,,,,,,121.169,,,,,,,124.351,,,
3891,20512,89745932010661,2004,45.931547,-84.890515,97,3,,,,,129.493,,,,,,,,,,151.297,,,,,,,148.234,,,,
3892,20517,89634064010661,2004,46.126219,-84.21248,33,3,,,,,109.888,,,,,115.678,,,,,120.304,,,,,,,,,,,
3893,20519,55370120010661,2003,46.350187,-88.688189,71,3,,,,208.472,,,,,,,,,,225.155,,,,,,219.958,,,,,,
3894,20520,89746112010661,2004,46.036673,-84.581411,97,3,,,,,60.849,,,,,,,,,,97.846,,,,,,,115.318,,,,
3895,20521,55020745010661,2003,46.31166,-85.102749,33,3,,,,142.75,,,,,174.124,,,,,209.881,,,,,,,,,,,,
3896,20521,102447134010661,2006,46.05529,-86.480843,153,3,,,,,,,98.884,,,,,102.776,,,,,,,,,,,,,128.868,
3897,20522,55371362010661,2003,46.259854,-88.898112,71,3,,,,161.736,,,,,,,,,,165.646,,,,,,177.1,,,,,,
3898,20522,55884199010661,2003,46.741178,-88.960532,131,3,,,,202.639,,,,,,,,,,185.175,,,,,,,197.891,,,,,
3899,20523,55371983010661,2003,46.212485,-88.950475,71,3,,,,208.319,,,,,,,,,,136.764,,,,,,,161.159,,,,,
3900,20524,55885543010661,2003,46.737913,-89.291855,131,3,,,,265.5,,,,,,,,,,270.612,,,,,,,293.289,,,,,
3901,20526,55886836010661,2003,46.664131,-89.500989,131,3,,,,205.868,,,,,,,,,,221.335,,,,,,226.712,,,,,,
3902,20527,55373453010661,2003,46.299303,-88.736643,71,3,,,,170.143,,,,,,,,,,158.752,,,,,,,180.51,,,,,
3903,20528,55887768010661,2003,46.563609,-89.573468,131,3,,,,163.552,,,,,,,,,,140.471,,,,,,,175.36,,,,,
3904,20532,55891030010661,2003,46.687652,-89.177379,131,3,,,,37.712,,,,,,,,,,53.083,,,,,,68.17,,,,,,
3905,20533,55891400010661,2003,46.456791,-89.090728,131,3,,,,113.027,,,,,,,,,,142.555,,,,,,,167.257,,,,,
3906,20535,89590602010661,2004,46.413202,-88.891938,71,3,,,,,174.339,,,,,,,,,,216.648,,,,,,,242.236,,,,
3907,20536,89868429010661,2004,46.317482,-88.936298,71,3,,,,,92.888,,,,,,,,,,96.426,,,,,,,108.122,,,,
3908,20536,55893169010661,2003,46.504171,-88.993063,131,3,,,,163.445,,,,,,,,,,186.318,,,,,,,205.883,,,,,
3909,20537,89590752010661,2004,46.386976,-88.83466,71,3,,,,,221.596,,,,,,,,,,198.693,,,,,,,215.432,,,,
3910,20537,55893754010661,2003,46.507311,-89.355206,131,3,,,,94.025,,,,,,,,,,113.489,,,,,,,114.42,,,,,
3911,20538,89639424010661,2004,46.402769,-84.677104,33,3,,,,,40.983,,,,,,,,,,59.221,,,,,,,62.805,,,,
3912,20540,60151601010661,2002,46.32456,-86.583878,153,3,,,53.196,,,,,,,,,,,,,,,,36.516,,,,,,,51.026
3913,20540,89590964010661,2004,46.244541,-88.677881,71,3,,,,,103.192,,,,,,,,,,,147.59,,,,,,,166.546,,,
3914,20541,89591080010661,2004,46.22824,-88.908959,71,3,,,,,124.682,,,,,,,,,,111.016,,,,,,,139.129,,,,
3915,20542,89688387010661,2004,46.720288,-89.108988,131,3,,,,,90.786,,,,,,,,,,,93.739,,,,,,,96.512,,,
3916,20544,89868477010661,2004,46.144083,-88.940605,71,3,,,,,22.501,,,,,,,,,,70.603,,,,,,,108.233,,,,
3917,20544,102106183010661,2008,46.001399,-83.605205,33,3,,,,,,,,,15.925,,,,,43.583,,,,,,84.009,,,,,,
3918,20545,56074954010661,2003,46.292961,-86.46923,153,3,,,,196.974,,,,,,,,,,276.23,,,,,,279.133,,,,,,
3919,20545,89688623010661,2004,46.603475,-89.51727,131,3,,,,,214.934,,,,,,,,,,160.511,,,,,,,176.313,,,,
3920,20546,56075517010661,2003,46.118894,-86.377328,153,3,,,,3.759,,,,,,,,,,35.317,,,,,,,42.15,,,,,
3921,20547,56075801010661,2003,46.041205,-86.416555,153,3,,,,46.559,,,,,,,,,,61.061,,,,,,,66.301,,,,,
3922,20550,56076859010661,2003,46.215825,-86.515067,153,3,,,,340.224,,,,,,,,,,339.634,,,,,,,392.01,,,,,
3923,20553,89689360010661,2004,46.685358,-89.391589,131,3,,,,,271.412,,,,,,,,,,284.482,,,,,,,301.619,,,,
3924,20554,89689499010661,2004,46.620218,-89.08379,131,3,,,,,157.75,,,,,,,,,,,148.737,,,,,,,164.938,,,
3925,20555,56079807010661,2003,46.277621,-86.394266,153,3,,,,69.127,,,,,,,,,,81.273,,,,,,,64.001,,,,,
3926,20556,89753627010661,2004,46.45048,-88.043189,103,3,,,,,89.393,,,,,105.385,,,,,,,,,,,,,80.425,,,
3927,20556,89689794010661,2004,46.381919,-89.161228,131,3,,,,,110.42,,,,,,,,,,115.251,,,,,,,138.401,,,,
3928,20559,89661399010661,2004,46.241007,-86.421577,153,3,,,,,154.861,,,,,,,,,,194.279,,,,,,,216.967,,,,
3929,20561,55605703010661,2003,46.877222,-87.855136,103,3,,,,135.405,,,,,127.945,,,,,123.894,,,,,,,,,,,,
3930,20566,89661974010661,2004,46.30409,-86.539388,153,3,,,,,89.529,,,,,,,,,,,104.115,,,,,,,107.495,,,
3931,20567,89662136010661,2004,46.210659,-86.398471,153,3,,,,,96.087,,,,,,,,,,99.275,,,,,,,106.882,,,,
3932,20568,55688332010661,2002,46.632821,-89.301874,131,3,,,117.83,,,,,106.257,,,,,,,,,,,,47.736,,,,,,
3933,20569,89662298010661,2004,46.075018,-86.443386,153,3,,,,,16.197,,,,,,,,,,51.679,,,,,,,90.114,,,,
3934,20572,89662383010661,2004,46.151016,-86.438617,153,3,,,,,52.444,,,,,,,,,,79.355,,,,,,,103.398,,,,
3935,20577,55624109010661,2001,46.15112,-85.941836,153,3,,223.516,,,,,257.198,,,,,247.179,,,,,,,,,,,,,,
3936,20578,107862416010661,2009,46.295663,-87.391556,103,3,,,,,,,,,,30.277,,,,,46.466,,,,,,,61.808,,,,
3937,20580,60154052010661,2002,46.429298,-85.958842,153,3,,,3.801,,,,,,,,,,,,,,,,0.658,,,,,,,6.842
3938,20581,102107656010661,2008,46.294452,-86.527636,153,3,,,,,,,,,73.271,,,,,83.003,,,,,,,93.125,,,,,
3939,20599,55243175010661,2001,46.137933,-87.569693,103,3,,82.168,,,,,99.963,,,,,,,,,,,,,,,,,,134.297,
3940,20605,102509736010661,2007,46.167644,-87.346532,103,3,,,,,,,,41.762,,,,,56.133,,,,,,,78.605,,,,,,
3941,20622,102443804010661,2006,46.518912,-87.751536,103,3,,,,,,,171.176,,,,,183.799,,,,,,,,,,,,,,97.592
3942,20631,55621483010661,2003,46.429804,-87.557253,103,3,,,,79.107,,,,,66.36,,,,,76.91,,,,,,,,,,,,
3943,20633,54599821010661,2000,46.326606,-84.845888,33,3,8.317,,,,,11.458,,,,,15.186,,,,,,,,,,,,,,,
3944,20640,102451064010661,2006,46.352723,-87.129136,103,3,,,,,,,91.373,,,,,,,,,,,99.577,,,,,,,92.161,
3945,20648,89758298010661,2004,46.275996,-87.937586,103,3,,,,,71.508,,,,,,,,,,73.736,,,,,,,83.904,,,,
3946,20652,54715728010661,2001,46.244751,-84.948275,33,3,,111.08,,,,,,,,,,,,,,,,13.409,,,,,,,29.185,
3947,20654,55229947010661,2001,46.378975,-87.487075,103,3,,112.948,,,,,117.212,,,,,131.824,,,,,,,,,,,,,,
3948,20669,55609851010661,2003,46.722471,-87.760733,103,3,,,,255.259,,,,,220.722,,,,,246.625,,,,,,,,,,,,
3949,20674,102512877010661,2007,46.428523,-84.643361,33,3,,,,,,,,17.678,,,,,35.511,,,,,,,73.237,,,,,,
3950,20686,102509685010661,2007,46.320723,-87.291294,103,3,,,,,,,,151.97,,,,,173.402,,,,,,,203.589,,,,,,
3951,20695,89762451010661,2004,46.731827,-87.981629,103,3,,,,,142.824,,,,,,,,,,,192.332,,,,,,,199.861,,,
3952,20700,55220156010661,2001,46.445415,-87.792964,103,3,,117.164,,,,,132.149,,,,,132.069,,,,,,,,,,,,,,
3953,20700,55042689010661,2003,46.466332,-84.943023,33,3,,,,104.556,,,,,,,,,,144.249,,,,,,187.614,,,,,,
3954,20702,55043701010661,2003,46.308279,-84.845381,33,3,,,,28.975,,,,,,,,,,60.933,,,,,,,60.985,,,,,
3955,20704,102509754010661,2007,46.008208,-87.612554,103,3,,,,,,,,169.891,,,,,,,,,,,188.012,,,,,,,175.262
3956,20704,55044116010661,2003,46.208676,-84.884158,33,3,,,,32.076,,,,,,,,,,29.565,,,,,,,36.879,,,,,
3957,20705,55044253010661,2003,46.207462,-85.059884,33,3,,,,2.615,,,,,,,,,,7.133,,,,,,,7.503,,,,,
3958,20711,55046085010661,2003,46.469663,-85.108879,33,3,,,,241.396,,,,,,,,,,246.288,,,,,,,244.161,,,,,
3959,20714,55046920010661,2003,46.44117,-84.673463,33,3,,,,9.481,,,,,,,,,,35.048,,,,,,46.793,,,,,,
3960,20715,55422479010661,2002,46.400379,-87.612167,103,3,,,58.963,,,,,69.063,,,,,60.479,,,,,,,,,,,,,
3961,20716,55047409010661,2003,46.353527,-84.713713,33,3,,,,95.62,,,,,,,,,,124.899,,,,,,,141.399,,,,,
3962,20718,55048852010661,2003,46.350524,-85.098741,33,3,,,,101.6,,,,,,,,,,136.211,,,,,,,152.704,,,,,
3963,20720,55049830010661,2003,46.275461,-84.957823,33,3,,,,17.558,,,,,,,,,,23.224,,,,,,23.275,,,,,,
3964,20723,55050851010661,2003,46.209671,-84.795481,33,3,,,,75.103,,,,,,,,,,108.253,,,,,,,130.336,,,,,
3965,20727,89637078010661,2004,46.408294,-84.724516,33,3,,,,,127.102,,,,,,,,,,,184.775,,,,,,,168.852,,,
3966,20730,89637261010661,2004,46.237668,-84.817842,33,3,,,,,7.391,,,,,,,,,,20.168,,,,,,,27.531,,,,
3967,20732,89637496010661,2004,46.179045,-84.875736,33,3,,,,,103.685,,,,,,,,,,104.699,,,,,,,80.053,,,,
3968,20735,89637813010661,2004,46.470557,-84.619754,33,3,,,,,21.394,,,,,,,,,,,27.668,,,,,,,32.222,,,
3969,20738,89637976010661,2004,46.308236,-84.736221,33,3,,,,,82.645,,,,,,,,,,81.593,,,,,,,84.178,,,,
3970,20740,89638286010661,2004,46.233643,-84.919678,33,3,,,,,3.524,,,,,,,,,,12.29,,,,,,,18.816,,,,
3971,20750,89638550010661,2004,46.469158,-84.712583,33,3,,,,,141.877,,,,,,,,,,188.445,,,,,,,216.153,,,,
3972,20755,89756871010661,2004,46.292715,-87.209915,103,3,,,,,244.568,,,,,248.698,,,,,288.584,,,,,,,,,,,
3973,20763,102443012010661,2006,46.47333,-84.328795,33,3,,,,,,,72.939,,,,,75.7,,,,,,92.716,,,,,,,,
3974,20765,102443816010661,2006,46.265555,-87.871577,103,3,,,,,,,72.856,,,,,79.281,,,,,,93.191,,,,,,,,
3975,20770,102509340010661,2007,46.429651,-85.067045,33,3,,,,,,,,151.198,,,,,,,,,,,120.427,,,,,,,148.25
3976,20807,102107866010661,2008,46.416331,-87.730298,103,3,,,,,,,,,33.407,,,,,46.684,,,,,,63.994,,,,,,
3977,20825,55652282010661,2003,46.348072,-87.406575,103,3,,,,37.671,,,,,34.264,,,,,55.573,,,,,,,,,,,,
3978,20837,102510516010661,2007,46.541276,-87.720567,103,3,,,,,,,,2.088,,,,,31.144,,,,,,,91.035,,,,,,
3979,20845,55607475010661,2003,46.810951,-87.895423,103,3,,,,130.975,,,,,66.717,,,,,81.211,,,,,,,,,,,,
3980,20855,107862413010661,2009,46.392721,-87.359545,103,3,,,,,,,,,,189.724,,,,,222.249,,,,,,,222.328,,,,
3981,20869,55631359010661,2003,46.273128,-87.966068,103,3,,,,193.994,,,,,196.607,,,,,202.406,,,,,,,,,,,,
3982,20892,55013100010661,2000,46.107589,-87.442173,103,3,65.981,,,,,4.852,,,,,,,,,,,,,,,,,,4.142,,
3983,20954,55658248010661,2003,46.355159,-87.159431,103,3,,,,230.884,,,,,,,,,,233.045,,,,,,,254.742,,,,,
3984,20966,89760766010661,2004,46.654569,-88.028764,103,3,,,,,188.549,,,,,,,,,,97.849,,,,,,,69.946,,,,
3985,20976,89761606010661,2004,46.658213,-87.996778,103,3,,,,,204.871,,,,,,,,,,238.158,,,,,,,231.197,,,,
3986,20981,55036288010661,2002,46.320309,-89.97399,53,3,,,247.202,,,,,261.98,,,,,,,,,,,,247.263,,,,,,
3987,20981,102107542010661,2008,46.374948,-85.402442,95,3,,,,,,,,,1.835,,,,,5.89,,,,,,,19.426,,,,,
3988,20981,54605290010661,2000,43.906131,-84.958634,35,3,142.391,,,,,,,,,,,,,,,55.809,,,,,,,96.336,,,
3989,20981,55933236010661,2003,44.600542,-84.356948,135,3,,,,30.551,,,,,,,,,,50.869,,,,,,,47.615,,,,,
3990,20992,55025526010661,2000,46.485772,-87.797187,103,3,244.717,,,,,256.73,,,,,251.822,,,,,,,,,,,,,,,
3991,25555,55599983010661,2003,44.270147,-86.110996,101,3,,,,193.836,,,,,,,,,,187.912,,,,,,,173.581,,,,,
3992,25555,60821881010661,2003,44.224306,-85.506371,165,3,,,,121.145,,,,,,,,,,128.687,,,,,,149.95,,,,,,
3993,29001,55593559010661,2002,43.741483,-85.63897,123,3,,,24.435,,,,,38.608,,,,,,,,,,,,63.534,,,,,,
3994,29002,89703863010661,2004,44.124169,-86.138974,105,3,,,,,202.143,,,,,,,,,,,253.699,,,,,,,290.201,,,
3995,29004,89872155010661,2004,43.47209,-86.18474,127,3,,,,,163.753,,,,,171.478,,,,,204.946,,,,,,,,,,,
3996,29005,55909294010661,2003,46.57128,-89.509355,131,3,,,,161.942,,,,,,,,,,186.054,,,,,,,184.613,,,,,
3997,29006,60817381010661,2003,44.366174,-85.590916,165,3,,,,253.352,,,,,,,,,,293.977,,,,,,,226.228,,,,,
3998,29007,55373278010661,2001,43.469162,-85.645593,123,3,,45.815,,,,,58.396,,,,,67.732,,,,,,,,,,,,,,
3999,29007,102509922010661,2007,46.726338,-88.334996,13,3,,,,,,,,257.726,,,,,,,,,,,185.815,,,,,,,179.786
4000,29007,89611501010661,2004,43.852527,-85.892065,85,3,,,,,158.142,,,,,,,,,,172.691,,,,,,,194.68,,,,
4001,29008,107862740010661,2009,46.489055,-89.104956,131,3,,,,,,,,,,57.334,,,,,76.622,,,,,,,91.221,,,,
4002,29008,55359184010661,2002,45.993121,-84.736502,97,3,,,47.362,,,,,,,,,,51.681,,,,,,,44.051,,,,,,
4003,29009,89674876010661,2004,43.50664,-85.714603,123,3,,,,,96.009,,,,,,,,,,,117.568,,,,,,,118.184,,,
4004,29010,89792540010661,2004,44.560006,-84.486603,39,3,,,,,51.114,,,,,44.924,,,,,,,,,,,,28.322,,,,
4005,29010,89784870010661,2004,44.407864,-83.668754,69,3,,,,,31.509,,,,,44.865,,,,,42.496,,,,,,,,,,,
4006,29010,55190011010661,2001,44.298487,-85.922517,101,3,,58.692,,,,,68.253,,,,,98.05,,,,,,,,,,,,,,
4007,29012,54748580010661,2001,44.570556,-84.405432,39,3,,51.938,,,,,,,,,,,,,,,,0.218,,,,,,,9.16,
4008,29012,55377829010661,2003,46.070645,-88.758118,71,3,,,,142.06,,,,,151.605,,,,,144.748,,,,,,,,,,,,
4009,29015,100182494010661,2005,45.894496,-86.455807,153,3,,,,,,34.671,,,,,49.451,,,,,87.347,,,,,,,,,,
4010,29015,100221332010661,2005,46.384477,-88.220368,71,3,,,,,,190.687,,,,,206.636,,,,,,,,,,,,139.8,,,
4011,29016,54954627010661,2001,45.966553,-88.186893,71,3,,50.078,,,,,54.653,,,,,,,,,,53.593,,,,,,,,,
4012,29016,89608303010661,2004,44.015799,-85.972047,85,3,,,,,240.755,,,,,277.168,,,,,278.282,,,,,,,,,,,
4013,29017,54781880010661,2002,46.616169,-88.399267,13,3,,,87.314,,,,,89.217,,,,,77.118,,,,,,,,,,,,,
4014,29018,55350559010661,2003,46.17441,-88.388795,71,3,,,,167.504,,,,,,,,,,59.844,,,,,,67.077,,,,,,
4015,29018,89825789010661,2004,44.542982,-83.878629,1,3,,,,,52.279,,,,,,,,,,43.136,,,,,,,48.755,,,,
4016,29018,55681663010661,2003,43.966023,-86.071335,105,3,,,,150.299,,,,,,,,,,177.51,,,,,,,193.857,,,,,
4017,29019,89776594010661,2004,46.495519,-88.857874,61,3,,,,,187.316,,,,,,,,,,182.647,,,,,,,203.796,,,,
4018,29021,54942851010661,2001,46.315065,-88.899932,71,3,,135.12,,,,,,,,,,77.561,,,,,,90.955,,,,,,,,
4019,29021,89635920010661,2004,46.262224,-84.352215,33,3,,,,,79.379,,,,,93.945,,,,,,,,,,,,31.564,,,,
4020,29022,55547324010661,2003,46.089085,-84.463172,97,3,,,,165.494,,,,,,,,,,19.233,,,,,,26.143,,,,,,
4021,29023,55681302010661,2003,44.099565,-86.046719,105,3,,,,211.133,,,,,,,,,,245.358,,,,,,,284.453,,,,,
4022,29024,54753053010661,2001,46.018615,-86.923321,41,3,,56.63,,,,,74.575,,,,,,,,,,,,,,,,,,51.156,
4023,29024,89607961010661,2004,44.091597,-85.568131,85,3,,,,,131.605,,,,,,,,,,,106.07,,,,,,,135.944,,,
4024,29025,168979007010661,2010,46.328589,-88.424147,71,3,,,,,,,,,,,28.186,,,,,36.543,,,,,,,40.244,,,
4025,29027,54540521010661,2000,44.592661,-83.535028,1,3,23.456,,,,,,,,,,,,,,,,6.824,,,,,,,7.188,,
4026,29028,102107743010661,2008,46.437396,-86.997972,3,3,,,,,,,,,189.811,,,,,176.202,,,,,,191.525,,,,,,
4027,29028,55921044010661,2003,44.786589,-84.073519,135,3,,,,114.674,,,,,,,,,,131.829,,,,,,,132.102,,,,,
4028,29030,62211301010661,2000,44.439835,-85.728194,165,3,46.424,,,,,46.724,,,,,53.88,,,,,,,,,,,,,,,
4029,29030,54709080010661,2002,44.809633,-83.344363,1,3,,,162.487,,,,,,,,,,219.77,,,,,,,237.873,,,,,,
4030,29032,89608576010661,2004,43.942757,-86.008824,85,3,,,,,29.222,,,,,40.987,,,,,54.054,,,,,,,,,,,
4031,29032,100248810010661,2005,44.760068,-83.447702,1,3,,,,,,86.018,,,,,100.645,,,,,,132.597,,,,,,,,,
4032,29033,55603159010661,2003,44.214305,-86.207489,101,3,,,,146.183,,,,,,,,,,179.418,,,,,,200.443,,,,,,
4033,29033,107862746010661,2009,46.332198,-89.186415,53,3,,,,,,,,,,120.626,,,,,114.651,,,,,,,150.005,,,,
4034,29036,55923702010661,2003,44.678942,-84.267935,135,3,,,,86.789,,,,,106.406,,,,,119.898,,,,,,,,,,,,
4035,29042,55694067010661,2002,46.423443,-89.046206,131,3,,,206.709,,,,,214.079,,,,,,,,,,,,,,,,,,162.338
4036,29043,221275325010661,2011,44.40368,-85.540614,165,3,,,,,,,,,,,,58.08,,,,,,53.045,,,,,,,46.836,
4037,29043,89610784010661,2004,44.153355,-85.62993,85,3,,,,,183.526,,,,,,,,,,,223.741,,,,,,,245.882,,,
4038,29043,55299144010661,2003,46.462596,-88.782707,61,3,,,,184.347,,,,,202.782,,,,,211.814,,,,,,,,,,,,
4039,29044,54765567010661,2001,45.673899,-87.238405,41,3,,149.141,,,,,170.951,,,,,186.712,,,,,,,,,,,,,,
4040,29046,89772340010661,2004,46.878025,-88.557091,61,3,,,,,172.119,,,,,218.936,,,,,,230.864,,,,,,,,,,
4041,29046,102447926010661,2006,44.509465,-83.653359,69,3,,,,,,,101.846,,,,,,,,,,,32.719,,,,,,,31.321,
4042,29049,89795806010661,2004,45.866486,-86.509486,41,3,,,,,178.189,,,,,204.347,,,,,,,,,,,,220.806,,,,
4043,29051,55311502010661,2003,46.512518,-88.856833,61,3,,,,289.322,,,,,,,,,,287.015,,,,,,308.077,,,,,,
4044,29053,54829678010661,2003,44.688874,-83.576243,1,3,,,,198.47,,,,,183.81,,,,,219.718,,,,,,,,,,,,
4045,29057,55377494010661,2003,46.201628,-88.984343,71,3,,,,12.109,,,,,,,,,,24.32,,,,,,28.207,,,,,,
4046,29060,89801410010661,2004,45.988581,-86.698684,41,3,,,,,119.546,,,,,,,,,,,149.779,,,,,,,137.11,,,
4047,29062,55288110010661,2003,47.074999,-88.863145,61,3,,,,102.779,,,,,,,,,,89.358,,,,,,,121.269,,,,,
4048,29064,89696665010661,2004,44.650355,-84.083143,135,3,,,,,4.968,,,,,2.246,,,,,,,,,,,,10.096,,,,
4049,29067,89873219010661,2004,44.535051,-84.033133,135,3,,,,,41.859,,,,,,,,,,50.974,,,,,,,57.246,,,,
4050,29068,89690832010661,2004,46.726082,-88.928135,131,3,,,,,118.187,,,,,,,,,,123.393,,,,,,,126.785,,,,
4051,29074,55259874010661,2000,46.511628,-89.233422,131,3,72.394,,,,,71.476,,,,,79.446,,,,,,,,,,,,,,,
4052,29082,55256499010661,2000,46.639473,-89.700481,131,3,113.673,,,,,123.805,,,,,,,,,,,143.865,,,,,,,,,
4053,29088,55673765010661,2002,46.583953,-89.14192,131,3,,,53.398,,,,,49.401,,,,,,,,,,,,,,,,,,72.661
4054,29090,102510117010661,2007,46.337572,-89.234867,131,3,,,,,,,,82.97,,,,,91.049,,,,,,,129.262,,,,,,
4055,29095,89868187010661,2004,46.210464,-89.274033,53,3,,,,,453.066,,,,,,,,,,415.751,,,,,,,427.56,,,,
4056,29119,55261722010661,2003,46.170067,-89.133896,53,3,,,,208.94,,,,,,,,,,213.507,,,,,,,227.637,,,,,
4057,10460,89832822010661,2004,46.244856,-87.059019,3,2,,,,,225.785,,,,,,,,,,251.446,,,,,,,,,,,
4058,10513,89800382010661,2004,45.904033,-86.732062,41,2,,,,,58.621,,,,,,,,,,,,,,,,,88.996,,,,
4059,10780,89638953010661,2004,46.41647,-85.179355,33,2,,,,,86.061,,,,,108.091,,,,,,,,,,,,,,,,
4060,20001,102442925010661,2006,42.833063,-85.754452,81,2,,,,,,,60.146,,,,,,,,,,,70.712,,,,,,,,
4061,20001,54562798010661,2000,44.126141,-83.914464,11,2,66.935,,,,,85.158,,,,,,,,,,,,,,,,,,,,
4062,20001,55173040010661,2000,43.333393,-86.34342,121,2,141.513,,,,,168.252,,,,,,,,,,,,,,,,,,,,
4063,20001,54761101010661,2000,46.297711,-88.1533,71,2,35.677,,,,,25.272,,,,,,,,,,,,,,,,,,,,
4064,20001,54999802010661,2002,45.658267,-84.93663,47,2,,,142.349,,,,,128.993,,,,,,,,,,,,,,,,,,
4065,20001,54801850010661,2002,44.636433,-85.980196,19,2,,,38.498,,,,,48.106,,,,,,,,,,,,,,,,,,
4066,20002,55351714010661,2003,46.172843,-88.17704,71,2,,,,115.818,,,,,105.925,,,,,,,,,,,,,,,,,
4067,20002,54606910010661,2001,44.58657,-83.750332,1,2,,125.287,,,,,138.191,,,,,,,,,,,,,,,,,,,
4068,20002,54689894010661,2001,45.288477,-84.684217,31,2,,87.786,,,,,49.42,,,,,,,,,,,,,,,,,,,
4069,20002,54790839010661,2001,45.726526,-87.791444,43,2,,119.794,,,,,121.551,,,,,,,,,,,,,,,,,,,
4070,20002,55465230010661,2001,44.076347,-85.265091,133,2,,133.308,,,,,162.045,,,,,,,,,,,,,,,,,,,
4071,20002,55541588010661,2001,45.215453,-84.151799,141,2,,63.833,,,,,55.463,,,,,,,,,,,,,,,,,,,
4072,20002,54875915010661,2002,45.958543,-83.55945,33,2,,,5.581,,,,,6.205,,,,,,,,,,,,,,,,,,
4073,20002,60201299010661,2002,44.394304,-85.438187,165,2,,,23.124,,,,,16.78,,,,,,,,,,,,,,,,,,
4074,20003,55492064010661,2003,46.693358,-85.42809,95,2,,,,119.851,,,,,115.548,,,,,,,,,,,,,,,,,
4075,20003,100215965010661,2005,43.19471,-84.375812,57,2,,,,,,13.885,,,,,,,,,,,,,,,,,63.286,,,
4076,20003,54775953010661,2000,42.418535,-84.289013,75,2,78.917,,,,,92.498,,,,,,,,,,,,,,,,,,,,
4077,20003,54991909010661,2000,46.235586,-87.293678,103,2,98.797,,,,,114.21,,,,,,,,,,,,,,,,,,,,
4078,20003,55164666010661,2000,44.90136,-84.164431,119,2,162.177,,,,,168.509,,,,,,,,,,,,,,,,,,,,
4079,20003,55236589010661,2000,44.334439,-84.317866,129,2,21.119,,,,,31.349,,,,,,,,,,,,,,,,,,,,
4080,20003,55012610010661,2001,43.069127,-85.699946,81,2,,76.676,,,,,126.397,,,,,,,,,,,,,,,,,,,
