plot_id,plt_cn,eco
20055,65353063010661,49
20056,64945389010661,50
20056,68848149010661,50
20056,68686999010661,47
20056,66002263010661,51
20058,65936718010661,50
20058,65278490010661,48
20058,65950699010661,50
20058,65156742010661,52
20058,65842035010661,49
20059,65945314010661,50
20059,68866098010661,51
20059,65734120010661,48
20060,65867998010661,52
20060,68889304010661,50
20060,64828293010661,51
20060,65829933010661,51
20062,65903699010661,50
20062,65251475010661,50
20062,65991184010661,52
20062,65682054010661,50
20063,68889811010661,50
20064,65273886010661,51
20064,65878805010661,50
20065,65118468010661,50
20065,65681235010661,47
20065,65767085010661,50
20067,65123620010661,50
20067,65965151010661,50
20068,68809811010661,51
20068,65825033010661,52
20068,68836096010661,50
20068,68697692010661,49
20069,65997257010661,51
20069,68891023010661,50
20069,65068009010661,51
20069,64895867010661,49
20069,68873686010661,49
20070,68795227010661,50
20070,92649075010661,50
20070,65770831010661,51
20070,68659064010661,50
20070,65990821010661,52
20071,66057851010661,52
20072,65767833010661,50
20072,65771923010661,52
20072,65716189010661,49
20072,65872056010661,50
20073,65859891010661,50
20074,64789405010661,50
20074,68689605010661,51
20075,68874563010661,49
20075,65164223010661,50
20076,65892244010661,50
20076,68663467010661,49
20076,66007368010661,47
20076,65775324010661,51
20077,65314595010661,51
20077,65158897010661,51
20077,68739414010661,48
20077,66074708010661,49
20078,68861016010661,50
20078,65769688010661,50
20079,65057483010661,50
20080,65933147010661,50
20080,66004214010661,51
20081,65866858010661,51
20081,65108293010661,51
20081,65200210010661,51
20081,66003649010661,52
20082,64976702010661,47
20083,65312275010661,50
20083,65047995010661,52
20084,64737850010661,52
20084,92298284010661,51
20085,68658330010661,50
20086,68893546010661,50
20086,64929135010661,51
20087,65157316010661,47
20087,65682562010661,50
20087,65825826010661,51
20087,65898764010661,50
20087,65204632010661,50
20088,68690713010661,46
20088,65757515010661,49
20088,65720819010661,51
20089,68834703010661,50
20089,68867060010661,50
20089,65122991010661,50
