plot_id,plt_cn,eco
1,54793640010661,50
2,54927534010661,50
3,55151721010661,50
4,55144084010661,50
5,55619674010661,56
6,54673633010661,56
7,54937460010661,57
8,55081889010661,56
9,54741244010661,50
10,54741986010661,50
11,55389498010661,56
12,55332955010661,56
13,55223669010661,50
14,54615517010661,50
15,54794166010661,50
16,54721247010661,50
17,55302940010661,50
18,55479063010661,56
19,54574922010661,51
20,54574192010661,57
21,55159497010661,50
22,55257440010661,50
23,55150032010661,50
24,54917657010661,50
25,54761374010661,50
26,54662545010661,56
27,55777032010661,50
28,54833310010661,50
29,54542720010661,50
30,54682760010661,50
31,55462836010661,50
32,54623417010661,50
33,54690655010661,50
34,55356470010661,50
35,55268335010661,50
36,54810707010661,57
37,62213277010661,50
38,54822366010661,50
39,54768964010661,50
40,55290992010661,50
41,54944257010661,50
42,55386362010661,50
43,55195068010661,50
44,55379201010661,57
45,55272724010661,50
46,54563490010661,50
47,54581560010661,56
48,54666647010661,50
49,55397413010661,50
50,54833418010661,50
51,55813114010661,57
52,54547799010661,50
53,54681678010661,51
54,54819108010661,56
55,54569902010661,50
56,55350751010661,50
57,54798796010661,50
58,54720136010661,50
59,55368743010661,50
60,55236689010661,50
61,54700568010661,50
62,55135730010661,56
63,55003298010661,50
64,55560783010661,50
65,54738697010661,56
66,54957905010661,50
67,54802582010661,56
68,54779875010661,56
69,54544906010661,50
70,55359289010661,50
71,55491685010661,50
72,55458000010661,50
73,54838017010661,56
74,54806722010661,56
75,54931114010661,50
76,55037155010661,56
77,54637110010661,50
78,55571080010661,50
79,54861001010661,50
80,54833089010661,50
81,54802694010661,51
82,55156268010661,50
83,55145857010661,50
84,55314288010661,50
85,55815156010661,57
86,54607407010661,50
87,55196855010661,50
88,54805043010661,51
89,55372387010661,57
90,60133237010661,50
91,54633657010661,50
92,55208315010661,50
93,54754913010661,50
94,62257675010661,56
95,55805293010661,56
96,54856478010661,56
97,54936991010661,50
98,55172488010661,56
99,55054622010661,50
100,55725617010661,50
101,55472521010661,56
102,54831973010661,50
103,55475694010661,50
104,55634768010661,50
105,54943863010661,50
106,54543242010661,50
107,55405573010661,50
108,54860641010661,50
109,55397332010661,50
110,54938094010661,50
111,55290797010661,50
112,54817457010661,50
113,54988091010661,56
114,55523260010661,56
115,54830140010661,50
116,55239242010661,50
117,54873183010661,50
118,54602530010661,50
119,54751537010661,50
120,54902401010661,50
121,55625967010661,50
122,54571590010661,50
123,55532777010661,50
