PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha
647,22398604010497,2003,48.084575,-121.378105,61,2,,,628.578,,,,,,,,,,674.092,,,,,,,,,
648,22398606010497,2003,48.104662,-121.453114,61,2,,,229.374,,,,,,,,,,167.155,,,,,,,,,
649,22398608010497,2003,48.254747,-121.709658,61,2,,,384.933,,,,,,,,,,398.793,,,,,,,,,
650,22398610010497,2003,48.082337,-121.642533,61,2,,,451.49,,,,,,,,,,512.306,,,,,,,,,
651,22398611010497,2003,48.027296,-121.267039,61,2,,,343.522,,,,,,,,,,361.318,,,,,,,,,
652,22398614010497,2003,48.665901,-117.769364,65,2,,,102.889,,,,,,,,,,163.48,,,,,,,,,
653,22398615010497,2003,48.971768,-117.458327,65,2,,,33.423,,,,,,,,,,66.751,,,,,,,,,
654,22398616010497,2003,48.659888,-117.681603,65,2,,,176.956,,,,,,,,,,182.0,,,,,,,,,
655,22398617010497,2003,48.602173,-117.57974,65,2,,,236.73,,,,,,,,,,259.301,,,,,,,,,
656,22398618010497,2003,48.680252,-121.730043,73,2,,,455.119,,,,,,,,,,497.761,,,,,,,,,
657,22398619010497,2003,48.931043,-121.947574,73,2,,,417.616,,,,,,,,,,465.244,,,,,,,,,
658,22398620010497,2003,48.720403,-120.947594,73,2,,,416.169,,,,,,,,,,384.196,,,,,,,,,
659,22398621010497,2003,48.662937,-120.877051,73,2,,,163.291,,,,,,,,,,188.596,,,,,,,,,
660,22398622010497,2003,48.973255,-121.759564,73,2,,,414.157,,,,,,,,,,433.172,,,,,,,,,
661,22398623010497,2003,48.874661,-121.840274,73,2,,,538.797,,,,,,,,,,563.402,,,,,,,,,
662,22398624010497,2003,48.660573,-120.836653,73,2,,,63.874,,,,,,,,,,80.091,,,,,,,,,
663,22398627010497,2003,48.716144,-120.908791,73,2,,,204.522,,,,,,,,,,187.368,,,,,,,,,
664,22398628010497,2003,46.945189,-121.089058,77,2,,,17.566,,,,,,,,,,47.996,,,,,,,,,
665,22398630010497,2003,46.599587,-121.209428,77,2,,,235.252,,,,,,,,,,237.2,,,,,,,,,
666,22398633010497,2003,47.021577,-121.200311,77,2,,,189.452,,,,,,,,,,193.733,,,,,,,,,
667,22398634010497,2003,46.626891,-121.065576,77,2,,,29.25,,,,,,,,,,21.368,,,,,,,,,
668,22398649010497,2003,47.968019,-120.656843,7,2,,,364.196,,,,,,,,,,366.26,,,,,,,,,
669,22398656010497,2003,48.076606,-120.795189,7,2,,,133.069,,,,,,,,,,154.56,,,,,,,,,
670,24456186010900,2003,48.193735,-118.161898,65,2,,,29.802,,,,,,,,,,63.811,,,,,,,,,
671,24456628010900,2003,48.377187,-117.82316,65,2,,,121.788,,,,,,,,,,103.479,,,,,,,,,
672,24456853010900,2003,48.41087,-117.635436,65,2,,,44.799,,,,,,,,,,69.249,,,,,,,,,
673,24457295010900,2003,48.587231,-117.690539,65,2,,,131.154,,,,,,,,,,179.053,,,,,,,,,
674,24457642010900,2003,48.531754,-117.50138,65,2,,,169.521,,,,,,,,,,203.729,,,,,,,,,
675,24457812010900,2003,48.583842,-118.093595,65,2,,,49.223,,,,,,,,,,66.444,,,,,,,,,
676,24457948010900,2003,48.685142,-117.866081,65,2,,,62.371,,,,,,,,,,36.121,,,,,,,,,
677,24458110010900,2003,48.730979,-117.669868,65,2,,,182.329,,,,,,,,,,227.99,,,,,,,,,
678,24458321010900,2003,48.83825,-117.868368,65,2,,,60.463,,,,,,,,,,76.551,,,,,,,,,
679,24458686010900,2003,48.87281,-117.513442,65,2,,,201.146,,,,,,,,,,217.282,,,,,,,,,
680,24459116010900,2003,48.884385,-117.719157,65,2,,,132.046,,,,,,,,,,180.51,,,,,,,,,
681,24459459010900,2003,46.802979,-122.916375,67,2,,,50.361,,,,,,,,,,104.176,,,,,,,,,
682,24459582010900,2003,46.809282,-122.381626,67,2,,,29.078,,,,,,,,,,143.108,,,,,,,,,
683,24460214010900,2003,47.083441,-122.790151,67,2,,,40.203,,,,,,,,,,64.552,,,,,,,,,
684,24460341010900,2003,46.250766,-123.300301,69,2,,,231.284,,,,,,,,,,228.226,,,,,,,,,
685,24460589010900,2003,46.35018,-123.52073,69,2,,,111.661,,,,,,,,,,216.78,,,,,,,,,
686,24461361010900,2003,48.698892,-122.314577,73,2,,,438.7,,,,,,,,,,457.745,,,,,,,,,
687,24461851010900,2003,48.688445,-120.955703,73,2,,,225.365,,,,,,,,,,289.728,,,,,,,,,
688,24462185010900,2003,48.683052,-120.731012,73,2,,,99.697,,,,,,,,,,138.519,,,,,,,,,
689,24462832010900,2003,48.801514,-122.098908,73,2,,,232.679,,,,,,,,,,267.749,,,,,,,,,
690,24463066010900,2003,48.793787,-121.484425,73,2,,,207.124,,,,,,,,,,198.333,,,,,,,,,
691,24463413010900,2003,48.837426,-120.808926,73,2,,,136.789,,,,,,,,,,123.997,,,,,,,,,
692,24463683010900,2003,48.895581,-122.244429,73,2,,,3.877,,,,,,,,,,35.287,,,,,,,,,
693,24464165010900,2003,48.953006,-121.542383,73,2,,,135.647,,,,,,,,,,187.894,,,,,,,,,
694,24464353010900,2003,48.990639,-121.198782,73,2,,,42.131,,,,,,,,,,50.683,,,,,,,,,
695,24465043010900,2003,46.092703,-120.870782,77,2,,,185.443,,,,,,,,,,160.614,,,,,,,,,
696,24465325010900,2003,46.172241,-121.357784,77,2,,,172.052,,,,,,,,,,196.853,,,,,,,,,
697,24465574010900,2003,46.213057,-121.049282,77,2,,,14.973,,,,,,,,,,36.594,,,,,,,,,
698,24465727010900,2003,46.240775,-121.205611,77,2,,,51.736,,,,,,,,,,75.278,,,,,,,,,
699,24466033010900,2003,46.277729,-120.869138,77,2,,,44.913,,,,,,,,,,75.05,,,,,,,,,
700,24466222010900,2003,46.352102,-121.420625,77,2,,,418.052,,,,,,,,,,427.64,,,,,,,,,
701,24466734010900,2003,46.401602,-121.248997,77,2,,,281.556,,,,,,,,,,230.176,,,,,,,,,
702,24467136010900,2003,46.533697,-121.096195,77,2,,,68.953,,,,,,,,,,77.086,,,,,,,,,
703,24467269010900,2003,46.577823,-121.242991,77,2,,,381.447,,,,,,,,,,308.324,,,,,,,,,
704,24467526010900,2003,46.699925,-121.145257,77,2,,,136.495,,,,,,,,,,144.812,,,,,,,,,
705,24467730010900,2003,46.730751,-121.31907,77,2,,,325.198,,,,,,,,,,354.67,,,,,,,,,
706,24468035010900,2003,46.732757,-120.949685,77,2,,,77.42,,,,,,,,,,97.654,,,,,,,,,
707,24468200010900,2003,46.876322,-121.311614,77,2,,,181.56,,,,,,,,,,195.009,,,,,,,,,
708,24468462010900,2003,46.87194,-121.164872,77,2,,,123.839,,,,,,,,,,141.862,,,,,,,,,
709,24468790010900,2003,46.884484,-120.804355,77,2,,,55.701,,,,,,,,,,57.008,,,,,,,,,
710,24468927010900,2003,47.024133,-121.160818,77,2,,,92.288,,,,,,,,,,125.629,,,,,,,,,
711,24469224010900,2003,47.052874,-121.359122,77,2,,,275.4,,,,,,,,,,269.127,,,,,,,,,
712,24476652010900,2003,47.28197,-123.450175,45,2,,,8.424,,,,,,,,,,24.578,,,,,,,,,
713,24476841010900,2003,47.323635,-123.398097,45,2,,,14.857,,,,,,,,,,56.005,,,,,,,,,
714,24477151010900,2003,47.381984,-123.218705,45,2,,,22.68,,,,,,,,,,101.16,,,,,,,,,
715,24477672010900,2003,48.104372,-120.13477,47,2,,,105.49,,,,,,,,,,15.759,,,,,,,,,
716,24477957010900,2003,48.168219,-119.07701,47,2,,,40.444,,,,,,,,,,52.851,,,,,,,,,
717,24478062010900,2003,48.166233,-118.850377,47,2,,,133.24,,,,,,,,,,142.175,,,,,,,,,
718,24478225010900,2003,48.235932,-120.302563,47,2,,,68.98,,,,,,,,,,77.196,,,,,,,,,
719,24478447010900,2003,48.248932,-119.98123,47,2,,,73.324,,,,,,,,,,84.776,,,,,,,,,
720,24478997010900,2003,48.384482,-120.379343,47,2,,,105.711,,,,,,,,,,113.247,,,,,,,,,
721,24479236010900,2003,48.340385,-119.087054,47,2,,,102.357,,,,,,,,,,114.981,,,,,,,,,
722,24479417010900,2003,48.418933,-120.536437,47,2,,,27.582,,,,,,,,,,45.339,,,,,,,,,
723,24479644010900,2003,48.421987,-120.00858,47,2,,,41.975,,,,,,,,,,44.22,,,,,,,,,
724,24479822010900,2003,48.470264,-119.835864,47,2,,,194.05,,,,,,,,,,199.511,,,,,,,,,
725,24480041010900,2003,48.463672,-119.291659,47,2,,,84.148,,,,,,,,,,105.484,,,,,,,,,
726,24480264010900,2003,48.463175,-119.436688,47,2,,,34.112,,,,,,,,,,3.63,,,,,,,,,
727,24480435010900,2003,48.471075,-118.899309,47,2,,,100.413,,,,,,,,,,105.814,,,,,,,,,
728,24480602010900,2003,48.531446,-120.358701,47,2,,,87.66,,,,,,,,,,87.902,,,,,,,,,
729,24480780010900,2003,48.521695,-119.361477,47,2,,,30.377,,,,,,,,,,39.366,,,,,,,,,
730,24480871010900,2003,48.496548,-119.120012,47,2,,,112.422,,,,,,,,,,108.537,,,,,,,,,
731,24481528010900,2003,48.600449,-120.213028,47,2,,,82.262,,,,,,,,,,97.619,,,,,,,,,
732,24481695010900,2003,48.616315,-119.847177,47,2,,,174.957,,,,,,,,,,151.534,,,,,,,,,
733,24482023010900,2003,48.634306,-118.94686,47,2,,,28.176,,,,,,,,,,49.066,,,,,,,,,
734,24482771010900,2003,48.770952,-119.714577,47,2,,,218.318,,,,,,,,,,247.956,,,,,,,,,
735,24482958010900,2003,48.765477,-119.872713,47,2,,,188.691,,,,,,,,,,119.386,,,,,,,,,
736,24483230010900,2003,48.875845,-120.426783,47,2,,,52.812,,,,,,,,,,66.561,,,,,,,,,
737,24483705010900,2003,48.877275,-120.647872,47,2,,,312.528,,,,,,,,,,98.83,,,,,,,,,
738,24484176010900,2003,48.911885,-119.715055,47,2,,,102.604,,,,,,,,,,117.172,,,,,,,,,
739,24484302010900,2003,48.960967,-119.893742,47,2,,,62.54,,,,,,,,,,8.71,,,,,,,,,
740,24484545010900,2003,48.940572,-119.001115,47,2,,,99.885,,,,,,,,,,123.078,,,,,,,,,
741,24484737010900,2003,46.296341,-123.880734,49,2,,,231.48,,,,,,,,,,245.946,,,,,,,,,
742,24484927010900,2003,46.3395,-124.018752,49,2,,,30.285,,,,,,,,,,70.786,,,,,,,,,
743,24485101010900,2003,46.350458,-123.741134,49,2,,,107.965,,,,,,,,,,159.437,,,,,,,,,
744,24485528010900,2003,46.500677,-123.723277,49,2,,,152.831,,,,,,,,,,242.578,,,,,,,,,
745,24485753010900,2003,46.639507,-123.732233,49,2,,,15.227,,,,,,,,,,107.044,,,,,,,,,
746,24485932010900,2003,46.648544,-123.597063,49,2,,,16.514,,,,,,,,,,40.178,,,,,,,,,
747,24486093010900,2003,46.708215,-123.406624,49,2,,,42.222,,,,,,,,,,171.732,,,,,,,,,
748,24486692010900,2003,48.063443,-117.091333,51,2,,,183.487,,,,,,,,,,237.896,,,,,,,,,
749,24486919010900,2003,48.223665,-117.437684,51,2,,,261.724,,,,,,,,,,283.916,,,,,,,,,
750,24486945010900,2003,48.384586,-117.490918,51,2,,,190.391,,,,,,,,,,184.261,,,,,,,,,
751,24487262010900,2003,48.394222,-117.127236,51,2,,,13.466,,,,,,,,,,27.263,,,,,,,,,
752,24487495010900,2003,48.435388,-117.278596,51,2,,,102.0,,,,,,,,,,169.258,,,,,,,,,
753,24487888010900,2003,48.578397,-117.142236,51,2,,,141.083,,,,,,,,,,173.876,,,,,,,,,
754,24488200010900,2003,48.706236,-117.48921,51,2,,,153.202,,,,,,,,,,163.921,,,,,,,,,
755,24488526010900,2003,48.71247,-117.136406,51,2,,,142.52,,,,,,,,,,164.472,,,,,,,,,
756,24489008010900,2003,48.880927,-117.17377,51,2,,,135.107,,,,,,,,,,128.363,,,,,,,,,
757,24489334010900,2003,48.913815,-117.319527,51,2,,,114.134,,,,,,,,,,156.913,,,,,,,,,
758,24489700010900,2003,46.773536,-122.189518,53,2,,,149.755,,,,,,,,,,144.152,,,,,,,,,
759,24489967010900,2003,46.815007,-122.036813,53,2,,,201.18,,,,,,,,,,345.869,,,,,,,,,
760,24490736010900,2003,46.953137,-121.895961,53,2,,,552.576,,,,,,,,,,560.071,,,,,,,,,
761,24490945010900,2003,47.024987,-121.736916,53,2,,,233.558,,,,,,,,,,270.886,,,,,,,,,
762,24491293010900,2003,47.005802,-121.527464,53,2,,,357.407,,,,,,,,,,317.572,,,,,,,,,
763,24491571010900,2003,47.059613,-122.598369,53,2,,,4.048,,,,,,,,,,45.989,,,,,,,,,
764,24491758010900,2003,47.105569,-122.469957,53,2,,,135.866,,,,,,,,,,235.096,,,,,,,,,
765,24491986010900,2003,47.401667,-122.68363,53,2,,,16.955,,,,,,,,,,50.171,,,,,,,,,
766,24492095010900,2003,48.51007,-122.887085,55,2,,,65.213,,,,,,,,,,135.371,,,,,,,,,
767,24492962010900,2003,48.400569,-122.539283,57,2,,,75.425,,,,,,,,,,90.788,,,,,,,,,
768,24493125010900,2003,48.35334,-121.95072,57,2,,,131.669,,,,,,,,,,170.055,,,,,,,,,
769,24493462010900,2003,48.457254,-121.778222,57,2,,,27.993,,,,,,,,,,63.501,,,,,,,,,
770,24493767010900,2003,48.455064,-121.487082,57,2,,,168.627,,,,,,,,,,260.16,,,,,,,,,
771,24494145010900,2003,48.523984,-121.295371,57,2,,,162.783,,,,,,,,,,143.232,,,,,,,,,
772,24494561010900,2003,48.631671,-122.041082,57,2,,,12.695,,,,,,,,,,35.622,,,,,,,,,
773,24494715010900,2003,45.671872,-122.158236,59,2,,,353.624,,,,,,,,,,276.394,,,,,,,,,
774,24494906010900,2003,45.649851,-121.998374,59,2,,,326.06,,,,,,,,,,386.889,,,,,,,,,
775,24495112010900,2003,45.799057,-122.050983,59,2,,,151.109,,,,,,,,,,195.651,,,,,,,,,
776,24495364010900,2003,45.79322,-121.770342,59,2,,,268.128,,,,,,,,,,473.604,,,,,,,,,
777,24495541010900,2003,45.851641,-122.190457,59,2,,,80.59,,,,,,,,,,136.271,,,,,,,,,
778,24495777010900,2003,45.850686,-121.690613,59,2,,,472.822,,,,,,,,,,532.824,,,,,,,,,
779,24496038010900,2003,45.845664,-121.835256,59,2,,,570.313,,,,,,,,,,565.625,,,,,,,,,
780,24496392010900,2003,45.992095,-122.225922,59,2,,,505.018,,,,,,,,,,587.413,,,,,,,,,
781,24496621010900,2003,46.024683,-121.865597,59,2,,,255.297,,,,,,,,,,248.09,,,,,,,,,
782,24496911010900,2003,45.99426,-121.688781,59,2,,,9.372,,,,,,,,,,41.927,,,,,,,,,
783,24497166010900,2003,46.065112,-121.549418,59,2,,,380.309,,,,,,,,,,480.167,,,,,,,,,
784,24497410010900,2003,46.150281,-122.142331,59,2,,,82.731,,,,,,,,,,136.371,,,,,,,,,
785,24497597010900,2003,46.14638,-122.037816,59,2,,,102.236,,,,,,,,,,186.888,,,,,,,,,
786,24497836010900,2003,46.191037,-121.898918,59,2,,,61.615,,,,,,,,,,137.241,,,,,,,,,
787,24498082010900,2003,46.219985,-121.559086,59,2,,,430.069,,,,,,,,,,360.59,,,,,,,,,
788,24498693010900,2003,46.343403,-121.974053,59,2,,,182.104,,,,,,,,,,220.321,,,,,,,,,
789,24499031010900,2003,46.38392,-121.613868,59,2,,,406.092,,,,,,,,,,401.468,,,,,,,,,
790,24499321010900,2003,47.81295,-121.8647,61,2,,,253.842,,,,,,,,,,73.173,,,,,,,,,
791,24499760010900,2003,47.836437,-121.508613,61,2,,,934.42,,,,,,,,,,980.225,,,,,,,,,
792,24500369010900,2003,47.875928,-121.164556,61,2,,,21.379,,,,,,,,,,29.146,,,,,,,,,
793,24500634010900,2003,47.965044,-121.727268,61,2,,,169.1,,,,,,,,,,247.036,,,,,,,,,
794,24500882010900,2003,47.98363,-121.884549,61,2,,,84.717,,,,,,,,,,155.357,,,,,,,,,
795,24501251010900,2003,48.053908,-121.200576,61,2,,,18.074,,,,,,,,,,25.279,,,,,,,,,
796,24501439010900,2003,48.112959,-121.712321,61,2,,,170.129,,,,,,,,,,110.854,,,,,,,,,
797,24501961010900,2003,48.158095,-121.411436,61,2,,,229.837,,,,,,,,,,289.929,,,,,,,,,
798,24502332010900,2003,48.16196,-121.565759,61,2,,,282.014,,,,,,,,,,310.723,,,,,,,,,
799,24502803010900,2003,48.171307,-121.043211,61,2,,,401.75,,,,,,,,,,401.508,,,,,,,,,
800,24503327010900,2003,48.168308,-121.936515,61,2,,,323.838,,,,,,,,,,374.393,,,,,,,,,
801,24503525010900,2003,47.450327,-117.573971,63,2,,,100.718,,,,,,,,,,91.674,,,,,,,,,
802,24503758010900,2003,47.598164,-117.207386,63,2,,,107.346,,,,,,,,,,74.357,,,,,,,,,
803,24504052010900,2003,47.901628,-117.055578,63,2,,,225.878,,,,,,,,,,301.805,,,,,,,,,
804,24504300010900,2003,47.945059,-117.214492,63,2,,,20.83,,,,,,,,,,45.55,,,,,,,,,
805,24504877010900,2003,48.002276,-118.160959,65,2,,,37.936,,,,,,,,,,41.365,,,,,,,,,
806,24505686010900,2003,46.134849,-117.402045,3,2,,,158.992,,,,,,,,,,132.608,,,,,,,,,
807,24506015010900,2003,46.106533,-117.233538,3,2,,,44.061,,,,,,,,,,59.662,,,,,,,,,
808,24506532010900,2003,47.274226,-120.362083,7,2,,,165.656,,,,,,,,,,170.519,,,,,,,,,
809,24506863010900,2003,47.420676,-120.736165,7,2,,,95.419,,,,,,,,,,95.619,,,,,,,,,
810,24507130010900,2003,47.406169,-120.56284,7,2,,,24.354,,,,,,,,,,27.319,,,,,,,,,
811,24508102010900,2003,47.723589,-120.588527,7,2,,,22.459,,,,,,,,,,25.151,,,,,,,,,
812,24508278010900,2003,47.770648,-120.442463,7,2,,,61.047,,,,,,,,,,41.954,,,,,,,,,
813,24508542010900,2003,47.741551,-120.266247,7,2,,,16.248,,,,,,,,,,19.555,,,,,,,,,
814,24508760010900,2003,47.854898,-120.987655,7,2,,,269.236,,,,,,,,,,393.601,,,,,,,,,
815,24509014010900,2003,47.898631,-120.626688,7,2,,,211.496,,,,,,,,,,117.177,,,,,,,,,
816,24509233010900,2003,47.9062,-120.835372,7,2,,,532.662,,,,,,,,,,640.474,,,,,,,,,
817,24509895010900,2003,47.943044,-120.471798,7,2,,,0.708,,,,,,,,,,2.461,,,,,,,,,
818,24510325010900,2003,48.051144,-120.6885,7,2,,,319.691,,,,,,,,,,271.972,,,,,,,,,
819,24510595010900,2003,48.052372,-120.824243,7,2,,,435.222,,,,,,,,,,481.936,,,,,,,,,
820,24510895010900,2003,48.061663,-120.279715,7,2,,,47.309,,,,,,,,,,56.687,,,,,,,,,
821,24511125010900,2003,48.109652,-120.281251,7,2,,,172.312,,,,,,,,,,76.91,,,,,,,,,
822,24511344010900,2003,48.192656,-120.673283,7,2,,,150.179,,,,,,,,,,162.232,,,,,,,,,
823,24511790010900,2003,48.35423,-120.742513,7,2,,,379.226,,,,,,,,,,257.565,,,,,,,,,
824,24512151010900,2003,47.872482,-122.961576,9,2,,,172.046,,,,,,,,,,229.926,,,,,,,,,
825,24512600010900,2003,47.896524,-124.220535,9,2,,,423.181,,,,,,,,,,486.736,,,,,,,,,
826,24512824010900,2003,47.971441,-124.055893,9,2,,,704.259,,,,,,,,,,809.924,,,,,,,,,
827,24513145010900,2003,47.917492,-123.885748,9,2,,,447.55,,,,,,,,,,431.895,,,,,,,,,
828,24513401010900,2003,47.962709,-123.508361,9,2,,,491.721,,,,,,,,,,470.34,,,,,,,,,
829,24513584010900,2003,47.98471,-123.687627,9,2,,,365.477,,,,,,,,,,353.623,,,,,,,,,
830,24513781010900,2003,48.017658,-123.160571,9,2,,,38.253,,,,,,,,,,103.807,,,,,,,,,
831,24513938010900,2003,48.019705,-124.626315,9,2,,,217.166,,,,,,,,,,355.699,,,,,,,,,
832,24514156010900,2003,48.030921,-123.344915,9,2,,,212.065,,,,,,,,,,272.143,,,,,,,,,
833,24514332010900,2003,48.063859,-124.251361,9,2,,,420.836,,,,,,,,,,545.641,,,,,,,,,
834,24514879010900,2003,48.112202,-123.879967,9,2,,,79.445,,,,,,,,,,131.146,,,,,,,,,
835,24515644010900,2003,48.130347,-123.569281,9,2,,,490.345,,,,,,,,,,458.111,,,,,,,,,
836,24515981010900,2003,48.186173,-124.656382,9,2,,,187.361,,,,,,,,,,324.013,,,,,,,,,
837,24516474010900,2003,48.262793,-124.48562,9,2,,,242.828,,,,,,,,,,354.486,,,,,,,,,
838,24516680010900,2003,45.622605,-122.326733,11,2,,,104.418,,,,,,,,,,165.085,,,,,,,,,
839,24516867010900,2003,45.808045,-122.349906,11,2,,,286.952,,,,,,,,,,329.246,,,,,,,,,
840,24517649010900,2003,46.124873,-117.721437,13,2,,,408.527,,,,,,,,,,369.397,,,,,,,,,
841,24518337010900,2003,46.099695,-122.918939,15,2,,,24.997,,,,,,,,,,98.755,,,,,,,,,
842,24518635010900,2003,46.092545,-122.42508,15,2,,,132.484,,,,,,,,,,271.017,,,,,,,,,
843,24518845010900,2003,46.15048,-122.255392,15,2,,,336.044,,,,,,,,,,365.676,,,,,,,,,
844,24519074010900,2003,46.203309,-123.16158,15,2,,,223.718,,,,,,,,,,290.953,,,,,,,,,
845,24519906010900,2003,46.349181,-122.295027,15,2,,,8.003,,,,,,,,,,61.748,,,,,,,,,
846,24520543010900,2003,48.345435,-118.42088,19,2,,,74.53,,,,,,,,,,104.841,,,,,,,,,
847,24520893010900,2003,48.1523,-118.498234,19,2,,,90.763,,,,,,,,,,85.263,,,,,,,,,
848,24521035010900,2003,48.327583,-118.534772,19,2,,,195.858,,,,,,,,,,205.293,,,,,,,,,
849,24521318010900,2003,48.357427,-118.706604,19,2,,,29.338,,,,,,,,,,36.53,,,,,,,,,
850,24521468010900,2003,48.374849,-118.369739,19,2,,,77.668,,,,,,,,,,85.736,,,,,,,,,
851,24521625010900,2003,48.50023,-118.554998,19,2,,,200.921,,,,,,,,,,250.057,,,,,,,,,
852,24521985010900,2003,48.506604,-118.740734,19,2,,,169.938,,,,,,,,,,158.078,,,,,,,,,
853,24522496010900,2003,48.646046,-118.613921,19,2,,,56.267,,,,,,,,,,70.554,,,,,,,,,
854,24522629010900,2003,48.718521,-118.423803,19,2,,,101.393,,,,,,,,,,41.197,,,,,,,,,
855,24522856010900,2003,48.657623,-118.241637,19,2,,,114.506,,,,,,,,,,174.009,,,,,,,,,
856,24523166010900,2003,48.815235,-118.615,19,2,,,66.641,,,,,,,,,,90.123,,,,,,,,,
857,24523379010900,2003,48.82626,-118.78407,19,2,,,52.697,,,,,,,,,,80.749,,,,,,,,,
858,24523761010900,2003,48.828299,-118.262252,19,2,,,129.913,,,,,,,,,,115.162,,,,,,,,,
859,24524012010900,2003,48.861887,-118.415372,19,2,,,97.233,,,,,,,,,,123.139,,,,,,,,,
860,24524540010900,2003,48.969262,-118.622043,19,2,,,103.773,,,,,,,,,,123.623,,,,,,,,,
861,24524868010900,2003,48.981414,-118.28563,19,2,,,161.175,,,,,,,,,,149.775,,,,,,,,,
862,24526796010900,2003,46.835546,-123.814515,27,2,,,22.186,,,,,,,,,,77.168,,,,,,,,,
863,24527243010900,2003,47.032179,-123.479964,27,2,,,80.345,,,,,,,,,,210.935,,,,,,,,,
864,24527445010900,2003,46.989911,-123.293234,27,2,,,141.922,,,,,,,,,,216.709,,,,,,,,,
865,24527997010900,2003,47.15301,-123.867379,27,2,,,25.05,,,,,,,,,,89.296,,,,,,,,,
866,24528521010900,2003,47.30088,-123.730649,27,2,,,109.334,,,,,,,,,,195.854,,,,,,,,,
867,24528803010900,2003,47.324667,-123.898465,27,2,,,99.761,,,,,,,,,,148.169,,,,,,,,,
868,24529023010900,2003,47.449884,-124.293119,27,2,,,170.522,,,,,,,,,,325.078,,,,,,,,,
869,24529322010900,2003,47.47526,-124.110099,27,2,,,4.461,,,,,,,,,,27.21,,,,,,,,,
870,24529867010900,2003,47.477234,-123.693076,27,2,,,676.289,,,,,,,,,,633.913,,,,,,,,,
871,24530176010900,2003,48.062555,-122.46048,29,2,,,49.167,,,,,,,,,,168.685,,,,,,,,,
872,24530286010900,2003,48.213747,-122.458844,29,2,,,266.9,,,,,,,,,,271.295,,,,,,,,,
873,24530460010900,2003,47.598544,-124.11087,31,2,,,436.444,,,,,,,,,,321.563,,,,,,,,,
874,24530985010900,2003,47.626619,-123.811074,31,2,,,548.221,,,,,,,,,,558.708,,,,,,,,,
875,24531189010900,2003,47.632689,-123.953187,31,2,,,239.908,,,,,,,,,,265.462,,,,,,,,,
876,24531635010900,2003,47.668436,-123.671004,31,2,,,656.555,,,,,,,,,,663.566,,,,,,,,,
877,24531880010900,2003,47.710875,-123.309227,31,2,,,21.858,,,,,,,,,,30.212,,,,,,,,,
878,24532022010900,2003,47.720819,-124.179153,31,2,,,2.97,,,,,,,,,,25.748,,,,,,,,,
879,24532876010900,2003,47.773449,-123.82178,31,2,,,524.466,,,,,,,,,,515.355,,,,,,,,,
880,24533092010900,2003,47.816329,-123.461405,31,2,,,541.58,,,,,,,,,,443.675,,,,,,,,,
881,24533327010900,2003,47.817936,-123.103579,31,2,,,76.077,,,,,,,,,,90.637,,,,,,,,,
882,24533767010900,2003,47.868294,-122.796921,31,2,,,21.711,,,,,,,,,,109.454,,,,,,,,,
883,24533919010900,2003,47.91792,-122.795322,31,2,,,89.559,,,,,,,,,,185.287,,,,,,,,,
884,24534050010900,2003,48.035796,-122.786766,31,2,,,186.119,,,,,,,,,,252.248,,,,,,,,,
885,24534250010900,2003,47.129876,-121.571326,33,2,,,88.354,,,,,,,,,,172.087,,,,,,,,,
886,24534537010900,2003,47.175463,-121.715852,33,2,,,61.912,,,,,,,,,,121.16,,,,,,,,,
887,24534776010900,2003,47.229473,-121.376637,33,2,,,394.86,,,,,,,,,,415.292,,,,,,,,,
888,24535344010900,2003,47.322041,-121.804118,33,2,,,15.854,,,,,,,,,,104.674,,,,,,,,,
889,24535669010900,2003,47.477027,-121.639169,33,2,,,495.571,,,,,,,,,,549.476,,,,,,,,,
890,24535881010900,2003,47.499755,-121.81695,33,2,,,83.885,,,,,,,,,,64.895,,,,,,,,,
891,24536111010900,2003,47.620681,-121.646824,33,2,,,82.409,,,,,,,,,,111.114,,,,,,,,,
892,24536417010900,2003,47.668506,-121.861669,33,2,,,151.428,,,,,,,,,,270.672,,,,,,,,,
893,24536541010900,2003,47.661498,-121.285568,33,2,,,149.803,,,,,,,,,,238.218,,,,,,,,,
894,24536760010900,2003,47.660216,-121.136999,33,2,,,356.203,,,,,,,,,,360.242,,,,,,,,,
895,24536986010900,2003,47.687596,-121.502452,33,2,,,38.94,,,,,,,,,,52.457,,,,,,,,,
896,24537422010900,2003,47.764759,-122.006422,33,2,,,112.952,,,,,,,,,,155.798,,,,,,,,,
897,24537567010900,2003,47.548415,-122.69006,35,2,,,292.244,,,,,,,,,,307.785,,,,,,,,,
898,24537809010900,2003,47.708136,-122.737714,35,2,,,176.123,,,,,,,,,,222.142,,,,,,,,,
