PLOT,FIA_PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha,BIOM_2025_Mgha
4706,20236,63816468010661,2000,44.327923,-89.260856,97,3,149.412,,,,,151.737,,,,,164.355,,,,,,,,,,,,,,,
4707,20236,102487683010661,2006,43.092429,-90.966453,23,3,,,,,,,155.447,,,,,184.566,,,,,,,,,,,,,160.91,
4708,20237,102138946010661,2008,43.850218,-91.274892,63,3,,,,,,,,,2.947,,,,,31.2,,,,,,,72.423,,,,,
4709,20238,102554700010661,2007,46.378041,-91.606455,31,3,,,,,,,,0.244,,,,,10.419,,,,,,,,,,,,,11.494
4710,20238,102550911010661,2007,46.075922,-91.281441,113,3,,,,,,,,143.989,,,,,125.846,,,,,,,,,,,,,65.399
4711,20239,90597417010661,2004,45.604652,-88.242436,75,3,,,,,140.305,,,,,152.027,,,,,164.917,,,,,,,,,,,
4712,20239,102138480010661,2008,44.079043,-88.31847,15,3,,,,,,,,,83.409,,,,,112.224,,,,,,,130.049,,,,,
4713,20240,102137851010661,2008,45.484852,-92.427956,95,3,,,,,,,,,144.979,,,,,174.798,,,,,,,181.905,,,,,
4714,20240,96161141010661,2005,44.409808,-89.900947,141,3,,,,,,156.108,,,,,167.286,,,,,,,,,,,,134.58,,,
4715,20240,102488334010661,2006,44.585277,-92.153416,93,3,,,,,,,62.166,,,,,,,,,,53.207,,,,,,,49.626,,
4716,20240,102489465010661,2006,42.805487,-89.414166,45,3,,,,,,,138.269,,,,,137.25,,,,,,,158.08,,,,,,,
4717,20240,102138072010661,2008,43.799397,-90.992438,63,3,,,,,,,,,58.969,,,,,71.326,,,,,,94.474,,,,,,
4718,20241,90606083010661,2004,45.099527,-88.716504,78,3,,,,,301.593,,,,,261.545,,,,,,,,,,,,253.316,,,,
4719,20241,102138749010661,2008,44.936509,-89.856203,73,3,,,,,,,,,37.855,,,,,72.437,,,,,,,58.483,,,,,
4720,20241,69789489010661,2003,45.842138,-90.623849,99,3,,,,135.043,,,,,148.935,,,,,157.08,,,,,,,,,,,,
4721,20241,64406882010661,2001,44.557505,-88.375638,87,3,,139.784,,,,,,,,,,146.553,,,,,,,,,,,,,3.949,
4722,20241,63845017010661,2001,43.501954,-90.653268,103,3,,16.908,,,,,8.694,,,,,8.743,,,,,,,,,,,,,,
4723,20241,69903370010661,2003,43.786393,-91.176207,63,3,,,,96.89,,,,,,,,,,101.437,,,,,,,128.095,,,,,
4724,20242,102135906010661,2008,44.48803,-89.331299,97,3,,,,,,,,,73.506,,,,,80.1,,,,,,,56.074,,,,,
4725,20242,102137873010661,2008,45.022906,-92.574183,109,3,,,,,,,,,11.944,,,,,17.642,,,,,,,28.119,,,,,
4726,20242,169114539010661,2010,45.786205,-90.028552,85,3,,,,,,,,,,,29.736,,,,,,55.049,,,,,,,103.965,,
4727,20242,102137819010661,2008,46.422316,-92.249051,31,3,,,,,,,,,95.36,,,,,112.038,,,,,,138.923,,,,,,
4728,20242,107110872010661,2009,45.079122,-88.558081,78,3,,,,,,,,,,261.125,,,,,,289.322,,,,,,,258.874,,,
4729,20243,69926641010661,2003,45.548488,-87.944322,75,3,,,,153.675,,,,,156.484,,,,,167.936,,,,,,,,,,,,
4730,20243,220872671010661,2011,44.389366,-89.029897,135,3,,,,,,,,,,,,4.303,,,,,,4.208,,,,,,,5.23,
4731,20243,69840280010661,2003,46.177792,-90.00573,51,3,,,,21.664,,,,,35.265,,,,,48.981,,,,,,,,,,,,
4732,20244,96158831010661,2005,44.106113,-89.351104,137,3,,,,,,112.843,,,,,125.235,,,,,,,,,,,,144.443,,,
4733,20244,102484973010661,2006,44.831694,-92.103058,33,3,,,,,,,140.74,,,,,177.877,,,,,202.632,,,,,,,,,
4734,20244,102135128010661,2008,43.313121,-88.119035,131,3,,,,,,,,,9.335,,,,,9.002,,,,,,13.129,,,,,,
4735,20245,102138293010661,2008,43.53778,-88.200564,131,3,,,,,,,,,9.155,,,,,12.087,,,,,,,20.685,,,,,
4736,20245,90606563010661,2004,45.01185,-88.910995,78,3,,,,,181.781,,,,,200.151,,,,,,,,,,,,138.818,,,,
4737,20245,96286411010661,2005,45.015623,-92.265656,109,3,,,,,,44.273,,,,,53.011,,,,,,60.686,,,,,,,,,
4738,20245,90624531010661,2004,43.979593,-88.99981,47,3,,,,,11.476,,,,,22.821,,,,,,,,,,,,,56.07,,,
4739,20246,69844727010661,2003,44.350558,-90.854531,53,3,,,,78.532,,,,,114.236,,,,,156.366,,,,,,,,,,,,
4740,20246,69959927010661,2003,46.001752,-90.542499,3,3,,,,70.033,,,,,83.332,,,,,94.99,,,,,,,,,,,,
4741,20247,107110824010661,2009,45.812977,-88.258798,37,3,,,,,,,,,,145.312,,,,,171.642,,,,,,,199.681,,,,
4742,20247,107108001010661,2009,45.206008,-89.956692,69,3,,,,,,,,,,25.89,,,,,58.402,,,,,,,99.99,,,,
4743,20247,90606699010661,2004,44.870625,-88.65204,78,3,,,,,241.466,,,,,,,,,,231.556,,,,,,,259.393,,,,
4744,20247,63780865010661,2001,44.123865,-91.186855,121,3,,121.563,,,,,137.001,,,,,145.106,,,,,,,,,,,,,,
4745,20247,102552174010661,2007,44.658427,-88.52221,115,3,,,,,,,,20.413,,,,,43.518,,,,,,,102.281,,,,,,
4746,20247,102132332010661,2008,43.876664,-89.481715,77,3,,,,,,,,,124.455,,,,,148.44,,,,,,,177.523,,,,,
4747,20247,90756751010661,2004,46.008772,-92.108143,13,3,,,,,134.104,,,,,,,,,,100.634,,,,,,,48.296,,,,
4748,20248,90720810010661,2004,45.587057,-91.353663,107,3,,,,,191.412,,,,,190.893,,,,,,,,,,,,141.045,,,,
4749,20249,69970597010661,2003,46.181373,-91.385588,7,3,,,,6.834,,,,,4.35,,,,,4.729,,,,,,,,,,,,
4750,20249,63758784010661,2000,45.355482,-90.545444,119,3,123.81,,,,,,,,,,136.535,,,,,,,,,,,,,155.631,,
4751,20249,64289397010661,2001,43.953976,-89.866044,1,3,,10.029,,,,,40.259,,,,,,,,,,81.722,,,,,,,,,
4752,20249,90604331010661,2004,43.927076,-89.205148,77,3,,,,,148.8,,,,,159.643,,,,,,180.786,,,,,,,,,,
4753,20249,69890382010661,2003,44.613051,-90.556119,19,3,,,,32.955,,,,,32.48,,,,,47.229,,,,,,,,,,,,
4754,20250,107113116010661,2009,43.817486,-89.23924,77,3,,,,,,,,,,35.81,,,,,49.965,,,,,,,42.764,,,,
4755,20250,64242674010661,2002,44.166395,-91.722016,11,3,,,121.87,,,,,135.346,,,,,,,,,,,,155.708,,,,,,
4756,20250,245791008010661,2012,44.887674,-91.893967,33,3,,,,,,,,,,,,,28.642,,,,,,33.852,,,,,,,42.033
4757,20251,90639043010661,2004,44.031156,-91.209193,63,3,,,,,28.471,,,,,35.1,,,,,43.309,,,,,,,,,,,
4758,20252,90662245010661,2004,44.764228,-91.008522,35,3,,,,,107.936,,,,,122.768,,,,,,,,,,,,19.519,,,,
4759,20252,90737724010661,2004,43.669977,-89.708633,1,3,,,,,41.376,,,,,71.669,,,,,,85.571,,,,,,,,,,
4760,20253,69911172010661,2003,45.262291,-89.75579,69,3,,,,123.941,,,,,,,,,,82.176,,,,,,,99.121,,,,,
4761,20253,64292030010661,2002,44.227122,-89.728233,1,3,,,50.703,,,,,,,,,,10.6,,,,,,,18.56,,,,,,
4762,20253,102552870010661,2007,44.100217,-88.87279,139,3,,,,,,,,26.721,,,,,27.228,,,,,,31.358,,,,,,,
4763,20253,90739302010661,2004,46.112717,-90.617858,3,3,,,,,61.19,,,,,73.527,,,,,,,,,,,,,39.168,,,
4764,20253,69892992010661,2003,43.548329,-89.509381,21,3,,,,182.157,,,,,,,,,,172.12,,,,,,,188.471,,,,,
4765,20254,64016479010661,2002,43.327058,-90.497448,103,3,,,78.491,,,,,96.696,,,,,,,,,,,,58.253,,,,,,
4766,20254,64027442010661,2002,45.31352,-91.375471,107,3,,,129.207,,,,,,,,,,135.751,,,,,,,63.243,,,,,,
4767,20254,102555645010661,2007,43.212689,-91.026962,23,3,,,,,,,,172.324,,,,,202.191,,,,,,,225.936,,,,,,
4768,20254,90604476010661,2004,43.808858,-89.408862,77,3,,,,,79.011,,,,,99.176,,,,,,128.721,,,,,,,,,,
4769,20254,90597162010661,2004,45.674375,-87.826081,75,3,,,,,131.288,,,,,140.521,,,,,150.415,,,,,,,,,,,
4770,20255,69844782010661,2003,44.421822,-90.587357,53,3,,,,129.884,,,,,127.281,,,,,122.218,,,,,,,,,,,,
4771,20255,63714801010661,2000,44.199673,-88.957714,137,3,70.301,,,,,57.155,,,,,58.123,,,,,,,,,,,,,,,
4772,20255,245791396010661,2012,45.040328,-90.606931,119,3,,,,,,,,,,,,,23.408,,,,,,80.077,,,,,,,116.211
4773,20255,102134105010661,2008,44.005107,-90.10085,57,3,,,,,,,,,63.681,,,,,73.052,,,,,,61.173,,,,,,
4774,20256,169114881010661,2010,45.805361,-91.111677,113,3,,,,,,,,,,,5.79,,,,,,10.936,,,,,,,7.804,,
4775,20256,90714272010661,2004,45.426204,-90.22162,99,3,,,,,156.778,,,,,,,,,,155.687,,,,,,,191.138,,,,
4776,20257,90608085010661,2004,43.745722,-90.855425,81,3,,,,,6.507,,,,,12.211,,,,,14.722,,,,,,,,,,,
4777,20257,63844888010661,2000,44.445371,-90.383925,19,3,61.278,,,,,,,,,,,,,,,19.053,,,,,,,39.654,,,
4778,20257,64292979010661,2002,44.148784,-89.748247,1,3,,,64.259,,,,,70.29,,,,,,,,,,,,55.204,,,,,,
4779,20257,90639158010661,2004,43.949038,-91.048088,63,3,,,,,67.402,,,,,72.712,,,,,70.609,,,,,,,,,,,
4780,20258,69930783010661,2003,45.195684,-92.249162,109,3,,,,22.942,,,,,36.103,,,,,,,,,,,,56.817,,,,,
4781,20258,69892497010661,2003,43.636886,-89.583376,21,3,,,,70.057,,,,,77.131,,,,,91.025,,,,,,,,,,,,
4782,20258,102134768010661,2008,44.985147,-91.987053,33,3,,,,,,,,,123.446,,,,,145.156,,,,,,,189.212,,,,,
4783,20258,64088526010661,2002,43.131083,-90.140244,49,3,,,162.069,,,,,168.618,,,,,,,,,,,,,,,,,,223.194
4784,20259,69762617010661,2003,46.11395,-89.626864,125,3,,,,162.765,,,,,163.404,,,,,,,,,,,,60.4,,,,,
4785,20259,69781127010661,2003,44.055764,-89.085407,137,3,,,,74.067,,,,,75.268,,,,,80.731,,,,,,,,,,,,
4786,20260,102550227010661,2007,43.882182,-90.36342,81,3,,,,,,,,1.927,,,,,4.58,,,,,,8.093,,,,,,,
4787,20261,102134402010661,2008,45.852222,-89.059263,85,3,,,,,,,,,119.629,,,,,148.088,,,,,,,175.873,,,,,
4788,20261,63859904010661,2000,46.636246,-91.223573,7,3,23.879,,,,,,,,,,29.094,,,,,33.883,,,,,,,,,,
4789,20261,96288613010661,2005,46.123853,-91.341376,113,3,,,,,,84.667,,,,,99.576,,,,,,,,,,,,,150.005,,
4790,20261,220874985010661,2011,42.537329,-90.142905,65,3,,,,,,,,,,,,38.335,,,,,,53.061,,,,,,,69.111,
4791,20261,102138538010661,2008,43.356788,-90.470435,103,3,,,,,,,,,88.192,,,,,93.495,,,,,,109.364,,,,,,
4792,20261,69848173010661,2003,43.029474,-88.906521,55,3,,,,188.901,,,,,205.149,,,,,230.962,,,,,,,,,,,,
4793,20262,96254842010661,2005,43.685545,-89.753583,1,3,,,,,,109.114,,,,,122.829,,,,,141.69,,,,,,,,,,
4794,20262,245791125010661,2012,45.74069,-92.433353,13,3,,,,,,,,,,,,,86.759,,,,,,135.238,,,,,,,166.012
4795,20263,102136624010661,2008,43.334135,-90.624397,103,3,,,,,,,,,90.412,,,,,114.562,,,,,,,118.802,,,,,
4796,20263,102483488010661,2006,45.083203,-89.069362,67,3,,,,,,,90.856,,,,,114.675,,,,,,127.459,,,,,,,,
4797,20263,90768546010661,2004,45.661595,-90.053732,99,3,,,,,40.487,,,,,44.024,,,,,,60.201,,,,,,,,,,
4798,20264,63787406010661,2000,45.686582,-89.486952,85,3,54.261,,,,,66.583,,,,,,,,,,,44.045,,,,,,,,,
4799,20264,102487226010661,2006,42.528389,-90.327685,65,3,,,,,,,13.726,,,,,6.11,,,,,,,24.023,,,,,,,
4800,20265,69803631010661,2003,45.443789,-90.950022,107,3,,,,10.802,,,,,,,,,,10.363,,,,,,,5.605,,,,,
4801,20265,169115869010661,2010,42.506352,-88.187047,59,3,,,,,,,,,,,3.488,,,,,6.436,,,,,,,7.623,,,
4802,20265,69978252010661,2003,46.59717,-91.207205,7,3,,,,214.1,,,,,244.591,,,,,263.678,,,,,,,,,,,,
4803,20266,102138050010661,2008,43.175426,-90.715366,23,3,,,,,,,,,151.153,,,,,175.041,,,,,,,182.45,,,,,
4804,20266,90611678010661,2004,45.046538,-88.47991,83,3,,,,,159.438,,,,,187.513,,,,,,,,,,,,157.002,,,,
4805,20266,64669725010661,2000,44.145718,-89.734504,1,3,64.248,,,,,66.271,,,,,68.521,,,,,,,,,,,,,,,
4806,20266,63686391010661,2000,46.569641,-90.494403,51,3,133.008,,,,,151.615,,,,,,,,,,95.069,,,,,,,,,,
4807,20267,102138525010661,2008,43.524416,-90.251955,103,3,,,,,,,,,2.513,,,,,8.09,,,,,,,35.297,,,,,
4808,20267,64670174010661,2000,43.834166,-89.858749,1,3,147.953,,,,,168.85,,,,,193.266,,,,,,,,,,,,,,,
4809,20267,63969750010661,2002,45.608297,-92.496758,95,3,,,19.696,,,,,26.409,,,,,35.316,,,,,,,,,,,,,
4810,20267,90756002010661,2004,44.558757,-91.93011,11,3,,,,,44.88,,,,,51.229,,,,,,,,,,,,,51.263,,,
4811,20269,102132100010661,2008,44.581652,-88.878709,135,3,,,,,,,,,75.481,,,,,80.273,,,,,,,88.57,,,,,
4812,20269,64055555010661,2001,44.927216,-88.975412,115,3,,164.612,,,,,,,,,,,,,,,,,93.273,,,,,,,166.707
4813,20269,64281209010661,2002,43.453434,-89.177228,21,3,,,118.723,,,,,115.152,,,,,126.504,,,,,,,,,,,,,
4814,20269,69895318010661,2003,43.334654,-90.795843,23,3,,,,41.888,,,,,46.067,,,,,53.85,,,,,,,,,,,,
4815,20269,69873561010661,2003,45.757206,-88.731751,41,3,,,,107.119,,,,,104.691,,,,,,,,,,,95.822,,,,,,
4816,20270,102136978010661,2008,43.09447,-91.041683,23,3,,,,,,,,,199.458,,,,,221.703,,,,,,,239.957,,,,,
4817,20270,220872825010661,2011,42.747102,-89.156922,105,3,,,,,,,,,,,,72.981,,,,,,,97.69,,,,,,,62.52
4818,20270,220870861010661,2011,46.368259,-91.380448,7,3,,,,,,,,,,,,8.147,,,,,,13.847,,,,,,,34.224,
4819,20270,102487274010661,2006,44.079049,-89.921505,1,3,,,,,,,19.299,,,,,21.954,,,,,29.957,,,,,,,,,
4820,20270,64329018010661,2002,45.118594,-90.767057,119,3,,,67.701,,,,,77.8,,,,,,,,,,,,,,,,,,114.215
4821,20271,102489288010661,2006,43.951936,-89.607341,1,3,,,,,,,101.69,,,,,109.699,,,,,125.153,,,,,,,,,
4822,20271,220874621010661,2011,44.772768,-91.547595,35,3,,,,,,,,,,,,0.678,,,,,,9.124,,,,,,,23.103,
4823,20271,102551328010661,2007,46.509514,-92.007601,31,3,,,,,,,,21.176,,,,,35.035,,,,,,,70.078,,,,,,
4824,20271,69900036010661,2003,44.388963,-90.223114,141,3,,,,115.45,,,,,,,,,,80.914,,,,,,97.603,,,,,,
4825,20271,90689093010661,2004,44.573879,-91.402908,121,3,,,,,104.939,,,,,104.546,,,,,,,,,,,,27.579,,,,
4826,20272,69814056010661,2003,43.745817,-90.550832,81,3,,,,66.269,,,,,,,,,,77.672,,,,,,,97.699,,,,,
4827,20272,90703951010661,2004,42.857958,-88.405951,133,3,,,,,146.42,,,,,174.999,,,,,,,,,,,,199.927,,,,
4828,20272,63867143010661,2000,46.09351,-92.11626,13,3,32.847,,,,,40.707,,,,,50.143,,,,,,,,,,,,,,,
4829,20272,64096086010661,2002,46.353566,-90.23624,51,3,,,106.306,,,,,121.22,,,,,131.424,,,,,,,,,,,,,
4830,20272,220871175010661,2011,45.370328,-92.421043,95,3,,,,,,,,,,,,25.187,,,,,40.301,,,,,,,45.919,,
4831,20272,220871855010661,2011,45.627988,-90.433651,99,3,,,,,,,,,,,,41.346,,,,,,54.346,,,,,,,63.545,
4832,20272,64321587010661,2002,45.228159,-90.04978,119,3,,,121.832,,,,,,,,,,105.648,,,,,,,156.692,,,,,,
4833,20272,69890460010661,2003,44.653815,-90.494905,19,3,,,,26.713,,,,,53.921,,,,,87.968,,,,,,,,,,,,
4834,20272,69799919010661,2003,42.574439,-89.319627,105,3,,,,33.165,,,,,94.004,,,,,,,,,,,,97.185,,,,,
4835,20273,102132305010661,2008,44.49564,-89.249236,97,3,,,,,,,,,149.414,,,,,154.701,,,,,,,179.483,,,,,
4836,20273,102138616010661,2008,46.184402,-89.360051,125,3,,,,,,,,,62.4,,,,,72.538,,,,,,86.037,,,,,,
4837,20274,64055347010661,2002,45.848163,-91.38906,113,3,,,118.379,,,,,,,,,,126.911,,,,,,,150.447,,,,,,
4838,20274,90676825010661,2004,44.483736,-90.241612,141,3,,,,,20.471,,,,,23.374,,,,,,27.364,,,,,,,,,,
4839,20274,69910117010661,2003,45.418752,-89.910744,69,3,,,,85.695,,,,,98.195,,,,,,,,,,,,41.802,,,,,
4840,20275,90599813010661,2004,45.128394,-87.748045,75,3,,,,,14.88,,,,,14.702,,,,,15.908,,,,,,,,,,,
4841,20275,69812039010661,2003,43.978799,-90.461784,81,3,,,,155.233,,,,,178.602,,,,,206.277,,,,,,,,,,,,
4842,20275,102552207010661,2007,45.96515,-89.230981,125,3,,,,,,,,88.151,,,,,115.603,,,,,,,116.474,,,,,,
4843,20275,102484547010661,2006,45.524179,-91.001531,107,3,,,,,,,157.067,,,,,180.226,,,,,,,,,,,,,,142.746
4844,20276,64292065010661,2001,44.092605,-89.761922,1,3,,9.926,,,,,13.623,,,,,,,,,,,,21.117,,,,,,,
4845,20276,102550290010661,2007,42.641494,-90.650059,43,3,,,,,,,,54.11,,,,,56.941,,,,,,70.758,,,,,,,
4846,20276,102131517010661,2008,44.407847,-87.71911,61,3,,,,,,,,,54.377,,,,,57.848,,,,,,,73.68,,,,,
4847,20277,107108439010661,2009,46.186662,-90.29926,51,3,,,,,,,,,,143.929,,,,,146.899,,,,,,,169.145,,,,
4848,20277,107108019010661,2009,44.370275,-90.102854,141,3,,,,,,,,,,45.911,,,,,42.145,,,,,,,93.636,,,,
4849,20277,63849338010661,2000,43.629527,-89.175805,21,3,78.303,,,,,35.499,,,,,,,,,,46.518,,,,,,,,,,
4850,20279,69836412010661,2003,43.073678,-90.128404,49,3,,,,122.478,,,,,109.194,,,,,87.677,,,,,,,,,,,,
4851,20279,90707789010661,2004,44.808514,-92.284561,93,3,,,,,67.7,,,,,72.03,,,,,83.347,,,,,,,,,,,
4852,20279,90649011010661,2004,43.366742,-90.93754,23,3,,,,,35.683,,,,,,,,,,60.912,,,,,,,67.352,,,,
4853,20280,107109504010661,2009,46.752327,-91.506112,7,3,,,,,,,,,,54.674,,,,,59.505,,,,,,,58.46,,,,
4854,20280,102135569010661,2008,44.457152,-88.525564,87,3,,,,,,,,,10.805,,,,,15.647,,,,,,,12.998,,,,,
4855,20280,63865925010661,2000,44.566952,-91.98152,11,3,15.299,,,,,,,,,,,,,,,,19.477,,,,,,,13.82,,
4856,20281,96171745010661,2005,44.047512,-91.335453,121,3,,,,,,46.562,,,,,45.955,,,,,47.461,,,,,,,,,,
4857,20281,63866065010661,2000,44.349781,-91.924877,11,3,143.42,,,,,172.561,,,,,,,,,,214.93,,,,,,,,,,
4858,20281,102549381010661,2007,45.60165,-88.470859,41,3,,,,,,,,63.994,,,,,,,,,,,73.651,,,,,,,105.786
4859,20281,69969598010661,2003,46.429996,-91.013614,7,3,,,,183.593,,,,,,,,,,92.923,,,,,,139.595,,,,,,
4860,20281,69829584010661,2003,44.45834,-88.67976,87,3,,,,93.8,,,,,110.545,,,,,122.141,,,,,,,,,,,,
4861,20282,90676132010661,2004,44.071574,-88.80014,139,3,,,,,158.239,,,,,,,,,,81.581,,,,,,,109.423,,,,
4862,20282,90649105010661,2004,43.131713,-91.011511,23,3,,,,,29.91,,,,,17.345,,,,,23.428,,,,,,,,,,,
4863,20283,90623727010661,2004,42.826427,-89.465284,45,3,,,,,109.553,,,,,126.616,,,,,139.44,,,,,,,,,,,
4864,20283,107113815010661,2009,44.611792,-92.209478,93,3,,,,,,,,,,3.135,,,,,,3.876,,,,,,,4.026,,,
4865,20284,69803056010661,2003,45.599732,-90.92183,107,3,,,,149.258,,,,,144.505,,,,,179.621,,,,,,,,,,,,
4866,20284,69769391010661,2003,46.032266,-91.619853,129,3,,,,89.413,,,,,85.594,,,,,,,,,,,,8.991,,,,,
4867,20284,220874629010661,2011,44.545896,-91.615152,11,3,,,,,,,,,,,,7.65,,,,,9.92,,,,,,,12.75,,
4868,20284,90623803010661,2004,42.725295,-89.497907,45,3,,,,,157.289,,,,,148.73,,,,,,,,,,,,,124.981,,,
4869,20285,63805165010661,2001,46.030275,-91.639904,129,3,,6.241,,,,,,,,,,5.375,,,,,,,,,,,,,12.181,
4870,20286,90712264010661,2004,45.891254,-90.462212,99,3,,,,,100.758,,,,,,,,,,0.947,,,,,,,11.978,,,,
4871,20286,69817246010661,2003,44.83876,-88.057961,83,3,,,,144.121,,,,,164.646,,,,,,,,,,,,229.063,,,,,
4872,20286,220873979010661,2011,43.305223,-88.884026,27,3,,,,,,,,,,,,4.098,,,,,,28.501,,,,,,,44.579,
4873,20286,69904535010661,2003,42.756809,-90.031365,65,3,,,,237.977,,,,,252.546,,,,,291.466,,,,,,,,,,,,
4874,20287,64134866010661,2002,43.792983,-90.046661,57,3,,,134.119,,,,,156.501,,,,,173.355,,,,,,,,,,,,,
4875,20287,90746840010661,2004,46.282869,-91.441157,7,3,,,,,45.125,,,,,57.693,,,,,60.701,,,,,,,,,,,
4876,20287,107108106010661,2009,45.27519,-90.112246,119,3,,,,,,,,,,16.479,,,,,41.766,,,,,,,76.179,,,,
4877,20287,63736820010661,2000,45.96282,-91.229715,113,3,74.746,,,,,71.565,,,,,81.04,,,,,,,,,,,,,,,
4878,20287,96287448010661,2005,43.507742,-90.062119,111,3,,,,,,376.702,,,,,366.791,,,,,396.451,,,,,,,,,,
4879,20287,64640340010661,2002,44.765717,-91.181855,35,3,,,90.946,,,,,,,,,,88.607,,,,,,,119.772,,,,,,
4880,20287,69845177010661,2003,44.290605,-90.531896,53,3,,,,99.466,,,,,108.274,,,,,120.026,,,,,,,,,,,,
4881,20287,63991670010661,2002,45.533126,-90.077867,99,3,,,109.838,,,,,109.389,,,,,,,,,,,90.278,,,,,,,
4882,20287,90698810010661,2004,46.049099,-91.737601,129,3,,,,,86.582,,,,,93.593,,,,,,,,,,,,111.471,,,,
4883,20288,90722296010661,2004,45.361259,-90.984165,107,3,,,,,20.55,,,,,,,,,,14.462,,,,,,,25.949,,,,
4884,20288,90714995010661,2004,45.816524,-90.077997,99,3,,,,,89.378,,,,,112.035,,,,,146.045,,,,,,,,,,,
4885,20289,169118051010661,2010,44.93841,-92.229988,109,3,,,,,,,,,,,31.188,,,,,,30.15,,,,,,,44.225,,
4886,20289,63823258010661,2001,44.223331,-89.083455,137,3,,80.334,,,,,95.104,,,,,109.24,,,,,,,,,,,,,,
4887,20289,64640889010661,2002,44.696506,-91.043916,35,3,,,16.807,,,,,11.188,,,,,,,,,,,,42.187,,,,,,
4888,20289,102555477010661,2007,43.562112,-90.607364,123,3,,,,,,,,138.659,,,,,159.54,,,,,,,185.895,,,,,,
4889,20289,107113584010661,2009,42.501833,-89.394922,45,3,,,,,,,,,,229.791,,,,,,250.111,,,,,,,279.677,,,
4890,20290,102484970010661,2006,45.002423,-92.085972,33,3,,,,,,,66.718,,,,,,,,,,,84.409,,,,,,,110.863,
4891,20290,69911951010661,2003,45.319099,-89.548594,69,3,,,,104.136,,,,,,,,,,89.456,,,,,,,120.305,,,,,
4892,20290,63638505010661,2000,45.076573,-89.381103,73,3,141.417,,,,,,,,,,124.728,,,,,,,,,,,,,150.122,,
4893,20291,90641541010661,2004,45.318502,-88.892137,67,3,,,,,129.123,,,,,,,,,,134.28,,,,,,,109.28,,,,
4894,20291,63675609010661,2000,45.673411,-88.43427,41,3,52.247,,,,,62.023,,,,,,,,,,82.181,,,,,,,,,,
4895,20291,63782582010661,2001,44.322245,-91.524065,121,3,,39.662,,,,,,,,,,55.847,,,,,,,,,,,,,78.297,
4896,20291,90726456010661,2004,43.207393,-89.848657,111,3,,,,,110.382,,,,,116.553,,,,,,128.832,,,,,,,,,,
4897,20292,64432571010661,2002,44.16672,-89.359861,137,3,,,86.769,,,,,,,,,,,,,,,,11.436,,,,,,,25.179
4898,20292,245791444010661,2012,43.718534,-90.592813,123,3,,,,,,,,,,,,,35.967,,,,,,55.173,,,,,,,73.11
4899,20292,245792881010661,2012,46.599129,-91.558831,31,3,,,,,,,,,,,,,10.334,,,,,,18.441,,,,,,,28.433
4900,20292,64157055010661,2002,45.253354,-89.337649,67,3,,,99.628,,,,,,,,,,74.478,,,,,,,100.131,,,,,,
4901,20293,64432986010661,2002,44.152702,-89.504854,137,3,,,209.85,,,,,208.509,,,,,,,,,,,,244.214,,,,,,
4902,20294,90776666010661,2004,43.455258,-90.932814,123,3,,,,,18.817,,,,,43.746,,,,,14.282,,,,,,,,,,,
4903,20294,69885485010661,2003,45.189292,-91.227029,17,3,,,,231.453,,,,,230.715,,,,,,,,,,,,212.341,,,,,
4904,20294,220874785010661,2011,45.061576,-92.1553,109,3,,,,,,,,,,,,5.909,,,,,,16.512,,,,,,,27.618,
4905,20294,64433667010661,2002,44.051376,-89.528878,137,3,,,76.876,,,,,,,,,,97.289,,,,,,79.08,,,,,,,
4906,20295,169116409010661,2010,45.654655,-88.631359,41,3,,,,,,,,,,,20.198,,,,,,17.431,,,,,,,30.962,,
4907,20295,64615897010661,2002,46.286165,-92.098298,31,3,,,185.432,,,,,180.611,,,,,179.326,,,,,,,,,,,,,
4908,20295,102138257010661,2008,44.833695,-91.620866,35,3,,,,,,,,,121.567,,,,,154.01,,,,,,165.881,,,,,,
4909,20296,102132830010661,2008,43.596438,-90.611813,123,3,,,,,,,,,226.056,,,,,248.721,,,,,,,223.275,,,,,
4910,20296,102485750010661,2006,44.117899,-87.740299,71,3,,,,,,,116.255,,,,,139.617,,,,,,,160.166,,,,,,,
4911,20296,63783019010661,2001,44.546167,-91.463111,121,3,,165.472,,,,,,,,,,140.473,,,,,,,180.377,,,,,,,
4912,20296,102553446010661,2007,43.740269,-89.821262,1,3,,,,,,,,162.824,,,,,175.887,,,,,,217.75,,,,,,,
4913,20297,102134687010661,2008,43.713187,-89.90081,57,3,,,,,,,,,34.394,,,,,25.46,,,,,,12.177,,,,,,
4914,20297,102553026010661,2007,44.097127,-89.024508,137,3,,,,,,,,121.076,,,,,138.384,,,,,,,139.511,,,,,,
