plot_id,plt_cn,eco
1,26490,77
2,13229216010497,2
3,13229700010497,1
4,13230130010497,4
5,13384702010497,1
6,22398184010497,77
7,22398186010497,77
8,22398189010497,77
9,22398190010497,77
10,22398191010497,77
11,22398192010497,77
12,22398194010497,77
13,22398195010497,77
14,22398196010497,77
15,22398197010497,77
16,22398199010497,77
17,22398201010497,77
18,22398202010497,77
19,22398203010497,77
20,22398204010497,2
21,22398205010497,1
22,22398206010497,2
23,22398207010497,1
24,22398208010497,1
25,22398209010497,2
26,22398210010497,4
27,22398211010497,15
28,22398212010497,15
29,22398213010497,15
30,22398214010497,15
31,22398215010497,15
32,22398216010497,15
33,22398217010497,15
34,22398218010497,15
35,22398219010497,15
36,22398220010497,15
37,22398221010497,15
38,22398223010497,15
39,22398224010497,15
40,22398225010497,15
41,22398226010497,1
42,22398227010497,1
43,22398228010497,1
44,22398229010497,1
45,22398230010497,1
46,22398231010497,1
47,22398232010497,1
48,22398233010497,1
49,22398234010497,77
50,22398235010497,77
51,22398236010497,77
52,22398238010497,77
53,22398239010497,77
54,22398240010497,77
55,22398241010497,77
56,22398243010497,9
57,22398244010497,9
58,22398245010497,77
59,22398246010497,4
60,22398247010497,77
61,22398248010497,77
62,22398249010497,77
63,22398250010497,77
64,22398251010497,9
65,22398252010497,4
66,22398253010497,4
67,22398254010497,4
68,22398255010497,4
69,22398256010497,4
70,22398257010497,4
71,22398258010497,4
72,22398259010497,4
73,22398260010497,4
74,22398261010497,4
75,22398262010497,4
76,22398263010497,4
77,22398264010497,4
78,22398265010497,1
79,22398266010497,1
80,22398267010497,1
81,22398269010497,77
82,22398271010497,77
83,22398272010497,77
84,22398275010497,15
85,22398276010497,77
86,22398277010497,15
87,22398278010497,77
88,22398279010497,15
89,22398280010497,15
90,22398281010497,77
91,22398284010497,77
92,22398286010497,77
93,22398287010497,77
94,22398288010497,77
95,22398289010497,15
96,22398290010497,77
97,22398291010497,77
98,22398294010497,77
99,22398295010497,77
100,22398296010497,15
101,22398298010497,15
102,22398299010497,77
103,22398300010497,77
104,22398301010497,15
105,22398302010497,77
106,22398303010497,15
107,22398304010497,15
108,22398305010497,15
109,22398306010497,15
110,22398307010497,15
111,22398308010497,15
112,22398309010497,15
113,22398310010497,15
114,22398311010497,15
115,22398312010497,15
116,22398313010497,15
117,22398314010497,4
118,22398315010497,4
119,22398316010497,4
120,22398317010497,77
121,22398318010497,77
122,22398319010497,77
123,22398320010497,77
124,22398322010497,77
125,22398323010497,77
126,22398324010497,77
127,22398325010497,4
128,22398326010497,4
129,22398328010497,4
130,22398329010497,4
131,22398330010497,4
132,22398331010497,4
133,22398333010497,4
134,22398335010497,4
135,22398336010497,4
136,22398338010497,4
137,22398339010497,4
138,22398341010497,4
139,22398342010497,4
140,22398343010497,4
141,22398344010497,4
142,22398346010497,4
143,22398347010497,4
144,22398348010497,4
145,22398349010497,4
146,22398350010497,4
147,22398351010497,4
148,22398352010497,4
149,22398354010497,77
150,22398356010497,77
151,22398359010497,77
152,22398360010497,77
153,22398361010497,77
154,22398364010497,77
155,22398365010497,15
156,22398366010497,15
157,22398367010497,15
158,22398368010497,15
159,22398369010497,77
160,22398370010497,77
161,22398371010497,77
162,22398372010497,77
