state,tier,best_theta,LL,LL_per_cell,mean_log_resid,sd_log_resid,n_cells,notes
GA,Tier 1 (uniform),0.30,-106465.14,-8.808,0.150,0.650,12087,"Optimum at lowest tested theta. Further refinement (theta<0.30 with active-growth check) deferred to v1.1."
