param,value
ANPP_BF,2.263714
ANPP_SM,1.311980
ANPP_BE,1.206872
ANPP_RS,1.267447
ANPP_WS,1.424123
ANPP_BS,1.133171
ANPP_CE,0.848433
ANPP_YB,1.574883
ANPP_RM,1.454222
ANPP_IH,1.427746
ANPP_PINE,0.839054
ANPP_ASH,1.315420
ANPP_HE,1.533246
BMAX_BF,0.536815
BMAX_SM,1.433101
BMAX_BE,1.059574
BMAX_RS,1.038796
BMAX_WS,1.104759
BMAX_BS,1.573529
BMAX_CE,0.968180
BMAX_YB,1.373413
BMAX_RM,1.457403
BMAX_IH,1.037816
BMAX_PINE,0.818875
BMAX_ASH,1.139022
BMAX_HE,1.231817
